district_no,year,yield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,DTR_accumulation_phase,temp_min_peak_growth,temp_max_peak_growth,spring_freezing_days,state_name,latitude,longitude,avg_elevation,avg_soil_pawc
03458,1979,45.63,184.74133,14.94909,0.0,12388714.0,6.7539,11.75375,18.50765,15.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1980,47.56,267.86334,16.00975,0.0,12779633.0,6.65356,12.86063,19.51419,16.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1981,47.07,198.4013,16.0902,0.0,12630506.0,7.0134,12.7784,19.79179,7.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1982,42.19,157.16736,17.3744,0.0,14165023.0,8.29852,13.3342,21.63272,11.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1983,36.22,105.35334,17.5258,3.0,14837365.0,8.49283,13.35475,21.84758,8.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1984,43.48,242.25401,15.42728,0.0,12188896.0,6.54064,12.39622,18.93686,23.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1985,50.62,276.91394,15.57207,0.0,13038735.0,7.28014,12.06035,19.3405,16.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1986,42.54,181.97462,14.83881,0.0,12801621.0,7.26238,11.41385,18.67623,15.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1987,43.9,268.80203,15.49318,0.0,12845930.0,6.6931,12.24448,18.93758,21.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1989,47.47,204.15602,16.54246,1.0,13110705.0,7.5768,12.94531,20.52211,5.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1990,50.33,214.35468,15.64412,3.0,13854268.0,7.45398,12.06018,19.51416,6.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1991,45.76,161.00467,17.24532,1.0,14651008.0,8.24622,13.12913,21.37536,6.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1992,47.6,229.94202,16.85779,2.0,13966041.0,8.05707,12.97358,21.03065,2.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1993,52.19,377.79596,14.44548,0.0,12149596.0,6.59677,11.34056,17.93732,15.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1994,47.53,236.22394,17.48649,8.0,14877884.0,7.94701,13.56166,21.50867,3.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1995,46.89,235.78197,17.57551,3.0,15672390.0,8.52654,13.3815,21.90803,13.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1996,48.06,201.49265,15.47801,0.0,13694952.0,7.70602,11.82162,19.52764,32.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1997,48.85,154.33397,17.45776,3.0,14439542.0,8.1936,13.4753,21.6689,9.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1998,47.82,240.58865,15.45636,1.0,12624504.0,6.63273,12.34607,18.9788,10.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,1999,48.97,180.54002,18.1927,1.0,14742495.0,8.47175,14.13962,22.61137,2.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2000,54.69,292.46475,15.68501,0.0,12601746.0,6.90039,12.43523,19.33562,5.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2001,51.99,302.9366,16.76207,2.0,13552435.0,7.15766,13.31165,20.46932,16.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2002,53.43,273.34857,17.40862,3.0,13768190.0,7.58297,13.83681,21.41978,16.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2003,49.24,157.47868,17.73796,8.0,15403069.0,9.45061,13.08246,22.53307,18.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2004,52.45,286.36264,16.91655,0.0,14537483.0,7.822,13.12269,20.94469,13.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2005,55.5,232.17734,16.53997,0.0,13461876.0,7.8119,12.81904,20.63094,12.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2006,49.62,212.56,18.74526,5.0,15759658.0,8.64415,14.49001,23.13416,24.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2007,59.62,285.04596,16.1807,1.0,13283631.0,6.88981,12.78856,19.67836,2.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2008,62.08,303.30722,16.6339,4.0,13817785.0,7.31567,13.13193,20.4476,12.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2010,61.31,306.06735,17.09409,7.0,14357618.0,7.69294,13.26739,20.96033,10.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2011,72.42,288.75058,16.51987,0.0,12933619.0,7.05704,13.13414,20.19118,16.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2012,73.69,240.76263,16.64771,1.0,14850676.0,7.83631,12.7894,20.62571,2.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2013,74.16,174.19131,17.05475,3.0,14784380.0,8.45866,12.80805,21.26672,34.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2014,83.55,213.94131,17.49928,1.0,14884167.0,7.98467,13.59909,21.58376,6.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2015,83.06,308.00208,16.90835,4.0,14198551.0,7.97519,12.97395,20.94914,9.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03458,2016,68.85,143.90063,17.79711,3.0,14995663.0,8.35501,13.60712,21.96213,13.0,Niedersachsen,52.987526928059516,8.38919196301548,25.65600935362733,55.306329993290845
03459,1979,41.85,182.86566,15.00665,0.0,12518081.0,6.95451,11.64474,18.59924,17.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1980,44.29,253.15814,16.02766,0.0,12736481.0,6.74722,12.82227,19.56949,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1981,49.37,179.10683,16.11826,0.0,12605517.0,6.96988,12.85665,19.82653,7.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1982,52.45,157.89996,17.60596,1.0,14201316.0,8.42786,13.48252,21.91037,12.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1983,41.08,127.32999,17.57891,5.0,14958410.0,8.81741,13.25544,22.07285,9.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1984,46.29,255.61066,15.47884,1.0,12411993.0,6.77515,12.25594,19.03109,23.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1985,49.99,277.33997,15.58355,0.0,13085833.0,7.3971,11.98552,19.38262,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1986,52.17,181.98875,14.90792,2.0,12636125.0,7.59538,11.24664,18.84201,15.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1987,45.87,278.1519,15.65514,0.0,12831438.0,6.7916,12.32111,19.11272,21.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1989,49.73,208.13748,16.67103,1.0,13305189.0,7.84957,12.90797,20.75753,6.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1990,53.88,210.05939,15.78837,3.0,14032516.0,7.82789,11.95334,19.78123,7.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1991,52.39,167.48065,17.44413,2.0,14651666.0,8.6688,13.01129,21.68009,4.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1992,46.29,235.96999,17.03274,2.0,14129843.0,8.10302,13.12735,21.23037,2.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1993,50.99,387.07303,14.53531,0.0,12142720.0,6.79265,11.29388,18.08654,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1994,52.28,220.15813,17.70858,10.0,14909149.0,8.01438,13.75762,21.772,5.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1995,50.41,208.76247,17.79511,6.0,15741148.0,8.69818,13.46245,22.16063,12.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1996,51.56,256.50314,15.40088,0.0,13690318.0,7.60803,11.7913,19.39933,29.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1997,52.09,150.9531,17.44457,3.0,14628808.0,8.35508,13.39176,21.74684,6.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1998,47.85,257.67813,15.58329,1.0,12734288.0,6.81485,12.32996,19.14481,11.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,1999,54.84,197.9506,18.28045,1.0,14773571.0,8.62977,14.12362,22.7534,4.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2000,55.87,285.2113,15.8214,0.0,12611466.0,6.94771,12.54433,19.49204,5.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2001,54.48,269.62125,16.85351,3.0,13704419.0,7.28301,13.28533,20.56835,17.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2002,53.99,267.24124,17.19015,2.0,13664470.0,7.5296,13.63941,21.169,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2003,56.61,166.65623,17.98328,10.0,15632918.0,10.14499,12.8171,22.96209,19.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2004,57.54,299.13376,16.98084,3.0,14562627.0,7.88124,13.15583,21.03707,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2005,59.1,221.22813,16.68741,0.0,13890502.0,8.16024,12.73884,20.89909,11.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2006,58.84,207.57127,18.77096,8.0,15699769.0,8.77435,14.45554,23.22989,24.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2007,62.97,279.42627,16.11152,2.0,13455524.0,7.04585,12.62216,19.66801,4.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2008,59.51,295.42932,16.56851,3.0,13717294.0,7.47706,12.9372,20.41426,13.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2009,70.96,194.91252,17.43164,2.0,14918051.0,8.65685,13.1386,21.79546,5.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2010,64.16,306.52313,17.13002,9.0,14181866.0,7.99378,13.1236,21.11737,11.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2011,78.35,305.743,16.55128,0.0,13435257.0,7.19513,13.06674,20.26187,17.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2012,72.95,253.75253,16.75148,3.0,15172718.0,8.16914,12.68081,20.84996,3.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2013,74.38,183.59875,17.26092,3.0,14700152.0,8.73673,12.82568,21.56241,30.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2014,85.84,239.0494,17.32671,2.0,14768106.0,7.9214,13.4736,21.395,8.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2015,80.62,291.60947,17.05385,5.0,14509237.0,8.14503,12.99555,21.14057,8.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2017,86.61,316.3388,16.38729,0.0,13715039.0,7.49558,12.76249,20.25807,0.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2018,74.87,106.48376,18.619,11.0,16650666.0,10.67942,13.01137,23.6908,14.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2019,87.25,209.33125,17.67654,7.0,14897917.0,8.99141,13.14351,22.13492,6.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2020,83.5,200.76808,17.45042,8.0,14297313.0,8.88756,12.87009,21.75765,12.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03459,2021,79.08,256.81308,17.0969,0.0,13888004.0,7.61928,13.41755,21.03682,15.0,Niedersachsen,52.38074621622671,8.045334869657212,74.81949659993606,51.725908423046015
03460,1979,42.77,176.84784,15.11962,0.0,12467400.0,6.92287,11.81852,18.74138,15.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1980,50.97,253.73738,16.15312,0.0,12799740.0,6.76609,12.95768,19.72377,14.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1981,55.69,186.8639,16.23918,0.0,12617868.0,7.02355,12.96165,19.9852,7.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1982,43.37,157.40736,17.63965,0.0,14191913.0,8.4127,13.55475,21.96744,11.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1983,36.85,111.91959,17.70836,4.0,14922957.0,8.75255,13.42609,22.17864,8.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1984,45.81,249.35562,15.57784,1.0,12314463.0,6.73353,12.42837,19.1619,22.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1985,49.31,275.17477,15.71225,0.0,13089212.0,7.43274,12.12038,19.55312,15.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1986,45.0,179.51654,15.00857,2.0,12719784.0,7.48048,11.46231,18.94279,14.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1987,43.23,265.38953,15.71434,0.0,12845471.0,6.81075,12.39826,19.209,21.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1989,44.81,209.90956,16.73674,1.0,13222200.0,7.77183,13.0389,20.81073,6.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1990,45.88,207.83958,15.85565,3.0,13971928.0,7.73796,12.11538,19.85334,6.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1991,42.15,165.48389,17.489,2.0,14665265.0,8.51148,13.20882,21.72029,4.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1992,45.71,237.84431,17.07953,3.0,14072142.0,8.17484,13.15514,21.32998,1.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1993,50.41,376.6178,14.6162,0.0,12175328.0,6.74847,11.43439,18.18287,14.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1994,45.93,235.90518,17.7074,10.0,14903555.0,7.99433,13.78898,21.7833,3.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1995,45.86,221.48438,17.83189,4.0,15723425.0,8.6739,13.55484,22.22874,13.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1996,48.42,228.2974,15.55679,0.0,13695321.0,7.71386,11.91197,19.62582,29.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1997,49.67,144.46481,17.58049,3.0,14545192.0,8.33218,13.55303,21.88521,8.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,1999,53.36,191.19653,18.39168,1.0,14772551.0,8.6151,14.27875,22.89385,2.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2000,55.26,286.32828,15.872,0.0,12627754.0,7.00102,12.57667,19.57768,5.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2001,54.22,272.41434,16.94476,3.0,13639915.0,7.27604,13.42591,20.70195,16.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2003,48.84,155.86263,18.02272,9.0,15523213.0,9.8884,13.07931,22.96771,19.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2004,53.67,288.04572,17.08842,2.0,14568794.0,7.90146,13.27492,21.17638,12.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2005,57.1,228.43259,16.74116,0.0,13706632.0,8.04201,12.89383,20.93584,11.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2008,64.77,291.15833,16.74371,5.0,13811144.0,7.47595,13.14794,20.62389,12.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2010,60.54,303.59308,17.25194,8.0,14301613.0,7.8819,13.33301,21.2149,10.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2011,72.94,289.01086,16.68442,0.0,13243232.0,7.2105,13.221,20.4315,16.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2012,71.19,240.94215,16.8437,3.0,15068572.0,8.06914,12.86435,20.93349,3.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2013,69.84,178.75089,17.30102,3.0,14765254.0,8.63037,12.96382,21.59419,32.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2014,84.61,232.1857,17.52622,2.0,14823779.0,7.98359,13.65966,21.64326,7.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03460,2015,75.58,293.91132,17.13262,4.0,14393390.0,8.11466,13.13234,21.247,8.0,Niedersachsen,52.6601907208561,8.222923525906426,43.65508686257304,50.18661104989008
03461,2012,73.43,276.00208,16.41663,1.0,14631654.0,6.50422,13.18414,19.68836,1.0,Niedersachsen,53.35568897876133,8.389703428397658,-1.2941463345754445,76.75880164297756
03461,2013,77.36,180.96638,16.80688,1.0,14975924.0,6.94117,13.30436,20.24553,35.0,Niedersachsen,53.35568897876133,8.389703428397658,-1.2941463345754445,76.75880164297756
03461,2015,78.34,338.45355,16.66666,2.0,14226610.0,6.68518,13.3454,20.03058,3.0,Niedersachsen,53.35568897876133,8.389703428397658,-1.2941463345754445,76.75880164297756
03462,1979,42.63,218.2544,14.51705,0.0,13109078.0,5.43576,11.82357,17.25933,15.0,Niedersachsen,53.572883482597994,7.705667442658685,2.0028753843588403,62.020668095787
03462,2015,79.85,336.12445,16.28338,0.0,14562665.0,6.28505,13.11693,19.40198,3.0,Niedersachsen,53.572883482597994,7.705667442658685,2.0028753843588403,62.020668095787
05111,1979,33.05,218.41568,14.90472,0.0,12957332.0,7.01714,11.45596,18.4731,15.54054,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1980,45.67,282.8244,15.91423,0.0,12426185.0,6.9014,12.52492,19.42633,11.9697,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1981,52.25,219.17381,16.01351,0.0,12661414.0,7.10973,12.56201,19.67174,5.03226,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1982,52.33,159.66241,17.6073,0.41379,14267670.0,8.38652,13.47367,21.86018,11.24138,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1983,34.47,146.14778,17.3893,3.25,15118181.0,8.6706,13.07521,21.74581,12.72222,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1984,37.0,277.55597,15.57338,0.74194,12841008.0,6.90576,12.25435,19.16011,24.70968,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1985,48.5,252.70288,15.7222,0.0,13693482.0,7.71076,11.89847,19.60923,15.2,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1986,44.35,206.53738,14.89916,1.03226,13252153.0,7.96625,10.95385,18.9201,16.19355,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1987,47.58,286.63928,15.78423,0.0,13180446.0,6.98876,12.27089,19.25966,22.77778,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1989,41.0,184.64783,16.9256,1.29032,13882045.0,8.23716,12.89288,21.13003,3.41935,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1990,46.0,210.48685,16.01463,3.78125,14667353.0,8.22489,11.88764,20.11252,8.1875,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1991,47.99,171.03648,17.56385,1.96667,15092468.0,8.9229,12.97226,21.89516,3.7,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1992,49.0,237.12192,17.19122,2.24138,14431755.0,8.09999,13.22495,21.32494,3.55172,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1993,51.0,361.12985,15.0031,0.0,12842771.0,7.32132,11.43268,18.754,13.66667,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1994,46.0,207.55061,17.82389,9.53571,14996735.0,8.13119,13.7701,21.9013,4.28571,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1995,40.0,199.54465,17.99343,7.62069,15744775.0,8.72817,13.60295,22.33112,12.82759,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1996,50.0,260.13382,15.3975,0.0,13989703.0,7.61008,11.69227,19.30236,26.37931,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1997,49.0,172.68443,17.41403,2.41379,14937617.0,8.64863,13.15596,21.80458,5.17241,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1998,48.0,302.5772,15.8906,3.23333,13025922.0,7.28581,12.27701,19.56282,11.1,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,1999,57.17,224.5862,18.24908,0.4,14955655.0,8.51962,14.03668,22.5563,4.3,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2000,59.6,307.53546,16.146,0.0,12927232.0,7.02781,12.82782,19.85563,6.44828,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2001,45.0,268.42273,16.98068,3.25,14169767.0,7.60528,13.1729,20.77817,13.28571,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2002,47.5,275.72717,16.86284,1.39286,13572617.0,7.62622,13.21325,20.83947,11.85714,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2003,55.47,179.41081,18.18082,11.07407,16351821.0,10.05574,13.07957,23.13532,18.0,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2004,52.51,300.85883,16.9867,1.63333,14762688.0,8.03948,13.05216,21.09164,17.1,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2005,55.96,242.3094,16.74467,0.23333,14570007.0,8.39154,12.63071,21.02225,9.86667,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2006,49.5,215.15128,18.75745,7.6,15835628.0,8.75113,14.44968,23.20081,24.2,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2007,51.9,336.7358,15.83836,1.46667,13691820.0,7.32216,12.1666,19.48876,4.46667,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2008,54.1,279.12595,16.30784,1.14286,13818933.0,7.61489,12.51204,20.12693,12.35714,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2009,55.0,200.52731,17.43497,1.48276,15205419.0,8.75974,13.0471,21.80684,7.37931,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2011,71.7,271.47668,16.63538,0.0,13809312.0,7.54872,12.91193,20.46065,14.2,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2012,69.0,234.99219,16.80212,2.18519,15567518.0,8.36176,12.58536,20.94712,4.59259,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05111,2013,55.0,195.6476,17.46809,4.76,15013372.0,8.82306,12.93399,21.75705,29.24,Nordrhein-Westfalen,51.234878578131,6.810334045756814,49.2453277694115,51.71185721898933
05112,1979,45.72,218.41568,14.90472,0.0,12957332.0,7.01714,11.45596,18.4731,15.54054,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1980,49.5,282.8244,15.91423,0.0,12426185.0,6.9014,12.52492,19.42633,11.9697,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1981,52.0,219.17381,16.01351,0.0,12661414.0,7.10973,12.56201,19.67174,5.03226,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1982,45.0,159.66241,17.6073,0.41379,14267670.0,8.38652,13.47367,21.86018,11.24138,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1983,54.95,146.14778,17.3893,3.25,15118181.0,8.6706,13.07521,21.74581,12.72222,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1984,40.0,277.55597,15.57338,0.74194,12841008.0,6.90576,12.25435,19.16011,24.70968,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
05112,1985,56.0,252.70288,15.7222,0.0,13693482.0,7.71076,11.89847,19.60923,15.2,Nordrhein-Westfalen,51.439253511166726,6.73472575967547,30.73405000641996,49.62901067585766
