year,district_no,kreisYield,Super_Ensemble_pred,Predicted_Best_Model,Prob_Hybrid_XGB,Prob_Native_Ensemble,Prob_Robust_Linear,Prob_Statistical_Trend,Prob_V31_Solar_Gated
2010,15084,665.2,651.7320056461785,Robust_Linear,0.19386382,0.1472781,0.34705603,0.29434547,0.017456574
2011,15084,737.9,678.4001302221832,Native_Ensemble,0.26397038,0.47811598,0.14458737,0.09257569,0.020750612
2012,15084,666.5,726.8932223837672,Robust_Linear,0.2241065,0.09379793,0.5883386,0.085319586,0.00843738
2013,15084,627.6,704.723505491506,Hybrid_XGB,0.43566605,0.10997952,0.30681187,0.11976858,0.027773941
2014,15084,827.8,723.9408701381406,V31_Solar_Gated,0.056659736,0.11695756,0.18323497,0.031380553,0.6117672
2015,15084,775.4,756.6287970799607,Native_Ensemble,0.35657108,0.38014242,0.1647419,0.08164004,0.016904624
2016,15084,737.7,801.1484509347538,Statistical_Trend,0.17341241,0.05409999,0.120356105,0.4156459,0.23648556
2017,15084,836.7,769.1541012936652,Statistical_Trend,0.31237054,0.09415775,0.18528679,0.39848366,0.009701273
2018,15084,538.1,721.9234805128176,V31_Solar_Gated,0.15190418,0.045855653,0.08186661,0.09898449,0.6213891
2019,15084,563.3,705.3766543125424,V31_Solar_Gated,0.13042736,0.051617265,0.21405476,0.042846795,0.5610538
2020,15084,619.9,619.182124297205,Native_Ensemble,0.082372636,0.44049108,0.03827573,0.33152318,0.10733741
2021,15084,831.9,725.5668551387262,Robust_Linear,0.1143016,0.084000364,0.7014599,0.08741704,0.012821102
2022,15084,680.9,708.6770066859546,Native_Ensemble,0.28219137,0.42304298,0.19387373,0.08796465,0.012927154
2023,15084,771.2,727.1923420896865,Robust_Linear,0.24645384,0.12964684,0.46036392,0.14359121,0.019944128
2024,15084,862.8,704.8508923596933,Native_Ensemble,0.33910233,0.42316705,0.08320615,0.14482473,0.009699747
2000,15085,556.7,512.4089018976362,Robust_Linear,0.117626145,0.015408484,0.6886982,0.15200636,0.026260821
2001,15085,519.2,562.1887114513421,Robust_Linear,0.23289521,0.019149914,0.6390602,0.0985004,0.010394281
2002,15085,529.1,529.4047540673656,Hybrid_XGB,0.3878736,0.018291788,0.31046742,0.23317342,0.0501938
2003,15085,515.9,550.8364788701723,Hybrid_XGB,0.5115419,0.016526898,0.32904586,0.13333356,0.009551776
2004,15085,544.1,546.2066274788481,Robust_Linear,0.2723567,0.018418625,0.4857688,0.21331649,0.010139402
2005,15085,529.5,555.0125667973983,Robust_Linear,0.21755598,0.11625011,0.47595555,0.17940904,0.010829324
2006,15085,470.0,561.7732266345052,Robust_Linear,0.3112234,0.06308212,0.54361945,0.07441511,0.00765992
2007,15085,619.4,597.0157207571347,Robust_Linear,0.080430456,0.045573954,0.8395056,0.026831543,0.007658525
2008,15085,606.3,549.4447967705372,Native_Ensemble,0.08012562,0.53335214,0.048504267,0.3300283,0.007989661
2009,15085,616.8,593.4214056169465,Robust_Linear,0.32288012,0.09637108,0.40875503,0.16192001,0.010073761
2010,15085,598.1,599.7647347750723,Hybrid_XGB,0.38967356,0.31825507,0.1726647,0.10516278,0.0142439185
2011,15085,655.8,657.6684245282993,V31_Solar_Gated,0.07099371,0.027099542,0.111000165,0.04690875,0.7439979
2012,15085,611.7,662.3868709694641,Robust_Linear,0.23926,0.33093777,0.33600605,0.08662982,0.007166317
2013,15085,591.6,651.7073785075443,Statistical_Trend,0.057802428,0.026780628,0.124409184,0.7182761,0.072731644
2014,15085,778.7,667.5498621756602,V31_Solar_Gated,0.066674426,0.051734064,0.11793694,0.06262851,0.701026
2015,15085,738.8,707.0819739740277,Native_Ensemble,0.24843492,0.44962656,0.18171181,0.0980995,0.022127178
2016,15085,720.7,725.7454430575373,Native_Ensemble,0.3305672,0.37616396,0.1809911,0.10214745,0.010130351
2017,15085,808.9,737.5482754919526,Native_Ensemble,0.32875776,0.38578168,0.1885102,0.08750286,0.009447565
2018,15085,411.2,656.5389430191299,V31_Solar_Gated,0.10154017,0.05302113,0.08593534,0.03346552,0.72603786
2019,15085,518.9,697.0680495970164,Robust_Linear,0.13308024,0.34301174,0.45812327,0.058519673,0.007265093
2020,15085,529.6,573.4866380915854,Native_Ensemble,0.219267,0.38714638,0.06648956,0.31828043,0.00881668
2021,15085,695.8,682.3612822329746,Robust_Linear,0.0977645,0.06295181,0.7995512,0.029639455,0.010092998
2022,15085,410.5,725.6742609167037,Robust_Linear,0.06723216,0.042983055,0.809368,0.07308396,0.0073328125
2023,15085,785.1,678.4814796445226,Robust_Linear,0.056572083,0.054023508,0.85458136,0.027149891,0.007673168
2024,15085,818.1,581.0711036846512,Native_Ensemble,0.24507068,0.43678337,0.08941765,0.2196209,0.009107332
2000,15086,519.9,462.87937566796165,Statistical_Trend,0.098046325,0.01220417,0.10803537,0.77435035,0.0073638204
2001,15086,481.0,494.85189535278573,Hybrid_XGB,0.35127872,0.018430587,0.3508114,0.27101803,0.008461345
2002,15086,422.6,499.48635194238756,Hybrid_XGB,0.48575202,0.016955817,0.21344912,0.21434028,0.06950281
2003,15086,356.6,507.6867786239883,Robust_Linear,0.34038338,0.016508682,0.530385,0.10163658,0.0110863475
2004,15086,501.4,490.80239660763226,Robust_Linear,0.08630313,0.009892781,0.8317413,0.060131036,0.011931852
2005,15086,509.0,498.65121839005974,Robust_Linear,0.067414604,0.056366295,0.8217718,0.04242568,0.0120216515
2006,15086,398.9,465.53516680357905,Robust_Linear,0.3957481,0.08944901,0.42635044,0.08090059,0.007551756
2007,15086,506.5,524.4891303059921,Robust_Linear,0.07303413,0.08036887,0.7431426,0.07725843,0.026195958
2008,15086,465.3,449.7882589885829,Statistical_Trend,0.08408959,0.20241287,0.060862068,0.6422372,0.010398285
2009,15086,522.1,511.3256596553954,Robust_Linear,0.20404685,0.051016677,0.6765622,0.061412234,0.0069620535
2010,15086,484.9,473.87957243699947,Hybrid_XGB,0.36525655,0.08640888,0.3345561,0.19678381,0.016994692
2011,15086,589.6,529.0996374527197,Robust_Linear,0.13249972,0.056072813,0.42090222,0.09328859,0.29723668
2012,15086,667.4,550.9769645280952,Robust_Linear,0.38809177,0.050686385,0.46736598,0.08638307,0.0074727642
2013,15086,538.5,598.4613234004582,Hybrid_XGB,0.48063233,0.052854244,0.27584037,0.17758699,0.013086065
2014,15086,812.0,593.3689380622995,Native_Ensemble,0.27588713,0.40977967,0.15648504,0.1413035,0.016544687
2015,15086,698.1,658.2443515417743,Robust_Linear,0.13331215,0.18034606,0.5925252,0.08479276,0.009023834
2016,15086,635.8,689.7445732787198,Robust_Linear,0.3110428,0.17450348,0.36710027,0.13650195,0.010851579
2017,15086,735.6,706.7571077201883,Robust_Linear,0.253638,0.2094916,0.39010423,0.13592736,0.010838786
2018,15086,443.2,728.0438076705452,Hybrid_XGB,0.32143474,0.21195997,0.30660698,0.14906107,0.010937335
2019,15086,458.0,646.0306469224635,Statistical_Trend,0.26967975,0.11611634,0.17381808,0.42656744,0.0138184475
2020,15086,542.8,563.0031601300094,Statistical_Trend,0.13082753,0.28720224,0.048337184,0.52634305,0.007289981
2021,15086,690.4,644.4173450183083,Robust_Linear,0.092473246,0.045739833,0.78649193,0.06587877,0.00941628
2022,15086,389.8,616.3083092839368,Robust_Linear,0.22506188,0.24846373,0.35975018,0.15459298,0.012131233
2023,15086,543.1,582.3023856055894,Robust_Linear,0.15731916,0.09262229,0.47719413,0.2565249,0.016339598
2024,15086,640.4,495.0961594503696,Native_Ensemble,0.2529904,0.38077465,0.097685754,0.25872895,0.009820225
2000,15087,532.9,510.3466219051862,Statistical_Trend,0.08752945,0.011403563,0.13595214,0.7581719,0.0069428864
2001,15087,484.7,531.1656988515942,Robust_Linear,0.18368599,0.016359031,0.6539769,0.13557859,0.010399399
2002,15087,520.3,516.3057716366512,Hybrid_XGB,0.35599104,0.016872805,0.2756589,0.21391812,0.13755913
2003,15087,470.3,530.127218705707,Hybrid_XGB,0.44291508,0.01538578,0.3710573,0.16218631,0.008455557
2004,15087,537.2,523.2295050419002,Robust_Linear,0.18698968,0.013806534,0.669606,0.121602416,0.00799543
2005,15087,545.5,525.9049307920575,Robust_Linear,0.2125487,0.08475139,0.49001837,0.20292935,0.009752272
2006,15087,492.4,549.3895661019434,Robust_Linear,0.29324248,0.059350997,0.58944476,0.051106263,0.006855474
2007,15087,639.0,573.3039555640676,Robust_Linear,0.13386965,0.0698734,0.66450226,0.124259,0.0074957353
2008,15087,599.6,569.7539154377546,Native_Ensemble,0.09319397,0.4736115,0.049109526,0.3751587,0.008926249
2009,15087,658.5,594.6717654869929,Hybrid_XGB,0.44668078,0.06315799,0.39131474,0.08954015,0.009306389
2010,15087,635.3,625.7088413122298,Robust_Linear,0.2237204,0.2631925,0.3064741,0.18383409,0.02277894
2011,15087,691.4,701.35267154558,V31_Solar_Gated,0.059293117,0.029886778,0.048785347,0.08897502,0.7730597
2012,15087,691.7,686.2400477883036,Robust_Linear,0.22112544,0.10626273,0.57260394,0.09192084,0.008087035
2013,15087,648.8,709.9140131973855,Robust_Linear,0.19226272,0.11120936,0.60623854,0.07966968,0.01061973
2014,15087,796.0,735.3469488163473,V31_Solar_Gated,0.07654068,0.055438835,0.13662367,0.026986223,0.7044106
2015,15087,700.8,749.8162029898922,Robust_Linear,0.18347132,0.2584545,0.4737774,0.07391389,0.010382912
2016,15087,745.2,732.8034319037297,Native_Ensemble,0.32748502,0.3319231,0.19835815,0.13093475,0.011299062
2017,15087,774.6,750.05451617551,Native_Ensemble,0.31695613,0.3455846,0.22242074,0.10440438,0.010634125
2018,15087,475.5,769.9633417031624,Hybrid_XGB,0.37481445,0.33122063,0.17027287,0.11303131,0.010660683
2019,15087,598.8,716.5147699097328,Robust_Linear,0.2513746,0.07419607,0.5691133,0.09511483,0.010201158
2020,15087,568.5,621.8236125799915,Statistical_Trend,0.16833012,0.2803144,0.042553913,0.50179654,0.007005086
2021,15087,790.4,732.5126967502011,Robust_Linear,0.064499065,0.028201032,0.86094993,0.038964707,0.0073853205
2022,15087,602.9,668.5094177157838,Hybrid_XGB,0.33847877,0.303067,0.24408564,0.09586817,0.018500423
2023,15087,774.2,742.7916292271653,Robust_Linear,0.071360216,0.034292337,0.8548477,0.032874897,0.0066247974
2024,15087,816.3,733.2438476357052,Robust_Linear,0.21399246,0.21266608,0.48530805,0.07128402,0.016749488
2000,15088,558.6,519.7218573320647,Statistical_Trend,0.109958425,0.014312151,0.18399215,0.68430483,0.0074325297
2001,15088,541.5,545.028718343792,Statistical_Trend,0.2464736,0.024515912,0.354964,0.3613259,0.012720581
2002,15088,549.6,543.8293869727545,Statistical_Trend,0.30852914,0.02128206,0.15276435,0.46633306,0.051091414
2003,15088,494.7,564.0667403110001,Robust_Linear,0.35459265,0.018541189,0.46467742,0.15298426,0.009204501
2004,15088,558.7,551.581733487869,Robust_Linear,0.18580173,0.013747536,0.68873805,0.10502295,0.006689693
2005,15088,559.6,566.2650559117897,Robust_Linear,0.19299085,0.078352,0.6703095,0.051259063,0.0070886347
2006,15088,486.1,576.777693505662,Robust_Linear,0.19268422,0.22305536,0.5230098,0.054362852,0.0068878266
2007,15088,631.2,587.3996125440832,Robust_Linear,0.14236288,0.0829314,0.7260375,0.040621616,0.008046586
2008,15088,621.0,567.7048012710361,Statistical_Trend,0.22329839,0.12614638,0.07342287,0.5692546,0.007877765
2009,15088,688.7,598.753800121795,Robust_Linear,0.3315681,0.095914915,0.42605832,0.13724841,0.009210248
2010,15088,655.3,628.003944246306,Robust_Linear,0.18813552,0.18788806,0.3564241,0.25093216,0.01662008
2011,15088,731.5,663.7548763235369,Native_Ensemble,0.26671904,0.4794812,0.14717366,0.088619925,0.018006187
2012,15088,662.0,709.60192429688,Robust_Linear,0.22037543,0.059668563,0.576321,0.13517621,0.00845874
2013,15088,613.5,703.1545496364699,Hybrid_XGB,0.48692542,0.09508796,0.31255272,0.08912235,0.016311502
2014,15088,819.3,715.9999098648249,V31_Solar_Gated,0.07197082,0.050915685,0.09125265,0.036905933,0.7489549
2015,15088,700.1,747.8302907953343,Robust_Linear,0.3271374,0.26134047,0.33132958,0.06932009,0.0108724125
2016,15088,673.5,772.486254846987,V31_Solar_Gated,0.19361925,0.04092946,0.1862397,0.041128673,0.5380829
2017,15088,782.9,723.6548472639225,Robust_Linear,0.3285007,0.1142366,0.43981808,0.10689889,0.010545757
2018,15088,362.6,672.8376189570458,V31_Solar_Gated,0.13526511,0.033048216,0.14068235,0.04160453,0.6493998
2019,15088,436.8,650.65896862455,V31_Solar_Gated,0.08889698,0.05346614,0.30437487,0.067854024,0.48540798
2020,15088,533.2,494.8951774177027,Statistical_Trend,0.10018663,0.19837154,0.054049566,0.54455966,0.102832615
2021,15088,765.0,652.0504877950267,Robust_Linear,0.1047413,0.09568569,0.69500697,0.09298198,0.011584006
2022,15088,530.1,615.625565446505,Hybrid_XGB,0.29128417,0.24250554,0.23755027,0.20734063,0.02131936
2023,15088,656.7,642.5054354394892,Robust_Linear,0.14982511,0.0833783,0.58858675,0.16335443,0.014855378
2024,15088,786.7,568.6474872273016,Statistical_Trend,0.24264911,0.13854334,0.086847074,0.5233629,0.0085975975
2000,15089,463.9,453.2836903255192,Robust_Linear,0.060329188,0.008861837,0.81093645,0.11056245,0.00931011
2001,15089,477.8,477.2185766475453,Statistical_Trend,0.16078001,0.018958686,0.4019496,0.4068546,0.011457022
2002,15089,483.6,473.51702228625993,Hybrid_XGB,0.40106714,0.019463118,0.2434303,0.18715474,0.14888465
2003,15089,397.8,482.62632444733373,Hybrid_XGB,0.44457865,0.018820807,0.37045172,0.15562528,0.010523518
2004,15089,495.0,487.144635941456,Robust_Linear,0.08897695,0.017109178,0.745443,0.13484152,0.013629322
2005,15089,521.5,492.0110364014839,Robust_Linear,0.15121114,0.05428051,0.6679427,0.11771822,0.008847453
2006,15089,440.9,492.4661267111621,Hybrid_XGB,0.3834153,0.10050678,0.35000795,0.15624273,0.009827213
2007,15089,579.8,522.8889290252702,Robust_Linear,0.1366445,0.07023246,0.56833047,0.21582463,0.00896795
2008,15089,557.8,510.74664136988457,Statistical_Trend,0.11738466,0.3115087,0.05737666,0.50349635,0.010233632
2009,15089,556.5,545.6286110624035,Hybrid_XGB,0.41446966,0.09856324,0.3498003,0.12691149,0.010255286
2010,15089,580.9,537.1205266555635,Statistical_Trend,0.2218714,0.09855425,0.21831705,0.44655767,0.014699713
2011,15089,678.0,625.8958869117462,V31_Solar_Gated,0.100818515,0.06721159,0.06023316,0.048107475,0.72362924
2012,15089,661.8,633.8977416405723,Robust_Linear,0.22095735,0.070231095,0.5588382,0.14087766,0.009095704
2013,15089,528.2,652.1752912195387,Robust_Linear,0.14923368,0.15921684,0.5955619,0.07968736,0.016300196
2014,15089,804.2,657.6315682957718,V31_Solar_Gated,0.08898858,0.03083002,0.06384846,0.08797524,0.72835773
2015,15089,714.8,692.1841407965643,Robust_Linear,0.16828634,0.22867891,0.51908094,0.07185539,0.012098436
2016,15089,635.6,711.1809438213098,Robust_Linear,0.32940876,0.19950135,0.33682543,0.12040874,0.013855676
2017,15089,696.0,705.7887228562212,Native_Ensemble,0.30697203,0.32024717,0.2608666,0.101709865,0.010204365
2018,15089,364.9,705.4678740391838,Hybrid_XGB,0.34572217,0.29807174,0.23782258,0.107716404,0.01066718
2019,15089,440.7,619.7826707917379,Robust_Linear,0.096691236,0.05296497,0.4399394,0.04444209,0.36596233
2020,15089,476.4,493.6443555006414,Statistical_Trend,0.13490999,0.27656788,0.049741592,0.5302333,0.008547217
2021,15089,627.6,649.541125299335,Robust_Linear,0.047393993,0.03738953,0.8778532,0.029792737,0.007570617
2022,15089,426.3,497.5053268969469,V31_Solar_Gated,0.111752205,0.07931855,0.122757606,0.0978093,0.58836234
2023,15089,677.5,620.7278029455657,Robust_Linear,0.052368328,0.04465677,0.831058,0.06263527,0.009281524
2024,15089,671.2,520.3035155458884,Native_Ensemble,0.24736446,0.39136085,0.092584155,0.25910735,0.009583167
2000,15090,523.7,464.2753466356371,Robust_Linear,0.04342851,0.0072249793,0.84965765,0.09526756,0.0044212462
2001,15090,502.4,498.22404115007606,Statistical_Trend,0.18234955,0.012101357,0.3696381,0.43056917,0.0053418605
2002,15090,439.0,493.19087358815904,Hybrid_XGB,0.49672857,0.014516813,0.258276,0.22261995,0.007858665
2003,15090,369.6,469.67489471141613,Hybrid_XGB,0.5244285,0.015232686,0.3321962,0.118863225,0.009279353
2004,15090,528.6,494.56544937708804,Robust_Linear,0.093173794,0.013285013,0.8259763,0.053960692,0.013604184
2005,15090,528.6,502.49062190701585,Robust_Linear,0.07443573,0.0815839,0.75890535,0.078341655,0.0067333584
2006,15090,436.3,483.65834639723903,Hybrid_XGB,0.48855856,0.062656544,0.3057506,0.13330944,0.009724912
2007,15090,543.5,537.015157857944,Robust_Linear,0.16107537,0.0730161,0.70405966,0.052849263,0.008999667
2008,15090,482.8,487.03564650220636,Statistical_Trend,0.11026664,0.25305364,0.060862333,0.56601965,0.009797749
2009,15090,503.6,519.7384457382934,Robust_Linear,0.2929445,0.07572517,0.47428957,0.14458284,0.012457926
2010,15090,497.0,486.99253355653315,Hybrid_XGB,0.40356112,0.1254602,0.33004385,0.12857689,0.012357987
2011,15090,653.3,542.7628368662549,Robust_Linear,0.10685433,0.043957498,0.4175742,0.09362277,0.3379912
2012,15090,661.8,582.0371012629942,Robust_Linear,0.22089587,0.05615433,0.45520693,0.2594472,0.0082957065
2013,15090,513.6,631.5302317939081,V31_Solar_Gated,0.23695527,0.1019738,0.22685623,0.08093553,0.35327917
2014,15090,794.1,641.5501145924826,V31_Solar_Gated,0.10196651,0.05987691,0.10484985,0.043457516,0.68984926
2015,15090,658.3,669.7006927053002,Robust_Linear,0.12449673,0.07531915,0.5581526,0.08285339,0.15917815
2016,15090,670.5,685.5889476422315,Hybrid_XGB,0.34306034,0.19807135,0.31319112,0.13288268,0.0127944425
2017,15090,686.4,697.6514800521728,Hybrid_XGB,0.3258308,0.22668926,0.30928773,0.12510522,0.013087006
2018,15090,446.4,602.2358622013736,V31_Solar_Gated,0.056307357,0.024296097,0.048912033,0.021219244,0.84926534
2019,15090,487.8,646.2544232430319,Robust_Linear,0.31473637,0.2037144,0.36887828,0.10266317,0.010007761
2020,15090,666.7,564.18123894644,Statistical_Trend,0.14623751,0.24942794,0.064135164,0.5321928,0.008006543
2021,15090,706.8,646.4452603616605,Robust_Linear,0.11399616,0.20390208,0.62139094,0.0533764,0.0073343427
2022,15090,503.4,645.4029286787314,Robust_Linear,0.27664804,0.10987439,0.40711635,0.1933927,0.0129684955
2023,15090,735.6,632.5130272550823,Robust_Linear,0.19537126,0.11241716,0.54089725,0.14020918,0.011105134
2024,15090,734.0,669.7227803813422,Robust_Linear,0.2217195,0.14669159,0.48062757,0.13194792,0.019013476
2000,15091,500.2,496.1047724980636,Statistical_Trend,0.13098547,0.012458425,0.11314959,0.7368731,0.0065334556
2001,15091,526.0,503.27920926146743,Robust_Linear,0.18187134,0.011075196,0.6910333,0.109722,0.0062982095
2002,15091,256.8,500.1245284966224,Hybrid_XGB,0.49675557,0.017204842,0.22851206,0.18666087,0.07086666
2003,15091,389.2,499.45062757424415,Robust_Linear,0.109690845,0.014980086,0.6776132,0.18381022,0.013905655
2004,15091,519.0,465.674128897603,Robust_Linear,0.04280518,0.007886193,0.8522731,0.086174704,0.010860833
2005,15091,621.3,472.11727886591365,Robust_Linear,0.06175042,0.052717984,0.76109195,0.11219263,0.012247075
2006,15091,465.9,478.1872964469911,Hybrid_XGB,0.54272246,0.10775918,0.21668355,0.1251094,0.0077253357
2007,15091,592.9,536.6302801185975,Robust_Linear,0.2525859,0.072219595,0.55227,0.07055104,0.05237351
2008,15091,522.3,547.4321566525725,Native_Ensemble,0.32209006,0.35928282,0.081306994,0.22826548,0.009054626
2009,15091,574.4,537.8156875488924,Statistical_Trend,0.31742886,0.07838892,0.16213633,0.43330163,0.008744177
2010,15091,630.2,548.7326500575664,Statistical_Trend,0.17144836,0.10052879,0.24058226,0.47215393,0.015286536
2011,15091,675.1,647.1361123197489,V31_Solar_Gated,0.07588979,0.059329033,0.15216817,0.05452933,0.6580837
2012,15091,540.9,633.0796602005807,Robust_Linear,0.18350163,0.0624606,0.6320879,0.11340737,0.008542481
2013,15091,489.8,632.2575061566162,Robust_Linear,0.15712716,0.12122223,0.5977427,0.114504315,0.009403673
2014,15091,715.4,586.5439579941025,Robust_Linear,0.2804908,0.106491916,0.46098298,0.1306811,0.021353256
2015,15091,535.8,636.9673985349594,Statistical_Trend,0.136273,0.031803604,0.14454816,0.6806577,0.006717485
2016,15091,472.8,614.6790143478468,Robust_Linear,0.32286617,0.08125404,0.4357349,0.14959233,0.010552608
2017,15091,571.3,606.6637736014758,Robust_Linear,0.14003333,0.11220925,0.6772449,0.06383255,0.0066799386
2018,15091,308.6,593.368557266279,Robust_Linear,0.1806565,0.08530092,0.610653,0.113613464,0.009776179
2019,15091,489.0,516.3949835124791,Robust_Linear,0.095892616,0.12858269,0.4552228,0.21411303,0.106188886
2020,15091,597.1,433.6729919343861,Statistical_Trend,0.110718556,0.1548037,0.06733234,0.6532802,0.013865213
2021,15091,672.1,581.8777948412902,Robust_Linear,0.049616724,0.055365883,0.7990467,0.0892603,0.006710352
2022,15091,452.6,501.6441504234176,V31_Solar_Gated,0.11129675,0.07038563,0.14699759,0.19182828,0.4794917
2023,15091,558.3,521.3235369807504,Statistical_Trend,0.20971765,0.19357504,0.2626666,0.32094786,0.013092897
2024,15091,659.0,511.213891464041,Statistical_Trend,0.22119993,0.1221109,0.07948155,0.5693791,0.007828536
2000,16052,622.7,502.14143231023013,Statistical_Trend,0.13215397,0.014079786,0.10384177,0.74357086,0.006353554
2001,16052,576.3,562.3823230499903,Robust_Linear,0.17633903,0.016228827,0.5565773,0.24214731,0.008707509
2002,16052,599.6,595.5187822294009,Robust_Linear,0.33004126,0.030197108,0.33058745,0.29787984,0.011294342
2003,16052,555.4,594.426015522536,Hybrid_XGB,0.61318094,0.013655437,0.21805061,0.14813742,0.006975458
2004,16052,588.6,596.9116949252995,Statistical_Trend,0.24219212,0.024582919,0.15610361,0.5682896,0.008831787
2005,16052,655.9,610.6114779429683,Robust_Linear,0.31339794,0.060478713,0.45215747,0.16523533,0.008730647
2006,16052,517.9,621.2755358310382,Hybrid_XGB,0.3864564,0.3038826,0.17605595,0.12495634,0.00864875
2007,16052,757.0,637.9925762102637,Robust_Linear,0.1319284,0.070779644,0.6647976,0.12508567,0.007408662
2008,16052,615.1,662.473675133424,Hybrid_XGB,0.40839392,0.33734262,0.1526305,0.09467205,0.006960898
2009,16052,726.2,657.6311511326877,Hybrid_XGB,0.52774274,0.08250695,0.28430805,0.09691364,0.008528651
2010,16052,648.2,673.086522224683,Robust_Linear,0.1776668,0.30662015,0.3549295,0.147955,0.012828502
2011,16052,748.0,750.8310475276854,V31_Solar_Gated,0.09577098,0.048939615,0.09334494,0.042369545,0.7195749
2012,16052,736.4,731.5120021544602,Statistical_Trend,0.26451442,0.04107175,0.27237958,0.41629767,0.005736487
2013,16052,573.4,761.5645464599197,Statistical_Trend,0.10172414,0.050004546,0.18948723,0.5597758,0.09900828
2014,16052,867.9,726.5217086248114,Robust_Linear,0.27356547,0.059139356,0.5749035,0.08008779,0.012303882
2015,16052,695.7,747.8170795186824,Statistical_Trend,0.11891544,0.047745068,0.3090522,0.50985324,0.014434114
2016,16052,776.8,751.0677500327278,Hybrid_XGB,0.35920972,0.12334953,0.34301355,0.14929542,0.025131818
2017,16052,825.5,766.8407649885079,Robust_Linear,0.3142051,0.10330389,0.46131957,0.109985225,0.011186287
2018,16052,625.9,768.0452290618688,Hybrid_XGB,0.39119625,0.23014583,0.2747827,0.092646465,0.011228743
2019,16052,864.7,773.3829304611542,Robust_Linear,0.32958218,0.14462787,0.42217028,0.09444689,0.009172837
2020,16052,797.9,732.89960651271,Native_Ensemble,0.16956402,0.42461917,0.053035636,0.3419217,0.010859489
2021,16052,878.1,790.665726479672,Robust_Linear,0.380893,0.08049368,0.40960607,0.11775343,0.011253736
2022,16052,770.1,803.1302893567563,Native_Ensemble,0.27762648,0.36551368,0.21765338,0.12544827,0.013758185
2023,16052,880.8,832.7091814917588,Robust_Linear,0.26471236,0.2651152,0.35312265,0.108428694,0.008621083
2024,16052,856.2,820.0920860300466,Native_Ensemble,0.24667114,0.36560884,0.09881865,0.27884284,0.010058532
2000,16055,612.0,578.1293664573157,Statistical_Trend,0.079770155,0.013915537,0.18453495,0.55518544,0.16659386
2001,16055,578.9,595.2829132795925,Robust_Linear,0.15135866,0.017945986,0.49352047,0.3271372,0.0100377165
2002,16055,558.0,601.1917233587747,Hybrid_XGB,0.43534994,0.016008757,0.16885112,0.2800416,0.09974861
2003,16055,526.0,597.4946051174476,Robust_Linear,0.3378773,0.017701272,0.42587578,0.20903024,0.00951542
2004,16055,544.6,567.7308750724137,Robust_Linear,0.23547931,0.01799025,0.47769886,0.25894043,0.00989104
2005,16055,625.7,584.9684929046318,Robust_Linear,0.14788954,0.048263293,0.6302456,0.16638634,0.0072153267
2006,16055,529.7,603.1786729014508,Robust_Linear,0.3564838,0.04448293,0.53037226,0.062132735,0.0065283263
2007,16055,506.5,619.7962585880524,Robust_Linear,0.16412121,0.0717141,0.709779,0.04581712,0.00856848
2012,16055,637.0,633.2605804053621,Robust_Linear,0.112440206,0.06018255,0.7337137,0.08404976,0.009613739
2001,16061,568.4,492.64952744559616,Robust_Linear,0.18659489,0.015111738,0.41482955,0.37644154,0.0070222104
2002,16061,375.1,534.170411086838,Hybrid_XGB,0.4612605,0.016874883,0.2530579,0.2279867,0.040820077
2003,16061,544.4,508.6068018483669,Robust_Linear,0.18227145,0.01955784,0.6371065,0.14280504,0.018259194
2004,16061,540.9,517.2213104475226,Robust_Linear,0.30507958,0.018088443,0.55188406,0.11623421,0.008713697
2005,16061,526.9,544.2110066050382,Statistical_Trend,0.23262548,0.047938433,0.15684327,0.55625707,0.006335756
2006,16061,616.1,538.6269702487741,Robust_Linear,0.41530824,0.053811144,0.4573244,0.065509744,0.00804658
2008,16061,609.3,606.4267597969047,Statistical_Trend,0.097659215,0.3777839,0.054373085,0.46028316,0.009900624
2009,16061,735.3,614.6561808640258,Native_Ensemble,0.2523838,0.40330443,0.23752335,0.09792063,0.0088678645
2010,16061,611.4,671.5282472454908,Robust_Linear,0.16044092,0.10341139,0.524224,0.06296654,0.14895716
2011,16061,657.3,708.8691255908407,V31_Solar_Gated,0.07966511,0.079602376,0.16579211,0.05064585,0.6242946
2012,16061,747.1,683.5344658659272,Robust_Linear,0.21570756,0.09392992,0.60188735,0.080894545,0.0075806403
2013,16061,660.1,708.4603533868072,Robust_Linear,0.04649258,0.040149126,0.81591433,0.048164286,0.049279705
2018,16061,549.3,657.6476823667006,V31_Solar_Gated,0.09573706,0.049214806,0.07160528,0.029796835,0.753646
2019,16061,693.5,711.6943399934171,Robust_Linear,0.07378893,0.048360977,0.7839366,0.085661404,0.00825202
2020,16061,700.9,638.1718813659647,Native_Ensemble,0.18758465,0.46334007,0.06343755,0.2768886,0.008749175
2021,16061,753.2,727.0204444146204,Robust_Linear,0.15463826,0.09832755,0.6114932,0.12793554,0.0076054935
2022,16061,612.2,719.9606712861231,Robust_Linear,0.3574128,0.16584508,0.37290627,0.09142867,0.012407191
2023,16061,831.2,729.5119798702209,Robust_Linear,0.18210764,0.09571753,0.6631784,0.047226127,0.011770217
2024,16061,811.0,706.3309942353743,Native_Ensemble,0.3253716,0.3745507,0.09026827,0.19973104,0.010078344
2000,16062,527.8,474.2352677250265,Statistical_Trend,0.076481275,0.011544457,0.12446112,0.75268805,0.034825124
