district_no,year,yield
7133,2008,61.25
7133,2009,69.6
7133,2016,85.79
7133,2018,69.58
7133,2019,84.04
7134,1981,54.07
7134,1982,49.1
7135,1981,55.19
7135,1982,51.37
7135,1999,57.0
7135,2005,55.0
7137,1979,49.31
7137,1980,46.69
7137,1981,55.47
7137,1982,53.46
7137,1983,40.0
7137,1984,48.53
7137,1985,49.91
7137,1986,48.58
7137,1987,51.27
7137,1988,48.57
7137,1989,53.89
7137,1990,48.66
7137,1991,43.91
7137,1992,57.49
7137,1993,58.38
7137,1994,52.91
7137,1995,54.61
7137,1996,52.3
7137,1997,53.9
7137,1998,54.72
7137,1999,54.47
7137,2000,72.67
7137,2001,52.56
7137,2002,59.95
7137,2003,49.12
7137,2004,62.12
7137,2005,57.55
7137,2006,53.99
7137,2007,54.58
7137,2008,60.4
7137,2009,67.3
7137,2010,62.38
7137,2011,61.73
7137,2012,69.54
7137,2014,78.07
7137,2015,65.89
7137,2016,73.82
7137,2017,86.51
7137,2018,59.55
7137,2019,76.15
7137,2020,59.96
7137,2021,82.65
7138,1979,49.83
7138,1980,47.0
7138,1981,53.9
7138,1982,51.5
7138,1983,39.85
7138,1984,47.8
7138,1985,51.6
7138,1986,50.0
7138,1987,53.1
7138,1988,52.22
7138,1989,53.0
7138,1990,51.73
7138,1991,39.58
7138,1992,56.05
7138,1993,56.3
7138,1994,51.0
7138,1995,52.4
7138,1996,51.2
7138,1997,50.66
7138,1998,53.07
7138,1999,52.5
7138,2000,59.2
7138,2003,51.75
7138,2005,53.17
7140,1981,54.52
7140,1982,50.9
7141,1979,49.46
7141,1980,47.22
7141,1981,53.85
7141,1982,49.56
7141,1983,40.56
7141,1984,49.83
7141,1985,52.74
7141,1986,48.0
7141,1987,51.28
7141,1988,51.95
7141,1989,51.43
7141,1990,48.0
7141,1991,46.08
7141,1992,55.67
7141,1993,55.1
7141,1994,49.49
7141,1995,53.41
7141,1996,53.43
7141,1997,56.0
7141,1998,53.97
7141,1999,53.33
7141,2000,65.33
7141,2003,66.0
7141,2005,64.5
7143,1981,52.56
7143,1982,49.45
7231,1979,49.52
7231,1980,43.2
7231,1981,53.53
7231,1982,50.25
7231,1983,35.5
7231,1984,44.0
7231,1985,48.1
7231,1986,44.0
7231,1987,47.5
7231,1988,55.0
7231,1989,54.4
7231,1990,44.55
7231,1991,39.1
7231,1992,50.4
7231,1993,51.35
7231,1994,49.0
7231,1995,50.28
7231,1996,51.5
7231,1997,48.0
7231,1998,49.75
7231,1999,51.5
7231,2000,62.17
7231,2003,63.0
7231,2005,59.0
7232,1979,47.67
7232,1980,48.2
7232,1981,53.7
7232,1982,49.5
7232,2005,59.0
7233,1981,52.58
7233,1982,45.0
7235,1979,49.81
7235,1980,47.52
7235,1981,55.53
7235,1982,49.0
7235,1994,51.0
7311,1979,52.56
7311,1980,49.52
7311,1981,57.09
7311,1982,55.0
7311,1983,46.79
7311,1984,55.1
7311,1985,53.02
7311,1986,57.0
7311,1987,56.0
7311,1988,54.5
7311,1989,56.14
7311,1990,44.5
7311,1991,45.03
7311,1992,53.2
7311,1993,53.8
7311,1994,50.5
7311,1995,55.8
7312,1979,51.62
7312,1980,51.53
7312,1981,55.53
7312,1982,54.75
7312,1983,39.7
7312,1984,49.01
7312,1985,50.94
7312,1986,55.0
7312,1987,55.0
7312,1988,53.0
7312,1989,50.0
7312,1990,45.0
7312,1991,40.0
7312,1992,54.0
7312,1993,53.36
7313,1979,52.63
7313,1980,51.56
7313,1981,56.05
7313,1982,55.34
7313,1983,42.4
7313,1984,53.0
7313,1985,50.6
7313,1986,58.0
7313,1987,56.1
7313,1988,53.0
7313,1989,52.53
7313,1990,53.0
7313,1991,48.0
7313,1992,55.2
7313,1993,54.18
7314,1979,51.45
7314,1980,52.03
7314,1981,58.0
7314,1982,56.1
7314,1983,48.25
7314,1984,55.94
7314,1985,56.13
7314,1986,57.5
7314,1987,57.0
7314,1988,55.05
7314,1989,56.34
7314,1990,57.0
7314,1991,52.05
7314,1992,56.0
7314,1993,54.93
7315,1979,53.53
7315,1980,47.63
7315,1981,54.13
7315,1982,53.17
7315,1983,46.33
7315,1984,54.25
7315,1985,51.73
7315,1986,52.5
7315,1987,54.25
7315,1988,50.0
7315,1989,52.33
7315,1990,50.55
7315,1991,42.0
7315,1992,52.85
7315,1993,52.08
7315,1994,52.25
7315,1995,56.08
7316,1979,51.44
7316,1980,52.2
7316,1981,59.5
7316,1982,58.0
7316,1983,45.0
7316,1984,53.19
7316,1985,48.6
7316,1986,55.0
7316,1987,52.0
7316,1988,55.0
7316,1989,58.0
7316,1990,56.5
7316,1991,51.0
7316,1992,57.5
7316,1993,55.5
7316,1994,53.5
7316,1995,55.4
7318,1979,51.64
7318,1980,50.0
7318,1981,59.7
7318,1982,56.0
7318,1983,42.5
7318,1984,54.1
7318,1985,50.6
7318,1986,47.5
7318,1987,54.0
7318,1988,56.5
7318,1989,53.5
7318,1990,42.0
7318,1991,52.13
7318,1992,55.0
7318,1993,55.16
7318,1994,52.5
7319,1979,52.07
7319,1980,51.01
7319,1981,57.01
7319,1982,54.0
7319,1983,46.4
7319,1984,54.93
7319,1985,49.1
7319,1986,51.0
7319,1987,56.5
7319,1988,53.0
7319,1989,51.5
7319,1990,49.5
7319,1991,45.0
7319,1992,53.6
7319,1993,52.5
7319,1994,53.0
7319,1995,52.6
7320,1981,51.02
7320,1982,52.97
7331,1979,52.63
7331,1980,52.31
7331,1981,56.65
7331,1982,54.6
7331,1983,47.08
7331,1984,54.34
7331,1985,52.35
7331,1986,54.56
7331,1987,58.37
7331,1988,54.74
7331,1989,56.37
7331,1990,53.16
7331,1991,43.95
7331,1992,55.03
7331,1993,52.26
7331,1994,54.41
7331,1995,54.75
7331,1996,56.59
7331,1997,50.6
7331,1998,54.0
7331,1999,56.52
7331,2000,73.72
7331,2001,56.74
7331,2002,68.12
7331,2003,44.95
7331,2004,60.42
7331,2005,57.95
7331,2006,68.91
7331,2007,66.88
7331,2008,60.09
7331,2009,67.41
7331,2010,72.29
7331,2011,71.84
7331,2012,67.52
7331,2013,65.6
7331,2014,82.74
7331,2015,56.66
7331,2016,73.86
7331,2017,77.98
7331,2018,67.08
7331,2019,78.18
7331,2020,62.62
7331,2021,82.23
7332,1979,51.69
7332,1980,54.04
7332,1981,57.31
7332,1982,52.8
7332,1983,43.9
7332,1984,52.83
7332,1985,47.78
7332,1986,54.76
7332,1987,57.07
7332,1988,53.65
7332,1989,54.35
7332,1990,49.91
7332,1991,40.52
7332,1992,52.08
7332,1993,50.71
7332,1994,53.69
7332,1995,55.84
7332,1996,53.95
7332,1997,49.76
7332,1998,52.09
7332,1999,53.78
7332,2000,73.52
7332,2001,52.91
7332,2002,65.44
7332,2003,42.1
7332,2004,56.66
7332,2005,54.25
7332,2006,66.94
7332,2007,68.54
7332,2008,59.49
7332,2009,66.75
7332,2010,69.57
7332,2011,74.8
7332,2013,70.57
7332,2014,81.03
7332,2015,65.13
7332,2016,77.32
7332,2017,74.55
7332,2018,55.05
7332,2019,71.52
7332,2020,26.24
7332,2021,70.16
7333,1979,48.71
7333,1980,51.5
7333,1981,56.31
7333,1982,50.28
7333,1983,38.96
7333,1984,52.26
7333,1985,46.33
7333,1986,52.8
7333,1987,59.36
7333,1988,51.82
7333,1989,52.34
7333,1990,52.24
7333,1991,44.22
7333,1992,54.28
7333,1993,52.25
7333,1994,52.84
7333,1995,53.95
7333,1996,52.94
7333,1997,47.91
7333,1998,52.09
7333,1999,53.99
7333,2000,73.92
7333,2001,53.25
7333,2002,64.6
7333,2003,41.49
7333,2004,61.18
7333,2005,56.35
7333,2006,67.65
7333,2007,67.91
7333,2008,62.79
7333,2009,71.32
7333,2010,74.2
7333,2011,75.06
7333,2012,70.01
7333,2013,71.55
7333,2014,88.36
7333,2015,64.2
7333,2016,82.35
7333,2017,89.69
7333,2018,60.73
7333,2019,77.35
7333,2020,68.67
7333,2021,87.99
7334,1979,52.2
7334,1980,51.28
7334,1981,58.46
7334,1982,53.67
7334,1983,45.19
7334,1984,53.58
7334,1985,52.22
7334,1986,53.59
7334,1987,54.34
7334,1988,55.34
7334,1989,52.75
7334,1990,51.86
7334,1991,46.81
7334,1992,52.95
7334,1993,54.8
7334,1994,55.41
7334,1995,56.21
7334,1996,58.2
7334,1997,54.95
7334,1998,55.56
7334,1999,57.31
7334,2000,71.06
7334,2001,56.86
7334,2002,70.8
7334,2003,52.83
7334,2004,59.23
7334,2005,58.26
7334,2006,61.43
7334,2007,66.83
7334,2008,60.8
7334,2009,69.75
7334,2010,73.54
7334,2011,73.92
7334,2012,71.39
7334,2013,71.65
7334,2014,83.66
7334,2015,63.12
7334,2016,72.7
7334,2017,77.96
7334,2018,54.88
7334,2019,67.24
7334,2020,54.7
7334,2021,86.37
7335,1979,52.09
7335,1980,51.46
7335,1981,53.31
7335,1982,56.0
7335,1983,38.85
7335,1984,48.67
7335,1985,50.6
7335,1986,53.0
7335,1987,56.67
7335,1988,55.0
7335,1989,51.25
7335,1990,61.67
7335,1991,41.0
7335,1992,54.25
7335,1993,53.5
7335,1994,53.9
7335,1995,53.27
7335,1996,53.5
7335,1997,47.5
7335,1998,52.0
7335,1999,52.2
7335,2000,73.0
7335,2003,42.0
7335,2005,59.0
7336,1981,51.0
7336,1982,51.15
7336,2005,58.53
7337,1979,53.52
7337,1980,52.02
7337,1981,57.44
7337,1982,55.42
7337,1983,41.67
7337,1984,52.41
7337,1985,50.19
7337,1986,54.87
7337,1987,57.83
7337,1988,57.26
7337,1989,51.86
7337,1990,49.63
7337,1991,46.99
7337,1992,53.5
7337,1993,53.31
7337,1994,52.92
7337,1995,56.24
7337,1996,56.2
7337,1997,53.68
7337,1998,55.74
7337,1999,59.18
7337,2000,73.58
7337,2001,56.96
7337,2002,64.15
7337,2003,52.81
7337,2004,66.27
7337,2005,62.3
7337,2006,69.56
7337,2007,69.56
7337,2008,62.78
7337,2009,75.97
7337,2010,70.86
7337,2011,76.39
7337,2012,76.13
7337,2013,76.01
7337,2014,84.29
7337,2015,75.97
7337,2016,76.43
7337,2017,84.46
7337,2018,75.4
7337,2019,82.84
7337,2020,68.11
7337,2021,87.58
7338,1979,51.73
7338,1980,51.92
7338,1981,58.18
7338,1982,55.0
7338,1983,47.6
7338,1984,55.6
7338,1985,56.28
7338,1986,56.5
7338,1987,57.86
7338,1988,55.94
7338,1989,56.29
7338,1990,58.0
7338,1991,52.05
7338,1992,56.33
7338,1993,55.29
7338,1994,55.5
7338,1995,56.0
7338,1996,56.94
7338,1997,52.97
7338,1998,55.18
7338,1999,59.29
7338,2000,70.27
7338,2001,55.73
7338,2002,64.37
7338,2003,51.18
7338,2004,61.14
7338,2005,60.36
7338,2006,67.01
7338,2007,62.3
7338,2008,61.8
7338,2009,66.84
7338,2010,68.87
7338,2011,77.62
7338,2012,80.77
7338,2013,78.53
7338,2014,91.41
7338,2015,80.86
7338,2016,86.91
7338,2017,39.21
7338,2018,92.23
7339,1979,53.47
7339,1980,52.16
7339,1981,57.18
7339,1982,54.43
7339,1983,43.2
7339,1984,53.54
7339,1985,50.16
7339,1986,52.21
7339,1987,56.27
7339,1988,51.26
7339,1989,52.95
7339,1990,51.71
7339,1991,42.27
7339,1992,54.85
7339,1993,53.56
7339,1994,52.82
7339,1995,53.7
7339,1996,55.47
7339,1997,52.53
7339,1998,55.57
7339,1999,56.0
7339,2000,76.0
7339,2001,53.69
7339,2002,67.56
7339,2003,44.53
7339,2004,60.78
7339,2005,61.0
7339,2006,60.83
7339,2007,69.28
7339,2008,61.54
7339,2009,69.94
7339,2010,73.03
7339,2011,72.28
7339,2012,72.4
7339,2013,71.14
7339,2014,83.91
7339,2015,52.54
7339,2016,86.74
7339,2017,84.91
7339,2018,59.71
7339,2019,78.31
7339,2020,53.48
7339,2021,87.17
7340,1981,50.3
7340,1982,53.0
7340,1991,47.0
7340,1992,51.1
7340,1993,50.9
7340,1994,49.72
7340,1995,49.5
7340,1996,51.02
7340,1997,45.0
7340,1998,53.0
7340,1999,51.0
7340,2000,65.0
7340,2003,30.17
8111,1979,49.75
8111,1980,51.24
8111,1981,53.16
8111,1982,56.18
8111,1983,45.05
8111,1984,53.24
8111,1985,48.57
8111,1986,56.69
8111,1987,56.73
8111,1988,55.37
8111,1989,53.11
8111,1990,54.72
8111,1991,50.23
8111,1992,55.95
8111,1993,62.14
8111,1994,57.09
8111,1995,60.26
8111,1996,58.9
8111,1997,58.03
8111,1998,58.99
8111,1999,63.48
8111,2000,62.04
8111,2001,56.58
8111,2002,71.74
8111,2004,60.76
8111,2007,60.32
8111,2008,62.77
8111,2016,79.79
8111,2017,84.09
8111,2018,64.67
8111,2019,82.92
8111,2020,65.46
8111,2021,83.05
8115,1979,48.0
8115,1980,52.2
8115,1981,54.64
8115,1982,59.09
8115,1983,43.37
8115,1984,52.27
8115,1985,53.32
8115,1986,54.33
8115,1987,54.23
8115,1988,56.11
8115,1989,51.86
8115,1990,52.01
8115,1991,50.36
8115,1992,52.09
8115,1993,61.17
8115,1994,56.65
8115,1995,54.97
8115,1996,54.01
8115,1997,56.22
8115,1998,53.49
8115,1999,62.78
8115,2000,66.13
8115,2001,56.38
8115,2002,67.13
8115,2003,48.18
8115,2004,64.72
8115,2005,66.72
8115,2006,66.9
8115,2007,62.56
8115,2008,69.76
8115,2009,76.31
8115,2010,74.5
8115,2011,81.3
8115,2012,80.14
8115,2013,74.54
8115,2014,89.06
8115,2015,71.62
8115,2016,75.18
8115,2017,89.88
8115,2019,86.58
8116,1979,49.55
8116,1980,50.65
8116,1981,55.11
8116,1982,54.94
8116,1983,42.33
8116,1984,48.15
8116,1985,47.27
8116,1986,51.34
8116,1987,52.58
8116,1988,51.84
8116,1989,50.68
8116,1990,49.92
8116,1991,49.88
8116,1992,55.25
8116,1993,62.76
8116,1994,55.28
8116,1995,55.3
8116,1996,57.08
8116,1997,53.56
8116,1998,56.07
8116,1999,57.4
8116,2000,57.08
8116,2001,56.43
8116,2002,62.21
8116,2003,50.13
8116,2004,61.29
8116,2005,63.91
8116,2006,61.33
8117,1979,47.0
8117,1980,50.5
8117,1981,51.69
8117,1982,55.11
8117,1999,67.59
8118,1979,50.53
8118,1980,51.73
8118,1981,54.74
8118,1982,58.35
8118,1983,45.06
8118,1984,53.99
8118,1985,52.4
8118,1986,55.83
8118,1987,56.66
8118,1988,54.51
8118,1989,55.89
8118,1990,53.7
8118,1991,51.41
8118,1992,56.52
8118,1993,66.2
8118,1994,56.51
8118,1995,58.54
8118,1996,59.75
8118,1997,61.28
8118,1998,57.88
8118,1999,69.3
8118,2000,70.72
8118,2001,60.5
8118,2002,67.68
8118,2003,46.95
8118,2004,64.2
8118,2005,70.33
8118,2006,69.57
8118,2007,66.19
8118,2008,72.34
8118,2009,74.75
8118,2010,70.17
8118,2011,84.19
8118,2012,75.99
8118,2013,74.12
8118,2014,83.55
8118,2015,67.27
8118,2016,76.88
8118,2017,86.64
8118,2018,57.44
8118,2019,78.26
8118,2020,64.59
8118,2021,81.88
8119,1979,49.28
8119,1980,49.45
8119,1981,49.69
8119,1982,55.44
8119,1983,44.66
8119,1984,53.04
8119,1985,49.08
8119,1986,54.88
8119,1987,58.2
8119,1988,60.15
8119,1989,55.9
8119,1990,55.92
8119,1991,55.91
8119,1992,59.19
8119,1993,66.18
8119,1994,57.82
8119,1995,56.9
8119,1996,61.55
8119,1997,59.14
8119,1998,59.2
8119,1999,66.75
8119,2000,67.97
8119,2001,57.52
8119,2002,67.74
8119,2003,48.09
8119,2004,63.42
8119,2005,67.65
8119,2006,67.73
8119,2007,65.18
8119,2008,67.85
8119,2009,74.43
8119,2010,65.69
8119,2011,82.43
8119,2012,81.88
8119,2015,73.51
8119,2016,82.02
8119,2019,81.36
8119,2020,59.07
8121,1979,58.63
8121,1980,54.06
8121,1981,56.1
8121,1982,61.91
8121,1983,48.59
8121,1999,60.82
8125,1979,51.55
8125,1980,51.27
8125,1981,53.58
8125,1982,55.04
8125,1983,43.08
8125,1984,54.2
8125,1985,53.55
8125,1986,55.69
8125,1987,54.1
8125,1988,54.51
8125,1989,56.93
8125,1990,52.51
8125,1991,49.7
8125,1992,57.03
8125,1993,65.49
8125,1994,58.26
8125,1995,57.51
8125,1996,61.36
8125,1997,57.64
8125,1998,61.51
8125,1999,60.81
8125,2000,68.6
8125,2001,59.62
8125,2002,69.94
8125,2003,51.37
8125,2004,66.45
8125,2005,68.25
8125,2006,69.56
8125,2007,65.77
8125,2008,68.43
8125,2009,74.94
8125,2010,72.33
8125,2011,80.24
8125,2012,68.36
8125,2013,79.87
8125,2014,89.42
8125,2015,72.09
8125,2016,83.04
8125,2017,91.85
8125,2018,61.26
8125,2019,84.63
8125,2020,63.06
8125,2021,85.1
8126,1979,51.45
8126,1980,48.4
8126,1981,53.03
8126,1982,56.48
8126,1983,43.52
8126,1984,53.74
8126,1985,55.03
8126,1986,58.3
8126,1987,54.07
8126,1988,56.64
8126,1989,57.82
8126,1990,54.63
8126,1991,51.23
8126,1992,58.66
8126,1993,65.21
8126,1994,57.43
8126,1995,57.49
8126,1996,62.83
8126,1997,58.14
8126,1998,60.3
8126,1999,60.14
8126,2000,69.38
8126,2001,60.0
8126,2002,67.29
8126,2003,46.06
8126,2004,63.9
8126,2005,65.63
8126,2006,66.26
8126,2007,66.41
8126,2008,67.48
8126,2009,73.8
8126,2010,65.83
8126,2011,84.47
8126,2012,70.86
8126,2013,73.72
8126,2014,90.92
8126,2015,62.96
8126,2016,75.47
8126,2017,91.55
8126,2018,62.81
8126,2019,82.38
8126,2020,67.41
8126,2021,86.0
8127,1979,47.61
8127,1980,45.87
8127,1981,49.19
8127,1982,55.15
8127,1983,43.32
8127,1984,52.96
8127,1985,50.33
8127,1986,52.24
8127,1987,51.41
8127,1988,53.57
8127,1989,52.76
8127,1990,52.41
8127,1991,48.65
8127,1992,54.1
8127,1993,60.91
8127,1994,52.89
8127,1995,51.75
8127,1996,56.91
8127,1997,52.46
8127,1998,57.72
8127,1999,59.45
8127,2000,63.11
8127,2001,57.69
8127,2002,61.43
8127,2003,43.72
8127,2004,61.95
8127,2005,61.01
8127,2006,60.91
8127,2007,62.31
8127,2008,61.91
8127,2009,65.84
8127,2010,61.66
8127,2019,77.8
8128,1979,44.81
8128,1980,48.32
8128,1981,54.0
8128,1982,49.93
8128,1983,35.88
8128,1984,49.3
8128,1985,50.44
8128,1986,54.26
8128,1987,54.02
8128,1988,47.63
8128,1989,49.37
8128,1990,48.76
8128,1991,43.88
8128,1992,56.82
8128,1993,54.99
8128,1994,54.3
8128,1995,56.52
8128,1996,58.18
8128,1997,53.82
8128,1998,55.99
8128,1999,55.88
8128,2000,66.78
8128,2001,58.07
8128,2002,65.51
8128,2003,45.44
8128,2004,65.82
8128,2005,65.8
8128,2006,66.09
8128,2007,65.1
8128,2008,61.58
8128,2009,73.68
8128,2010,63.36
8128,2011,77.42
8128,2012,73.94
8128,2013,72.63
8128,2014,90.91
8128,2015,57.48
8128,2016,75.44
8128,2017,86.88
8128,2018,58.34
8128,2019,77.75
8128,2020,73.21
8128,2021,89.38
8135,1979,47.93
8135,1980,45.85
8135,1981,52.12
8135,1982,52.56
8135,1983,45.72
8135,1984,48.69
8135,1985,51.49
8135,1986,53.64
8135,1987,51.85
8135,1988,55.81
8135,1989,54.44
8135,1990,48.8
8135,1991,49.42
8135,1992,53.2
8135,1993,56.53
8135,1994,57.5
8135,1995,54.0
8135,1996,57.97
8135,1997,49.89
8135,1998,62.57
8135,1999,61.67
8135,2000,64.23
8135,2001,61.09
8135,2002,66.11
8135,2003,49.28
8135,2004,63.93
8135,2007,69.63
8136,1979,49.69
8136,1980,46.06
8136,1981,52.66
8136,1982,55.22
8136,1983,47.07
8136,1984,46.86
8136,1985,47.52
8136,1986,55.13
8136,1987,52.22
8136,1988,55.4
8136,1989,50.69
8136,1990,48.06
8136,1991,47.58
8136,1992,54.53
8136,1993,61.5
8136,1994,54.1
8136,1995,59.75
8136,1996,61.76
8136,1997,56.42
8136,1999,59.41
8136,2000,63.38
8136,2002,59.74
8136,2004,56.29
8136,2005,57.87
8136,2007,67.38
8211,2001,54.94
8212,1979,43.92
8212,1980,47.89
8212,1981,51.71
8212,1982,50.59
8212,1999,54.26
8215,1979,50.02
8215,1980,48.9
8215,1981,53.48
8215,1982,55.57
8215,1983,43.23
8215,1984,53.49
8215,1985,51.55
8215,1986,55.6
8215,1987,52.83
8215,1988,52.04
8215,1989,50.01
8215,1990,51.05
8215,1991,47.14
8215,1992,52.55
8215,1993,59.28
8215,1994,54.29
8215,1995,57.47
8215,1996,57.03
8215,1997,53.13
8215,1998,49.85
8215,1999,54.26
8215,2000,64.94
8215,2001,53.97
8215,2002,59.99
8215,2003,44.6
8215,2004,61.31
8215,2005,62.33
8215,2006,57.87
8215,2007,59.67
8215,2008,59.06
8215,2009,68.73
8215,2010,62.28
8215,2011,73.59
8215,2012,69.97
8215,2013,70.14
8215,2014,86.12
8215,2015,68.11
8215,2016,74.95
8215,2017,77.35
8215,2018,57.08
8215,2019,76.19
8215,2020,56.37
8215,2021,86.4
8216,1979,49.0
8216,1980,48.0
8216,1981,49.58
8216,2001,53.97
8221,1979,55.0
8221,1980,60.0
8221,1999,56.83
8222,1979,49.31
8222,1980,52.0
8222,1999,56.83
8225,1979,47.15
8225,1980,47.4
8225,1981,50.18
8225,1982,52.22
8225,1983,33.26
8225,1984,51.71
8225,1985,50.63
8225,1986,52.51
8225,1987,50.96
8225,1988,53.47
8225,1989,53.45
8225,1990,50.62
8225,1991,43.43
8225,1992,54.53
8225,1993,60.78
8225,1994,50.9
8225,1995,52.31
8225,1996,57.67
8225,1997,55.0
8225,1998,57.32
8225,1999,56.1
8225,2000,63.09
8225,2001,56.98
8225,2002,63.93
8225,2003,46.5
8225,2004,65.14
8225,2005,60.37
8225,2006,63.37
8225,2007,62.44
8225,2008,64.69
8225,2009,70.96
8225,2010,65.53
8225,2011,75.93
8225,2012,70.05
8225,2014,81.33
8225,2017,94.44
8225,2018,46.28
8225,2019,77.41
8225,2020,71.49
8225,2021,73.95
8226,1979,49.32
8226,1980,49.32
8226,1981,51.98
8226,1982,50.41
8226,1983,40.09
8226,1984,53.37
8226,1985,49.32
8226,1986,50.77
8226,1987,53.84
8226,1988,50.88
8226,1989,50.78
8226,1990,50.42
8226,1991,46.76
8226,1992,50.77
8226,1993,56.55
8226,1994,51.4
8226,1995,59.76
8226,1996,55.21
8226,1997,52.74
8226,1998,56.3
8226,1999,56.83
8226,2000,65.9
8226,2001,55.22
8226,2002,64.03
8226,2003,44.2
8226,2004,66.35
8226,2005,62.87
8226,2006,65.45
8226,2007,59.9
8226,2008,63.05
8226,2009,68.31
8226,2010,66.45
8226,2011,78.21
8226,2012,73.11
8226,2013,76.22
8226,2014,89.02
8226,2015,73.37
8226,2016,79.42
8226,2017,85.45
8226,2018,63.1
8226,2019,79.42
8226,2020,76.94
8226,2021,89.34
8235,1979,48.0
8235,1980,39.0
8235,1981,43.0
8235,1982,39.33
8235,1999,55.0
8236,1979,48.92
8236,1980,47.84
8236,1981,50.82
8236,1982,50.33
8236,1983,38.67
8236,1984,51.58
8236,1985,49.09
8236,1986,53.38
8236,1987,51.97
8236,1988,51.04
8236,1989,49.0
8236,1990,48.14
8236,1991,45.99
8236,1992,48.33
8236,1993,59.88
8236,1994,50.67
8236,1995,52.32
8236,1996,59.06
8236,1997,57.27
8236,1998,54.69
8236,1999,57.79
8236,2000,59.47
8236,2001,56.1
8236,2002,58.94
8236,2003,48.04
8236,2004,56.44
8236,2005,55.82
8236,2006,58.55
8236,2009,56.62
8237,1979,43.0
8237,1980,45.5
8237,1981,47.0
8237,1982,52.5
8237,1984,52.0
8311,1979,61.4
8311,1980,50.0
8311,1981,58.41
8311,1982,64.36
8311,1999,61.04
8315,1979,52.66
8315,1980,50.98
8315,1981,56.83
8315,1982,58.81
8315,1983,48.68
8315,1984,53.53
8315,1986,50.71
8315,1987,59.58
8315,1988,52.36
8315,1989,49.94
8315,1990,59.98
8315,1991,56.34
8315,1992,55.37
8315,1993,55.23
8315,1994,52.32
8315,1995,54.88
8315,1996,59.39
8315,1997,61.68
8315,1998,58.51
8315,1999,61.04
8315,2000,64.36
8315,2001,56.78
8315,2002,60.3
8315,2003,50.91
8315,2004,63.89
8315,2005,61.18
8315,2006,60.68
8315,2007,65.48
8316,1979,50.83
8316,1980,49.67
8316,1981,56.45
8316,1982,54.07
8316,1983,48.59
8316,1984,54.52
8316,1985,51.31
8316,1986,50.23
8316,1987,50.29
8316,1988,54.23
8316,1989,52.26
8316,1990,55.76
8316,1991,53.77
8316,1992,52.62
8316,1993,57.0
8316,1994,55.16
8316,1995,56.65
8316,1996,63.95
8316,1997,60.58
8316,1998,57.9
8316,1999,61.18
8316,2000,65.19
8316,2001,58.25
8316,2002,69.03
8316,2003,51.54
8316,2004,64.82
8317,1979,59.35
8317,1980,55.72
8317,1981,50.9
8317,1982,55.88
8317,1983,47.12
8317,1984,57.83
8317,1987,53.07
8317,1988,66.52
8317,1989,58.17
8317,1991,53.48
8317,1992,53.87
8317,1993,61.86
8317,1994,57.7
8317,1999,60.98
8317,2004,65.92
8317,2006,62.01
8325,1979,48.5
8325,1980,46.8
8325,1981,37.0
8325,1999,59.23
8326,1979,35.0
8326,1980,45.0
8326,1981,38.5
8326,1999,59.23
8327,1979,43.0
8327,1980,46.0
8327,1981,39.0
8335,1979,49.57
8335,1980,47.55
8335,1981,48.37
8335,1982,51.07
8335,1983,43.32
8335,1984,47.93
8335,1985,45.94
8335,1986,53.53
8335,1987,50.1
8335,1988,53.56
8335,1989,50.35
8335,1990,48.02
8335,1991,42.93
8335,1992,45.96
8335,1993,47.29
8335,1994,56.17
8335,1995,43.09
8335,1997,51.54
8335,1998,48.12
8335,1999,51.54
8335,2002,48.95
8335,2005,53.71
8336,1979,45.0
8336,1980,46.7
8336,1981,54.83
8336,1982,51.48
8336,1999,52.29
8337,1979,54.57
8337,1980,51.3
8337,1981,57.36
8337,1982,58.36
8337,1983,44.25
8337,1984,54.11
8337,1987,52.4
8337,1988,59.09
8337,1989,51.92
8337,1991,48.45
8337,1999,52.29
8337,2004,64.96
8415,1979,52.0
8415,1980,47.24
8415,1981,47.33
8415,1982,48.55
8415,1999,60.39
8416,1979,48.1
8416,1980,49.59
8416,1981,47.51
8416,1982,51.92
8416,1983,36.36
8416,1984,50.29
8416,1985,48.34
8416,1986,50.49
8416,1987,50.54
8416,1988,51.04
8416,1989,53.18
8416,1990,51.36
8416,1991,49.04
8416,1992,46.58
8416,1993,62.8
8416,1999,60.39
8416,2009,71.6
8417,1979,51.0
8417,1980,48.57
8417,1981,45.0
8417,1999,60.39
8421,1979,48.95
8421,1980,51.56
8421,1981,45.0
8421,1982,59.44
8421,1983,47.42
8421,1984,47.83
8421,1986,54.83
8421,1988,55.26
8421,1993,53.04
8421,1999,61.27
8425,1979,49.84
8425,1980,49.08
8425,1981,53.86
8425,1982,50.65
8425,1983,46.79
8425,1984,45.95
8425,1985,46.19
8425,1986,51.9
8425,1987,52.33
8425,1988,53.45
8425,1989,52.45
8425,1990,50.71
8425,1991,49.69
8425,1992,51.77
8425,1993,53.04
8425,1994,53.54
8425,1995,50.58
8425,1996,55.38
8425,1997,51.03
8425,1998,57.7
8425,1999,61.26
8425,2000,62.56
8425,2001,58.92
8425,2002,66.68
8425,2003,53.19
8425,2004,63.8
8425,2005,66.8
8425,2006,56.48
8425,2007,64.94
8425,2008,67.87
8425,2009,66.4
8425,2010,71.06
8425,2011,75.3
8425,2012,79.33
8425,2016,65.19
8425,2018,65.46
8425,2019,74.15
8425,2020,80.46
8425,2021,76.39
8426,1979,49.58
8426,1980,48.01
