district_no,year,yield
9179,2012,59.43
9179,2013,55.88
9179,2014,86.5
9179,2015,60.1
9179,2016,68.8
9179,2017,88.42
9181,1979,50.82
9181,1980,47.92
9181,1981,60.93
9181,1982,61.19
9181,1983,59.57
9181,1984,48.92
9181,1985,55.14
9181,1986,55.45
9181,1987,50.9
9181,1988,57.93
9181,1989,61.32
9181,1990,58.5
9181,1991,49.34
9181,1992,58.9
9181,1993,59.36
9181,1994,56.83
9181,1995,57.27
9181,1996,61.71
9181,1997,63.91
9181,1998,65.26
9181,1999,60.38
9181,2000,66.35
9181,2001,59.45
9181,2002,65.93
9181,2003,64.8
9181,2004,65.63
9181,2005,63.73
9181,2006,65.03
9181,2007,74.15
9181,2008,64.72
9181,2009,73.81
9181,2010,69.82
9181,2011,81.33
9181,2012,78.21
9181,2013,57.54
9181,2014,83.48
9181,2015,63.36
9181,2016,82.16
9181,2017,89.77
9181,2018,98.76
9181,2019,91.9
9181,2020,88.73
9181,2021,77.68
9183,1979,46.32
9183,1980,41.74
9183,1981,47.56
9183,1982,53.61
9183,1983,48.2
9183,1984,46.11
9183,1985,54.63
9183,1986,47.6
9183,1987,47.16
9183,1988,53.09
9183,1989,55.51
9183,1990,58.47
9183,1991,52.02
9183,1992,52.78
9183,1993,55.8
9183,1994,50.87
9183,1995,51.16
9183,1996,57.88
9183,1997,56.2
9183,1998,63.01
9183,1999,66.24
9183,2000,70.31
9183,2001,67.26
9183,2002,71.48
9183,2003,68.7
9183,2004,68.6
9183,2005,65.77
9183,2006,63.01
9183,2007,85.16
9183,2008,70.7
9183,2009,73.4
9183,2010,70.95
9183,2011,86.78
9183,2012,83.78
9183,2013,60.58
9183,2014,95.75
9183,2015,63.07
9183,2016,78.69
9184,1979,50.0
9184,1980,50.26
9184,1981,67.24
9184,1982,65.43
9184,1983,49.96
9184,1984,53.43
9184,1985,53.93
9184,1986,54.68
9184,1987,55.1
9184,1988,50.14
9184,1989,56.54
9184,1990,57.25
9184,1991,53.57
9184,1992,52.23
9184,1993,58.62
9184,1994,58.61
9184,1995,54.97
9184,1996,55.07
9184,1997,55.14
9184,1998,67.57
9184,1999,63.6
9184,2000,65.3
9184,2001,58.71
9184,2002,64.91
9184,2003,61.13
9184,2004,67.23
9184,2005,61.62
9184,2006,59.9
9184,2007,72.57
9184,2008,66.92
9184,2009,63.63
9184,2010,59.15
9184,2011,65.31
9184,2012,63.55
9184,2013,63.2
9184,2014,72.2
9184,2015,57.02
9184,2016,59.45
9185,1979,53.66
9185,1980,50.18
9185,1981,60.83
9185,1982,59.13
9185,1983,53.6
9185,1984,54.01
9185,1985,58.18
9185,1986,57.25
9185,1987,54.36
9185,1988,61.27
9185,1989,59.64
9185,1990,60.59
9185,1991,52.7
9185,1992,58.64
9185,1993,65.71
9185,1994,58.19
9185,1995,56.59
9185,1996,61.98
9185,1997,61.37
9185,1998,63.38
9185,1999,60.82
9185,2000,71.71
9185,2001,67.11
9185,2002,72.4
9185,2003,57.85
9185,2004,65.53
9185,2005,70.15
9185,2006,63.96
9185,2007,70.24
9185,2008,67.84
9185,2009,72.65
9185,2010,75.74
9185,2011,81.85
9185,2012,79.31
9185,2013,70.03
9185,2014,95.47
9185,2015,63.84
9185,2016,81.15
9185,2017,89.45
9185,2018,78.3
9185,2019,87.85
9185,2020,85.92
9185,2021,81.05
9186,1979,54.32
9186,1980,52.26
9186,1981,61.55
9186,1982,60.36
9186,1983,55.18
9186,1984,57.19
9186,1985,59.32
9186,1986,58.39
9186,1987,54.68
9186,1988,56.62
9186,1989,63.53
9186,1990,51.39
9186,1991,55.49
9186,1992,55.6
9186,1993,64.54
9186,1994,59.25
9186,1995,58.62
9186,1996,63.68
9186,1997,64.63
9186,1998,65.51
9186,1999,66.89
9186,2000,76.04
9186,2001,66.51
9186,2002,80.43
9186,2003,66.15
9186,2004,70.84
9186,2005,71.88
9186,2006,67.49
9186,2007,81.81
9186,2008,72.18
9186,2009,79.57
9186,2010,69.09
9186,2011,86.98
9186,2012,79.82
9186,2013,69.99
9186,2014,93.83
9186,2015,71.46
9186,2016,83.31
9186,2017,87.0
9186,2018,74.14
9186,2019,79.04
9186,2021,81.76
9187,1980,48.25
9187,1981,49.38
9187,1982,59.82
9187,1985,53.39
9187,1986,47.72
9187,1987,47.89
9187,1988,54.14
9187,1989,57.09
9187,1990,57.9
9187,1991,50.12
9187,1992,46.3
9187,1993,59.74
9187,1994,57.18
9187,1996,61.6
9187,1997,56.72
9187,1998,62.51
9187,2010,55.54
9187,2011,70.34
9187,2012,70.83
9187,2013,59.62
9187,2014,76.52
9187,2015,61.18
9188,1979,48.04
9188,1980,30.15
9188,1981,36.21
9188,1982,52.31
9188,1983,52.95
9188,1984,49.09
9188,1985,54.26
9188,1986,51.7
9188,1987,48.09
9188,1988,57.07
9188,1989,54.48
9188,1990,57.25
9188,1991,51.59
9188,1992,51.21
9188,1993,59.11
9188,1994,58.68
9188,1995,54.4
9188,1996,54.94
9188,1997,56.37
9188,1998,62.61
9188,1999,54.39
9188,2000,65.34
9188,2001,60.0
9188,2002,64.84
9188,2003,55.3
9188,2004,66.07
9188,2005,66.32
9188,2006,63.61
9188,2007,75.09
9188,2008,64.91
9188,2009,65.66
9188,2010,56.08
9188,2011,69.07
9188,2012,70.69
9188,2013,55.53
9188,2014,75.5
9188,2015,56.09
9188,2016,63.0
9189,1979,47.25
9189,1980,50.46
9189,1981,63.1
9189,1982,63.11
9189,1983,50.0
9189,1984,51.47
9189,1985,56.98
9189,1986,48.95
9189,1987,51.94
9189,1988,56.22
9189,1989,57.38
9189,1990,59.25
9189,1991,50.61
9189,1992,44.78
9189,1993,54.51
9189,1994,58.13
9189,1995,52.13
9189,1996,53.04
9189,1997,54.17
9189,1998,60.3
9189,1999,50.74
9189,2000,62.86
9189,2001,66.2
9189,2002,69.62
9189,2003,56.59
9189,2004,66.97
9189,2005,66.6
9189,2006,63.99
9189,2007,72.55
9189,2008,65.51
9189,2009,66.26
9189,2010,50.28
9189,2011,79.52
9189,2012,70.27
9189,2013,60.16
9189,2014,77.54
9189,2015,56.49
9189,2016,80.1
9190,1985,53.11
9190,1986,44.74
9190,1995,57.01
9261,1979,49.5
9261,1980,49.76
9261,1981,52.76
9261,1982,52.14
9261,1983,46.96
9261,1984,51.09
9261,1985,56.27
9261,1986,55.18
9261,1987,51.09
9261,1988,54.12
9261,1989,55.51
9261,1990,60.43
9261,1991,50.06
9261,1992,52.23
9261,1993,62.96
9261,1994,55.2
9261,1996,60.57
9261,1997,60.15
9261,1998,65.49
9261,1999,57.44
9261,2000,66.39
9261,2001,60.43
9261,2002,71.17
9261,2003,59.06
9261,2004,66.49
9261,2005,61.62
9261,2006,58.85
9261,2007,67.84
9261,2008,62.43
9261,2010,63.89
9261,2011,78.22
9261,2012,71.24
9261,2013,68.23
9261,2014,89.87
9261,2015,69.34
9261,2016,85.0
9262,1979,51.8
9262,1980,50.48
9262,1981,59.23
9262,1982,58.99
9262,1987,55.2
9262,1988,56.12
9262,1989,61.77
9262,1990,62.46
9262,1995,61.66
9262,2001,68.18
9263,1979,57.5
9263,1980,52.27
9263,1981,67.24
9263,1982,62.37
9263,1983,56.95
9263,1984,58.11
9263,1985,64.3
9263,1986,59.65
9263,1987,55.1
9263,1988,58.06
9263,1989,62.74
9263,1990,66.67
9263,1991,60.08
9263,1992,58.38
9263,1993,66.0
9263,1994,60.54
9263,1995,61.66
9263,1996,64.08
9263,1997,64.68
9263,1998,67.57
9263,1999,71.8
9263,2000,80.86
9263,2001,68.18
9263,2002,77.46
9263,2003,63.32
9263,2004,73.78
9263,2005,73.94
9263,2006,73.69
9263,2007,81.74
9263,2008,79.13
9263,2009,84.02
9263,2010,77.51
9263,2011,91.42
9263,2012,88.87
9263,2013,70.79
9263,2014,99.98
9263,2015,77.5
9263,2016,87.59
9271,1979,57.55
9271,1980,54.34
9271,1981,67.13
9271,1982,65.36
9271,1983,57.82
9271,1984,59.9
9271,1985,65.55
9271,1986,64.5
9271,1987,58.46
9271,1988,59.9
9271,1989,65.46
9271,1990,66.44
9271,1991,60.55
9271,1992,64.29
9271,1993,65.73
9271,1994,64.59
9271,1995,61.19
9271,1996,62.16
9271,1997,64.1
9271,1998,67.19
9271,1999,71.27
9271,2000,78.25
9271,2001,67.27
9271,2002,75.89
9271,2003,65.61
9271,2004,75.16
9271,2005,72.09
9271,2006,71.62
9271,2007,81.11
9271,2008,75.66
9271,2009,84.67
9271,2010,79.76
9271,2011,88.94
9271,2012,85.48
9271,2013,72.8
9271,2014,95.61
9271,2015,78.6
9271,2016,85.02
9271,2017,94.02
9271,2018,87.37
9271,2019,93.35
9271,2020,94.24
9271,2021,99.67
9272,1979,51.65
9272,1980,43.22
9272,1981,46.55
9272,1982,50.1
9272,1983,44.45
9272,1984,45.08
9272,1985,48.74
9272,1986,49.71
9272,1987,50.09
9272,1988,49.2
9272,1989,53.51
9272,1990,54.66
9272,1991,50.07
9272,1992,44.06
9272,1993,57.62
9272,1994,50.6
9273,1979,51.71
9273,1980,46.38
9273,1981,60.28
9273,1982,55.59
9273,1983,46.16
9273,1984,51.76
9273,1985,55.22
9273,1986,54.24
9273,1987,51.49
9273,1988,55.54
9273,1989,57.8
9273,1990,60.57
9273,1991,57.63
9273,1992,55.0
9273,1993,70.22
9273,1994,58.02
9273,1995,56.72
9273,1996,61.53
9273,1997,62.13
9273,1998,64.53
9273,1999,59.09
9273,2000,70.47
9273,2001,65.12
9273,2002,74.02
9273,2003,60.28
9273,2004,68.72
9273,2005,69.58
9273,2006,68.55
9273,2007,77.51
9273,2008,75.12
9273,2009,81.86
9273,2010,75.87
9273,2011,90.31
9273,2012,88.61
9273,2013,71.42
9273,2014,92.98
9273,2015,70.16
9273,2016,83.97
9273,2017,96.85
9273,2018,82.04
9273,2019,94.25
9273,2020,96.03
9273,2021,96.25
9274,1979,49.51
9274,1980,46.8
9274,1981,55.65
9274,1982,55.58
9274,1983,49.04
9274,1984,52.75
9274,1985,56.72
9274,1986,56.58
9274,1987,51.29
9274,1988,53.07
9274,1989,55.59
9274,1990,60.39
9274,1991,54.14
9274,1992,54.36
9274,1993,62.35
9274,1994,55.54
9274,1995,56.08
9274,1996,58.94
9274,1997,59.47
9274,1998,64.34
9274,1999,59.2
9274,2000,66.61
9274,2001,62.75
9274,2002,69.29
9274,2003,58.12
9274,2004,67.3
9274,2005,69.95
9274,2006,64.33
9274,2007,73.58
9274,2008,69.75
9274,2009,75.77
9274,2010,72.22
9274,2011,80.56
9274,2012,80.14
9274,2013,67.82
9274,2014,90.73
9274,2015,72.24
9274,2016,80.4
9274,2017,90.19
9274,2018,92.23
9274,2019,83.89
9274,2020,93.61
9274,2021,101.95
9275,1979,51.83
9275,1980,50.48
9275,1981,59.23
9275,1982,58.99
9275,1983,49.31
9275,1984,58.96
9275,1985,59.6
9275,1986,54.34
9275,1987,55.17
9275,1988,56.31
9275,1989,65.96
9275,1990,62.61
9275,1991,53.07
9275,1992,56.65
9275,1993,63.2
9275,1994,56.99
9275,1995,57.49
9275,1996,61.85
9275,1997,63.91
9275,1998,65.03
9275,1999,66.5
9275,2000,65.71
9275,2001,63.47
9275,2002,68.55
9275,2003,63.36
9275,2004,68.66
9275,2005,63.77
9275,2006,63.48
9275,2007,72.07
9275,2008,72.9
9275,2009,76.42
9275,2010,75.35
9275,2011,83.69
9275,2012,77.24
9275,2013,72.36
9275,2014,91.43
9275,2015,68.12
9275,2016,82.05
9276,1980,40.21
9276,1981,45.27
9276,1982,51.15
9276,1983,45.0
9276,1984,46.08
9276,1985,49.05
9276,1986,50.75
9276,1987,50.14
9276,1988,50.23
9276,1989,54.55
9276,1990,54.83
9276,1991,50.58
9276,1992,47.02
9276,1993,60.78
9276,1994,51.61
9276,2003,54.62
9276,2004,65.14
9276,2005,61.59
9276,2006,59.89
9277,1979,45.8
9277,1980,45.09
9277,1981,54.28
9277,1982,52.55
9277,1983,49.13
9277,1984,51.58
9277,1985,54.33
9277,1986,52.2
9277,1987,51.39
9277,1988,54.56
9277,1989,57.56
9277,1990,56.8
9277,1991,52.79
9277,1992,60.07
9277,1993,63.03
9277,1994,54.52
9277,1995,55.47
9277,1996,58.38
9277,1997,58.08
9277,1998,61.55
9277,1999,61.55
9277,2000,66.52
9277,2001,59.72
9277,2002,61.03
9277,2003,50.33
9277,2004,64.81
9277,2005,70.29
9277,2006,62.75
9277,2007,68.02
9277,2008,64.73
9277,2009,66.98
9277,2010,69.21
9277,2011,69.55
9277,2012,72.85
9277,2013,59.29
9277,2014,72.72
9277,2015,59.29
9277,2016,61.64
9277,2017,80.46
9277,2018,72.54
9277,2019,66.3
9277,2020,74.61
9277,2021,83.61
9278,1979,56.43
9278,1980,51.49
9278,1981,64.66
9278,1982,60.37
9278,1983,53.07
9278,1984,57.9
9278,1985,63.2
9278,1986,60.47
9278,1987,56.81
9278,1988,58.5
9278,1989,63.69
9278,1990,66.06
9278,1991,61.03
9278,1992,60.63
9278,1993,70.5
9278,1994,61.38
9278,1995,60.73
9278,1996,60.81
9278,1997,63.09
9278,1998,67.86
9278,1999,68.56
9278,2000,77.69
9278,2001,66.1
9278,2002,74.93
9278,2003,58.58
9278,2004,73.12
9278,2005,70.27
9278,2006,70.08
9278,2007,80.09
9278,2008,78.27
9278,2009,82.5
9278,2010,77.78
9278,2011,90.24
9278,2012,87.84
9278,2013,68.66
9278,2014,98.29
9278,2015,83.24
9278,2016,89.87
9278,2017,97.76
9278,2018,82.77
9278,2019,96.33
9278,2020,97.8
9278,2021,96.71
9279,1979,51.87
9279,1980,50.91
9279,1981,62.6
9279,1982,61.5
9279,1983,52.18
9279,1984,57.84
9279,1985,63.2
9279,1986,56.86
9279,1987,55.2
9279,1988,57.21
9279,1989,62.95
9279,1990,58.15
9279,1991,55.26
9279,1992,58.24
9279,1993,67.11
9279,1994,60.84
9279,1995,58.93
9279,1996,59.97
9279,1997,64.13
9279,1998,65.08
9279,1999,67.7
9279,2000,73.54
9279,2001,62.97
9279,2002,75.1
9279,2003,57.41
9279,2004,73.87
9279,2005,69.44
9279,2006,67.55
9279,2007,76.88
9279,2008,71.12
9279,2009,78.89
9279,2010,74.13
9279,2011,85.26
9279,2012,85.77
9279,2013,54.51
9279,2014,93.44
9279,2015,72.9
9279,2016,83.3
9279,2017,92.5
9279,2018,79.46
9279,2019,84.48
9279,2020,90.73
9279,2021,92.08
9361,1983,46.6
9361,1984,53.23
9361,1985,53.85
9361,1986,51.7
9362,1979,51.15
9362,1980,48.25
9362,1981,63.36
9362,1982,59.81
9362,1983,50.96
9362,1984,53.7
9362,1985,58.78
9362,1986,57.41
9362,1987,53.6
9362,1988,56.83
9362,1989,56.79
9362,1990,64.54
9362,1991,53.82
9362,1992,61.45
9362,1993,65.19
9362,1994,60.19
9362,1995,62.13
9362,1996,62.07
9362,1997,63.16
9362,1998,69.15
9362,1999,64.19
9362,2000,64.31
9362,2001,62.23
9362,2002,67.01
9362,2003,60.69
9362,2004,71.91
9362,2005,66.81
9362,2006,69.85
9362,2007,82.77
9362,2008,76.09
9362,2009,82.1
9362,2010,78.56
9362,2011,90.94
9362,2012,85.84
9362,2013,70.68
9362,2014,86.72
9362,2015,86.68
9362,2016,85.02
9363,1979,50.5
9363,1980,47.24
9363,1981,60.0
9363,1982,51.12
9371,1979,48.18
9371,1980,43.33
9371,1981,54.31
9371,1982,54.01
9371,1983,46.56
9371,1984,53.23
9371,1985,54.43
9371,1986,52.2
9371,1987,46.86
9371,1988,53.14
9371,1989,55.96
9371,1990,56.21
9371,1991,58.13
9371,1992,58.83
9371,1993,61.94
9371,1994,53.11
9371,1995,58.57
9371,1996,63.98
9371,1997,60.65
9371,1998,63.93
9371,1999,60.01
9371,2000,64.3
9371,2001,53.12
9371,2002,60.57
9371,2003,49.8
9371,2004,51.32
9371,2005,58.56
9371,2006,48.65
9371,2007,62.62
9371,2008,46.3
9371,2009,51.22
9371,2010,50.25
9371,2011,53.93
9371,2012,53.27
9371,2013,41.84
9371,2014,48.97
9371,2015,55.07
9371,2016,80.1
9372,1979,46.5
9372,1980,36.19
9372,1981,36.21
9372,1982,40.9
9372,1983,43.55
9372,1984,47.09
9372,1985,51.69
9372,1986,49.71
9372,1987,50.32
9372,1988,51.98
9372,1989,48.85
9372,1990,55.47
9372,1991,53.1
9372,1992,50.51
9372,1993,56.29
9372,1994,50.26
9372,1995,51.64
9372,1996,58.39
9372,1997,58.77
9372,1998,64.51
9372,1999,57.48
9372,2000,62.2
9372,2001,55.18
9372,2002,58.7
9372,2003,52.84
9372,2004,55.45
9372,2005,60.67
9372,2006,65.54
9372,2007,68.89
9372,2008,51.07
9372,2009,50.92
9372,2010,53.5
9372,2011,51.85
9372,2012,54.09
9372,2013,55.54
9372,2014,86.79
9372,2015,56.09
9373,1979,47.94
9373,1980,41.39
9373,1981,52.11
9373,1982,51.19
9373,1983,51.0
9373,1984,51.33
9373,1985,55.71
9373,1986,53.63
9373,1987,51.82
9373,1988,51.5
9373,1989,50.38
9373,1990,53.95
9373,1991,52.38
9373,1992,47.11
9373,1993,60.64
9373,1994,49.83
9373,1995,50.88
9373,1996,55.38
9373,1997,54.68
9373,1998,60.27
9373,1999,54.0
9373,2000,54.11
9373,2001,52.05
9373,2002,54.32
9373,2003,39.53
9373,2004,51.9
9373,2005,61.39
9373,2006,63.0
9373,2007,63.16
9373,2008,46.26
9373,2009,50.15
9373,2010,51.43
9373,2011,57.49
9373,2012,54.61
9373,2013,58.14
9373,2014,86.4
9373,2015,58.13
9373,2016,80.1
9374,1979,50.5
9374,1980,49.25
9374,1981,60.0
9374,1982,51.12
9374,1983,42.47
9374,1984,52.1
9374,1985,52.81
9374,1986,51.7
9374,1987,50.27
9374,1988,52.63
9374,1989,50.96
9374,1990,56.33
9374,1991,52.65
9374,1992,52.73
9374,1993,54.67
9374,1994,58.17
9374,1995,52.65
9374,1996,58.81
9374,1997,58.19
9374,1998,61.45
9374,1999,61.36
9374,2000,63.27
9374,2001,57.65
9374,2002,60.21
9374,2016,80.1
9375,1979,53.2
9375,1980,49.07
9375,1981,62.22
9375,1982,60.28
9375,1983,53.58
9375,1984,56.35
9375,1985,62.67
9375,1986,60.42
9375,1987,55.82
9375,1988,58.45
9375,1989,63.99
9375,1990,64.32
9375,1991,58.4
9375,1992,57.91
9375,1993,63.92
9375,1994,59.34
9375,1995,61.56
9375,1996,61.48
9375,1997,62.73
9375,1998,68.45
9375,1999,65.97
9375,2000,74.07
9375,2001,69.74
9375,2002,72.1
9375,2003,60.65
9375,2004,71.33
9375,2005,66.85
9375,2006,69.72
9375,2007,79.49
9375,2008,72.28
9375,2009,80.3
9375,2010,75.83
9375,2011,88.43
9375,2012,85.62
9375,2013,68.44
9375,2014,86.48
9375,2015,75.51
9375,2016,85.91
9375,2017,88.67
9375,2018,85.16
9375,2019,83.81
9375,2020,91.52
9375,2021,90.62
9376,1979,51.39
9376,1980,48.7
9376,1981,52.19
9376,1982,50.83
9376,1983,43.55
9376,1984,47.66
9376,1985,51.74
9376,1986,53.22
9376,1987,49.64
9376,1988,51.17
9376,1989,52.05
9376,1990,56.4
9376,1991,50.46
9376,1992,47.98
9376,1993,61.62
9376,1994,49.57
9376,1995,55.83
9376,1996,55.67
9376,1997,54.43
9376,1998,59.81
9376,1999,56.21
9376,2000,59.18
9376,2001,62.2
9376,2002,67.96
9376,2003,45.32
9376,2004,53.31
9376,2005,60.33
9376,2006,59.36
9376,2007,69.32
9376,2008,50.59
9376,2009,51.7
9376,2010,54.04
9376,2011,51.67
9376,2012,55.62
9376,2013,60.61
9376,2014,85.73
9376,2015,70.26
9376,2016,80.1
9377,1979,47.0
9377,1980,47.24
9377,1981,41.38
9377,1982,53.16
9377,1983,42.46
9377,1984,51.09
9377,1985,50.13
9377,1986,50.7
9377,1987,50.14
9377,1988,51.7
9377,1989,51.46
9377,1990,56.17
9377,1991,52.11
9377,1992,49.02
9377,1993,55.91
9377,1994,50.13
9377,1995,51.98
9377,1996,57.8
9377,1997,56.35
9377,1998,60.68
9377,2003,49.08
9377,2004,53.18
9377,2005,59.49
9377,2006,59.89
9377,2007,63.95
9377,2008,49.36
9377,2009,52.41
9377,2010,54.51
9377,2011,52.05
9377,2012,55.13
9377,2013,60.45
9377,2014,83.69
9377,2015,60.16
9377,2016,80.1
9461,1979,45.0
9461,1980,43.22
9461,1981,49.65
9461,1982,47.03
9461,1983,31.98
9461,1984,48.09
9461,1985,46.22
9461,1986,46.73
9461,1987,46.08
9461,1988,44.33
9461,1989,48.34
9461,1990,49.96
9461,1991,42.58
9461,1992,56.4
9461,1993,54.4
9461,1994,50.76
9461,1995,53.12
9461,1996,56.21
9461,1997,49.17
9461,1998,55.09
9461,1999,59.49
9461,2000,65.32
9461,2001,53.17
9461,2002,59.44
9461,2003,40.05
9461,2004,63.91
9461,2005,59.57
9461,2006,52.79
9461,2007,60.04
9461,2008,52.83
9461,2009,57.61
9461,2010,61.87
9461,2011,66.62
9461,2012,63.62
9461,2013,56.54
9461,2014,68.36
9461,2015,52.01
9461,2016,69.1
9462,1979,45.0
9462,1980,43.22
9462,1981,45.52
9462,1982,46.01
9462,1983,37.97
9462,1984,45.08
9462,1985,45.21
9462,1986,54.68
9462,1987,41.07
9462,1988,43.3
9462,1989,49.61
9462,1990,50.48
9462,1991,43.09
9462,1992,51.21
9462,1993,53.5
9462,1994,47.83
9462,1995,49.68
9462,1996,54.6
9462,1997,47.65
9462,1998,52.56
9462,1999,58.47
9462,2000,52.95
9462,2001,44.69
9462,2002,47.96
9462,2003,38.49
9462,2004,53.93
9462,2005,50.35
9462,2006,50.17
9462,2007,53.86
9462,2008,61.46
9462,2009,64.94
9462,2010,71.38
9462,2011,71.26
9462,2012,60.46
9462,2013,57.79
9462,2014,63.26
9462,2015,51.9
9462,2016,80.1
9463,1979,48.0
9463,1980,48.25
9463,1981,49.71
9463,1982,51.12
9463,1983,32.97
9463,1984,46.08
9463,1985,58.28
9463,1986,57.66
9463,1987,52.09
9463,1988,42.83
9463,1989,51.93
9463,1990,51.04
9463,1991,41.63
9463,1992,52.56
9463,1993,58.2
9463,1994,49.82
9463,1995,53.05
9463,1996,55.08
9463,1997,49.63
9463,1998,56.15
9463,1999,60.52
9463,2000,64.32
9463,2001,55.16
9463,2002,57.68
9463,2003,50.59
9463,2004,60.49
9463,2005,55.46
9463,2006,56.29
9463,2007,60.01
9463,2008,55.8
9463,2009,68.8
9463,2010,67.64
9463,2011,68.2
9463,2012,70.19
9463,2013,60.58
9463,2014,85.7
9463,2015,40.79
9463,2016,46.87
9464,1979,43.5
9464,1980,42.22
9464,1981,47.59
9464,1982,47.03
9464,1983,41.97
9464,1984,40.07
9464,1985,43.2
9464,1986,42.75
9464,1987,43.58
9464,1988,45.26
9464,1989,46.77
9464,1990,48.94
9464,1991,40.06
9464,1992,40.36
9464,1993,47.13
9464,1994,48.14
9464,1995,50.64
9464,1996,57.13
9464,1997,54.16
9464,1998,53.41
9471,1979,46.1
9471,1980,46.52
9471,1981,51.38
9471,1982,50.38
9471,1983,37.99
9471,1984,46.9
9471,1985,47.74
9471,1986,48.27
9471,1987,48.56
9471,1988,44.43
9471,1989,47.83
9471,1990,54.4
9471,1991,42.04
9471,1992,55.19
9471,1993,57.33
9471,1994,47.96
9471,1995,51.6
9471,1996,56.65
9471,1997,48.61
9471,1998,54.31
9471,1999,55.48
9471,2000,58.37
9471,2001,53.07
9471,2002,55.58
9471,2003,40.1
9471,2004,59.13
9471,2005,54.47
9471,2006,52.62
9471,2007,60.04
9471,2008,52.51
9471,2009,57.69
9471,2010,60.93
9471,2011,76.59
9471,2012,65.05
9471,2013,58.81
9471,2014,65.87
9471,2015,51.81
9471,2016,54.0
9471,2017,82.26
9471,2018,43.38
9471,2020,60.98
9471,2021,60.57
9472,1979,45.8
9472,1980,34.97
9472,1981,44.71
9472,1982,46.74
9472,1983,38.05
9472,1984,44.23
9472,1985,43.61
9472,1986,43.8
9472,1987,39.61
9472,1988,43.05
9472,1989,47.74
9472,1990,48.66
9472,1991,42.94
9472,1992,51.51
9472,1993,56.16
9472,1994,47.17
9472,1995,48.99
9472,1996,54.18
9472,1997,46.74
9472,1998,52.3
9472,1999,54.81
9472,2000,50.68
9472,2001,44.39
9472,2002,47.19
9472,2003,36.92
9472,2004,51.41
9472,2005,45.23
9472,2006,44.72
9472,2007,52.1
9472,2008,61.88
9472,2009,65.0
9472,2010,69.77
9472,2011,72.93
9472,2012,61.2
9472,2013,57.55
9472,2014,61.21
9472,2015,51.8
9472,2016,48.0
9473,1979,45.94
9473,1980,43.67
9473,1981,49.99
9473,1982,48.28
9473,1983,36.61
9473,1984,45.65
9473,1985,49.41
9473,1986,49.41
9473,1987,46.51
9473,1988,42.4
9473,1989,48.69
9473,1990,50.93
9473,1991,41.13
9473,1992,52.36
9473,1993,57.07
9473,1994,49.56
9473,1995,53.48
9473,1996,55.5
9473,1997,50.3
9473,1998,56.17
9473,1999,56.2
9473,2000,61.28
9473,2001,53.55
9473,2002,59.27
9473,2003,47.22
9473,2004,60.44
9473,2005,60.89
9473,2006,54.16
9473,2007,58.11
9473,2008,58.41
9473,2009,68.38
9473,2010,66.78
9473,2011,67.02
9473,2012,72.42
9473,2013,65.01
9473,2014,79.34
9473,2015,68.68
9473,2016,70.41
9473,2017,91.91
9473,2018,49.08
9474,1979,46.23
9474,1980,43.18
9474,1981,47.21
9474,1982,52.61
9474,1983,37.1
9474,1984,45.72
9474,1985,45.41
9474,1986,45.17
9474,1987,43.95
9474,1988,42.82
9474,1989,45.18
9474,1990,49.07
9474,1991,39.18
9474,1992,55.33
9474,1993,53.65
9474,1994,47.94
9474,1995,48.88
9474,1996,55.86
9474,1997,44.31
9474,1998,52.44
9474,1999,55.23
9474,2000,60.56
9474,2001,53.45
9474,2002,60.01
9474,2003,39.93
9474,2004,64.92
9474,2005,45.06
9474,2006,53.16
9474,2007,51.44
9474,2008,55.56
9474,2009,62.81
9474,2010,56.29
9474,2011,66.97
9474,2012,64.48
9474,2013,54.79
9474,2014,71.49
9474,2015,50.57
9474,2016,65.36
9475,1979,44.69
9475,1980,37.71
9475,1981,47.4
9475,1982,45.68
9475,1983,39.34
9475,1984,40.28
9475,1985,43.4
9475,1986,43.44
9475,1987,40.07
9475,1988,45.26
9475,1989,46.26
9475,1990,48.85
9475,1991,39.05
9475,1992,44.1
9475,1993,48.98
9475,1994,45.62
9475,1995,50.39
9475,1996,58.9
9475,1997,53.66
9475,1998,52.32
9475,1999,61.57
9475,2000,73.59
9475,2001,54.36
9475,2002,60.8
9475,2003,47.89
9475,2004,57.52
9475,2005,52.58
9475,2006,51.18
9475,2007,51.73
9475,2008,58.54
9475,2009,54.08
9475,2010,54.0
9475,2011,49.22
9475,2012,53.1
9475,2013,42.41
9475,2014,81.67
9475,2015,45.89
9476,1979,45.0
9476,1980,40.7
9476,1981,48.69
9476,1982,46.98
9476,1983,35.0
9476,1984,37.57
9476,1985,46.6
9476,1986,48.72
9476,1987,42.06
9476,1988,43.69
9476,1989,44.78
9476,1990,48.44
9476,1991,40.32
9476,1992,47.5
9476,1993,50.38
9476,1994,47.17
9476,1995,49.94
9476,1996,53.65
9476,1997,47.7
9476,1998,58.77
9476,1999,59.49
9476,2000,50.1
9476,2001,48.54
9476,2002,46.05
9476,2003,36.18
9476,2004,62.88
9476,2005,68.12
9476,2006,53.24
9477,1979,41.38
9477,1980,37.08
9477,1981,39.04
9477,1982,41.64
9477,1983,39.47
9477,1984,44.08
9477,1985,48.23
9477,1986,52.36
9477,1987,46.76
9477,1988,49.59
9477,1989,44.28
9477,1990,48.06
9477,1991,39.25
9477,1992,43.02
9477,1993,48.74
9477,1994,46.1
9477,1995,48.96
