district_no,year,yield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,pflanzliche_erzeugung_lag1,zuckerrben_lag1,dngemittel_lag1,pflanzenschutzmittel_lag1,saat_und_pflanzgut_lag1,energie_und_schmierstoffe_lag1,winter_temp_anomaly,winter_precip_anomaly
09176,2019,81.94,233.04533,17.641024,6,16813346.0,467.7335862393804,44.97050160649565,102.7,95.4,96.925,99.125,98.025,109.125,0.3550109730488771,0.09392179316172267
09176,2020,84.97,229.66269,17.744404,3,16596840.0,467.7335862393804,44.97050160649565,101.9,90.0,102.65,99.1,100.5,110.55,0.7776940317208982,0.051741147674132515
09176,2021,86.33,298.09137,16.555883,0,15292767.0,467.7335862393804,44.97050160649565,100.0,100.0,100.0,100.025,100.025,100.0,-0.5983768006096852,0.00828610211997649
09177,2021,93.44,408.8809,16.774342,0,15808178.0,486.1818432301588,45.0013349006324,100.0,100.0,100.0,100.025,100.025,100.0,-0.6292681120314683,-0.031051650604641767
09181,2018,98.76,250.52779,18.162518,3,17538746.0,627.7717723774085,49.032628629115536,93.1,96.7,94.2,99.3,96.425,101.7,-0.6703309883087627,0.1710957565918687
09181,2019,91.9,371.7889,16.991953,3,16645625.0,627.7717723774085,49.032628629115536,102.7,95.4,96.925,99.125,98.025,109.125,0.10430072139337199,0.1416131185745637
09181,2020,88.73,358.56555,17.102856,1,16750029.0,627.7717723774085,49.032628629115536,101.9,90.0,102.65,99.1,100.5,110.55,0.8014429278048851,0.06622827121781016
09181,2021,77.68,453.76886,16.18537,0,15714294.0,627.7717723774085,49.032628629115536,100.0,100.0,100.0,100.025,100.025,100.0,-0.4571430313467886,0.027469944748824693
09185,2018,78.3,173.67,18.845243,8,17796692.0,417.10512027480473,39.96029541523365,93.1,96.7,94.2,99.3,96.425,101.7,-0.48383800311756886,0.12106919662318116
09185,2019,87.85,265.59113,17.839672,6,16969184.0,417.10512027480473,39.96029541523365,102.7,95.4,96.925,99.125,98.025,109.125,0.31374028507980256,0.10713671092504229
09185,2020,85.92,239.71777,17.893301,4,16761299.0,417.10512027480473,39.96029541523365,101.9,90.0,102.65,99.1,100.5,110.55,0.6959556589982867,0.0698208930080293
09185,2021,81.05,311.40222,16.824526,0,15579446.0,417.10512027480473,39.96029541523365,100.0,100.0,100.0,100.025,100.025,100.0,-0.553384823963313,0.03677800428408062
09186,2018,74.14,189.654,19.00513,9,17632282.0,438.441564024743,40.93424648046478,93.1,96.7,94.2,99.3,96.425,101.7,-0.5228054732806982,0.12417900232753953
09186,2019,79.04,262.01498,17.931324,6,16693453.0,438.441564024743,40.93424648046478,102.7,95.4,96.925,99.125,98.025,109.125,0.32865111666984603,0.11961998595150414
09186,2021,81.76,337.60397,16.891363,0,15495791.0,438.441564024743,40.93424648046478,101.9,90.0,102.65,99.1,100.5,110.55,-0.6440099489396971,0.0267691581969427
09271,2018,87.37,226.71545,18.721745,5,17957990.0,407.29489499139714,50.91396782333208,93.1,96.7,94.2,99.3,96.425,101.7,-0.7177764564677318,0.17327471916982562
09271,2019,93.35,269.04364,17.953943,5,16665606.0,407.29489499139714,50.91396782333208,102.7,95.4,96.925,99.125,98.025,109.125,0.5181875524633028,0.20276085552712808
09271,2020,94.24,314.2118,17.868624,2,16894362.0,407.29489499139714,50.91396782333208,101.9,90.0,102.65,99.1,100.5,110.55,0.7912006560179634,-0.0029942616142570877
09271,2021,99.67,322.30182,17.004616,0,15922987.0,407.29489499139714,50.91396782333208,100.0,100.0,100.0,100.025,100.025,100.0,-0.3847291060180851,-0.11340374083637395
09273,2018,82.04,177.19499,18.912428,9,17708368.0,428.1411560808996,43.42475805830125,93.1,96.7,94.2,99.3,96.425,101.7,-0.5416192309611461,0.14867929972195126
09273,2019,94.25,228.75499,17.97511,7,16717891.0,428.1411560808996,43.42475805830125,102.7,95.4,96.925,99.125,98.025,109.125,0.3644209730748571,0.1117341062617756
09273,2020,96.03,231.73999,18.05115,4,16605814.0,428.1411560808996,43.42475805830125,101.9,90.0,102.65,99.1,100.5,110.55,0.7949565082306549,0.0231142856116191
09273,2021,96.25,313.41833,16.829195,0,15406983.0,428.1411560808996,43.42475805830125,100.0,100.0,100.0,100.025,100.025,100.0,-0.6083043671564496,-0.0018311438504454713
09274,2018,92.23,202.43893,18.970411,9,17684580.0,461.1059024770922,44.336303727716256,93.1,96.7,94.2,99.3,96.425,101.7,-0.5517635415250766,0.15761738348176468
09274,2019,83.89,268.09583,17.887335,4,16587690.0,461.1059024770922,44.336303727716256,102.7,95.4,96.925,99.125,98.025,109.125,0.31980931397254153,0.17149722631027187
09274,2020,93.61,288.02997,17.9205,3,16637192.0,461.1059024770922,44.336303727716256,101.9,90.0,102.65,99.1,100.5,110.55,0.7383793859228831,0.029607046660485192
09274,2021,101.95,356.48688,16.854994,0,15699331.0,461.1059024770922,44.336303727716256,100.0,100.0,100.0,100.025,100.025,100.0,-0.6051583323180125,-0.01959201765155294
09277,2018,72.54,249.36125,19.004545,8,17848318.0,439.094696242417,47.97796350824268,93.1,96.7,94.2,99.3,96.425,101.7,-0.6400094769961697,0.18874114958480437
09277,2019,66.3,271.7762,18.119984,6,16594189.0,439.094696242417,47.97796350824268,102.7,95.4,96.925,99.125,98.025,109.125,0.38394724338184005,0.179642981801456
09277,2020,74.61,378.3288,18.006252,5,16814578.0,439.094696242417,47.97796350824268,101.9,90.0,102.65,99.1,100.5,110.55,0.6424383654677399,-0.004730954717743985
09277,2021,83.61,349.83627,17.122263,0,16041756.0,439.094696242417,47.97796350824268,100.0,100.0,100.0,100.025,100.025,100.0,-0.6115982701533085,-0.06782660704154864
09278,2018,82.77,187.66,18.847319,7,17885608.0,427.0374629890868,45.09221306462092,93.1,96.7,94.2,99.3,96.425,101.7,-0.5453244692916996,0.1738236165055309
09278,2019,96.33,232.09924,17.959415,5,16742065.0,427.0374629890868,45.09221306462092,102.7,95.4,96.925,99.125,98.025,109.125,0.549345264481758,0.14879667152295095
09278,2020,97.8,274.0677,17.958282,3,16806054.0,427.0374629890868,45.09221306462092,101.9,90.0,102.65,99.1,100.5,110.55,0.7553312809979502,-0.0015813032678908545
09278,2021,96.71,291.96536,16.914942,0,15673564.0,427.0374629890868,45.09221306462092,100.0,100.0,100.0,100.025,100.025,100.0,-0.43939599556438225,-0.050636260069764294
09279,2018,79.46,190.47665,19.25607,11,17831788.0,406.1664700824181,44.82995494398418,93.1,96.7,94.2,99.3,96.425,101.7,-0.596245536300728,0.1867853945123641
09279,2019,84.48,227.85335,18.185812,7,16624068.0,406.1664700824181,44.82995494398418,102.7,95.4,96.925,99.125,98.025,109.125,0.49419312917876823,0.16128156460142784
09279,2020,90.73,286.2,18.170301,4,16781576.0,406.1664700824181,44.82995494398418,101.9,90.0,102.65,99.1,100.5,110.55,0.6715363031509582,-0.010730846405770156
09279,2021,92.08,304.74777,17.071943,0,15824580.0,406.1664700824181,44.82995494398418,100.0,100.0,100.0,100.025,100.025,100.0,-0.5550500636721836,-0.05134707779020076
09375,2018,85.16,169.66867,18.900507,8,17741486.0,420.27434483932,42.50684605147087,93.1,96.7,94.2,99.3,96.425,101.7,-0.47694038513986925,0.15171368791644757
09375,2019,83.81,216.23999,17.97682,7,16762225.0,420.27434483932,42.50684605147087,102.7,95.4,96.925,99.125,98.025,109.125,0.4371584881308763,0.09272335210817828
09375,2020,91.52,234.36131,18.0328,4,16649508.0,420.27434483932,42.50684605147087,101.9,90.0,102.65,99.1,100.5,110.55,0.7593012172009708,-0.004537273812346698
09375,2021,90.62,286.26196,16.838726,0,15386646.0,420.27434483932,42.50684605147087,100.0,100.0,100.0,100.025,100.025,100.0,-0.5785975390875819,0.017804818868826233
09471,2018,43.38,120.408,19.011753,9,17788026.0,354.51425311703053,46.39872623882177,93.1,96.7,94.2,99.3,96.425,101.7,-0.674520534552471,0.13275331708205562
09471,2020,60.98,182.36603,18.150763,7,16512150.0,354.51425311703053,46.39872623882177,102.7,95.4,96.925,99.125,98.025,109.125,0.7320526809625676,0.10368694140449985
09471,2021,60.57,265.58533,16.776953,0,14657827.0,354.51425311703053,46.39872623882177,100.0,100.0,100.0,100.025,100.025,100.0,-0.630397030580184,-0.01361761533510042
09473,2018,49.08,119.09501,18.77701,9,17552418.0,353.7904271423471,45.2185170585857,93.1,96.7,94.2,99.3,96.425,101.7,-0.8059152027643108,0.12249779681762973
09571,2018,47.17,139.27792,18.512724,5,17809460.0,449.6186755788706,44.64995754944797,93.1,96.7,94.2,99.3,96.425,101.7,-0.7290500041871724,0.1211809510303874
09571,2019,69.93,209.34999,17.405548,4,17080392.0,449.6186755788706,44.64995754944797,102.7,95.4,96.925,99.125,98.025,109.125,0.25601955864220827,0.020001624322115497
09571,2020,57.23,197.75958,17.861477,6,16736373.0,449.6186755788706,44.64995754944797,101.9,90.0,102.65,99.1,100.5,110.55,0.7394950908317242,0.1396979061849868
09571,2021,83.25,263.29086,16.373173,0,14970773.0,449.6186755788706,44.64995754944797,100.0,100.0,100.0,100.025,100.025,100.0,-0.4302355680465553,-0.0025953405992930056
09573,2018,43.25,131.55,19.02319,8,17916128.0,355.12600336415136,39.8564981078154,93.1,96.7,94.2,99.3,96.425,101.7,-0.6652450079567416,0.15127221689116266
09573,2019,72.17,197.13,17.936325,5,16969092.0,355.12600336415136,39.8564981078154,102.7,95.4,96.925,99.125,98.025,109.125,0.3109355545065,0.002215292812552949
09573,2020,64.93,191.10498,18.346869,7,16709805.0,355.12600336415136,39.8564981078154,101.9,90.0,102.65,99.1,100.5,110.55,0.7215619466240355,0.09629496872775634
09573,2021,84.83,254.875,16.87934,0,14887620.0,355.12600336415136,39.8564981078154,100.0,100.0,100.0,100.025,100.025,100.0,-0.6059061708535296,0.009420789431279886
09575,2018,60.93,124.32133,19.022226,8,17925328.0,356.623046133806,44.30047674715925,93.1,96.7,94.2,99.3,96.425,101.7,-0.7304047512512852,0.1322037659089117
09575,2019,79.16,196.51865,17.764715,4,17118202.0,356.623046133806,44.30047674715925,102.7,95.4,96.925,99.125,98.025,109.125,0.2803147526809653,-0.019937881978185246
09575,2020,70.2,178.36732,18.387758,9,16764618.0,356.623046133806,44.30047674715925,101.9,90.0,102.65,99.1,100.5,110.55,0.7041560007619978,0.13568829453807973
09575,2021,91.07,260.46,16.80527,0,14917411.0,356.623046133806,44.30047674715925,100.0,100.0,100.0,100.025,100.025,100.0,-0.5217297977191606,-0.0072021572544775925
09577,2019,62.62,227.57169,17.452595,4,16973658.0,490.3084003469995,45.34564951930825,102.7,95.4,96.925,99.125,98.025,109.125,0.3116908216542811,0.05986652219356525
09672,2018,47.37,105.96187,18.3534,6,17864322.0,378.590599867644,54.50920750922612,93.1,96.7,94.2,99.3,96.425,101.7,-0.6837300612858712,0.08882649653944852
09672,2019,62.39,195.48499,17.011547,4,16844570.0,378.590599867644,54.50920750922612,102.7,95.4,96.925,99.125,98.025,109.125,0.4232615153436541,-0.10198727418276621
09672,2020,63.11,148.10999,17.512865,3,16429397.0,378.590599867644,54.50920750922612,101.9,90.0,102.65,99.1,100.5,110.55,0.7260023781706195,0.1497040470405191
09672,2021,85.98,263.32877,16.133993,0,14745235.0,378.590599867644,54.50920750922612,100.0,100.0,100.0,100.025,100.025,100.0,-0.5247700236701007,0.02069453855567338
09673,2018,60.05,109.51999,18.117586,6,17778740.0,399.6528141776127,52.04001503592565,93.1,96.7,94.2,99.3,96.425,101.7,-0.7610141180098253,0.09301133565766362
09673,2019,60.44,181.01797,16.745329,4,16582606.0,399.6528141776127,52.04001503592565,102.7,95.4,96.925,99.125,98.025,109.125,0.45028350656798466,-0.10289150618113685
09673,2020,68.93,154.95299,17.179464,4,16237405.0,399.6528141776127,52.04001503592565,101.9,90.0,102.65,99.1,100.5,110.55,0.7117916222989038,0.14405535559178673
09673,2021,75.48,272.89502,15.891577,0,14523994.0,399.6528141776127,52.04001503592565,100.0,100.0,100.0,100.025,100.025,100.0,-0.46944265383291395,0.03523470630063419
09674,2018,64.65,108.99307,19.020227,9,17772630.0,328.89888500557123,46.22027646058158,93.1,96.7,94.2,99.3,96.425,101.7,-0.7179764210055737,0.12216961927919034
09674,2019,59.55,173.96924,17.78041,5,16814860.0,328.89888500557123,46.22027646058158,102.7,95.4,96.925,99.125,98.025,109.125,0.36864209809965587,-0.09072244106213923
09674,2020,68.18,157.67076,18.153046,7,16463297.0,328.89888500557123,46.22027646058158,101.9,90.0,102.65,99.1,100.5,110.55,0.7104341121407174,0.12893587611085233
09674,2021,76.33,247.43384,16.784351,0,14690943.0,328.89888500557123,46.22027646058158,100.0,100.0,100.0,100.025,100.025,100.0,-0.6038930413860157,0.006039987781255363
09675,2018,51.85,108.045006,19.318771,10,18019446.0,278.4854999450129,45.36807458445826,93.1,96.7,94.2,99.3,96.425,101.7,-0.6752626939683637,0.1233070298871568
09675,2019,71.37,189.31502,18.006655,5,17182632.0,278.4854999450129,45.36807458445826,102.7,95.4,96.925,99.125,98.025,109.125,0.29703932098431096,-0.08085094926211134
09675,2020,63.06,157.85501,18.620672,9,16775950.0,278.4854999450129,45.36807458445826,101.9,90.0,102.65,99.1,100.5,110.55,0.7138098644093702,0.13722690132967674
09675,2021,84.8,262.81,17.122866,0,14932134.0,278.4854999450129,45.36807458445826,100.0,100.0,100.0,100.025,100.025,100.0,-0.601729252803807,0.011888835158171851
09676,2018,71.2,117.37399,19.286133,10,18000590.0,297.1266770863703,58.32921233383006,93.1,96.7,94.2,99.3,96.425,101.7,-0.6360289564452728,0.09110990423308718
09676,2019,80.81,208.773,17.99365,4,17325214.0,297.1266770863703,58.32921233383006,102.7,95.4,96.925,99.125,98.025,109.125,0.3832808814199211,-0.06124170332404688
09676,2020,72.89,151.128,18.638708,9,16737295.0,297.1266770863703,58.32921233383006,101.9,90.0,102.65,99.1,100.5,110.55,0.7201084410527301,0.18100869490182192
09677,2018,68.97,102.86,18.887833,10,17965826.0,310.7730440507332,56.03867990623019,93.1,96.7,94.2,99.3,96.425,101.7,-0.5690903540178169,0.07188996072397824
09677,2019,69.66,187.50117,17.539923,4,17125094.0,310.7730440507332,56.03867990623019,102.7,95.4,96.925,99.125,98.025,109.125,0.43390208720234114,-0.10009960352425273
09677,2020,76.56,142.25471,18.183344,9,16630432.0,310.7730440507332,56.03867990623019,101.9,90.0,102.65,99.1,100.5,110.55,0.742094761386511,0.18440101750849935
09677,2021,87.75,264.17706,16.624107,0,14881683.0,310.7730440507332,56.03867990623019,100.0,100.0,100.0,100.025,100.025,100.0,-0.4636203955406586,-0.027825945301033772
09678,2018,59.12,106.32819,19.13189,9,17933828.0,289.2862406787357,46.60291763957963,93.1,96.7,94.2,99.3,96.425,101.7,-0.6838380876091605,0.11111920731567548
09678,2019,57.44,189.10547,17.847082,4,17025808.0,289.2862406787357,46.60291763957963,102.7,95.4,96.925,99.125,98.025,109.125,0.3755409023706875,-0.11511273416412038
09678,2020,61.54,153.75818,18.365898,9,16631809.0,289.2862406787357,46.60291763957963,101.9,90.0,102.65,99.1,100.5,110.55,0.6875087740704657,0.13631103331810723
09678,2021,81.18,255.09818,16.948511,0,14874017.0,289.2862406787357,46.60291763957963,100.0,100.0,100.0,100.025,100.025,100.0,-0.5805003025972724,0.033122446178698084
09679,2018,60.18,102.341995,19.280684,10,18001890.0,295.3339376478746,49.79183859996042,93.1,96.7,94.2,99.3,96.425,101.7,-0.6164366562391024,0.11480240952332221
09679,2019,79.29,179.426,17.932316,5,17267840.0,295.3339376478746,49.79183859996042,102.7,95.4,96.925,99.125,98.025,109.125,0.32884344563956347,-0.0922599435081497
09679,2020,72.46,149.505,18.59097,9,16801342.0,295.3339376478746,49.79183859996042,101.9,90.0,102.65,99.1,100.5,110.55,0.7256603013842664,0.16159436624463774
09679,2021,89.47,258.324,17.059631,0,14955354.0,295.3339376478746,49.79183859996042,100.0,100.0,100.0,100.025,100.025,100.0,-0.5441819098178371,-0.005112752208132121
09771,2018,95.42,201.52599,18.797863,8,17628798.0,488.8423700832919,41.31451596523443,93.1,96.7,94.2,99.3,96.425,101.7,-0.5713281796595311,0.14351791381609624
09771,2019,94.89,311.15305,17.631641,5,16858454.0,488.8423700832919,41.31451596523443,102.7,95.4,96.925,99.125,98.025,109.125,0.1900149818357022,0.10478155029015435
09771,2020,99.54,271.557,17.713818,4,16744707.0,488.8423700832919,41.31451596523443,101.9,90.0,102.65,99.1,100.5,110.55,0.7198486107168378,0.08823968276743788
09771,2021,89.75,350.76596,16.743254,0,15619923.0,488.8423700832919,41.31451596523443,100.0,100.0,100.0,100.025,100.025,100.0,-0.4970575727300002,0.031958173411225754
09772,2018,81.73,210.08911,18.523949,7,17684892.0,510.956197286752,43.52074393646736,93.1,96.7,94.2,99.3,96.425,101.7,-0.5911800405888812,0.1690634687995285
09772,2019,94.1,308.65457,17.316177,3,16977454.0,510.956197286752,43.52074393646736,102.7,95.4,96.925,99.125,98.025,109.125,0.1971120714968606,0.09563593272057913
09772,2020,94.69,299.23,17.436054,3,16920642.0,510.956197286752,43.52074393646736,101.9,90.0,102.65,99.1,100.5,110.55,0.692571929453834,0.10403907558854542
09772,2021,81.81,364.17093,16.432262,0,15749409.0,510.956197286752,43.52074393646736,100.0,100.0,100.0,100.025,100.025,100.0,-0.5057894873800706,0.04406658923045237
09773,2018,74.76,180.12727,18.683287,8,17662966.0,454.5975139106636,41.17990861550313,93.1,96.7,94.2,99.3,96.425,101.7,-0.5103368027685065,0.15755436658125643
09773,2019,92.39,249.75998,17.648632,5,17119054.0,454.5975139106636,41.17990861550313,102.7,95.4,96.925,99.125,98.025,109.125,0.24622483554435348,0.05500583246982038
09773,2020,97.29,249.62816,17.695807,3,16905120.0,454.5975139106636,41.17990861550313,101.9,90.0,102.65,99.1,100.5,110.55,0.6567021852411017,0.1429423159556602
09773,2021,85.71,309.94543,16.585121,0,15662351.0,454.5975139106636,41.17990861550313,100.0,100.0,100.0,100.025,100.025,100.0,-0.45926051047439387,0.04940050277631958
09774,2018,87.47,192.351,18.565311,8,17759696.0,506.25228386240246,43.53821514599303,93.1,96.7,94.2,99.3,96.425,101.7,-0.6101064864733985,0.19983425349586637
09774,2019,98.16,271.69598,17.344841,4,17185510.0,506.25228386240246,43.53821514599303,102.7,95.4,96.925,99.125,98.025,109.125,0.2296238306352052,0.08073570929610097
09774,2020,97.96,279.82104,17.435131,3,17095142.0,506.25228386240246,43.53821514599303,101.9,90.0,102.65,99.1,100.5,110.55,0.6632606082255847,0.10892837004491196
09774,2021,88.63,342.661,16.31947,0,15865823.0,506.25228386240246,43.53821514599303,100.0,100.0,100.0,100.025,100.025,100.0,-0.49723904901441074,0.05925681839134245
09775,2018,78.02,196.452,18.430872,7,17747012.0,515.0072983744109,43.576099256786335,93.1,96.7,94.2,99.3,96.425,101.7,-0.6125417914052491,0.21118904338907707
09775,2019,78.5,276.46,17.187336,3,17211524.0,515.0072983744109,43.576099256786335,102.7,95.4,96.925,99.125,98.025,109.125,0.21050108154446434,0.04449128160413807
09775,2020,83.52,292.88998,17.370634,3,17135284.0,515.0072983744109,43.576099256786335,101.9,90.0,102.65,99.1,100.5,110.55,0.6506437442200195,0.1127541245764363
09775,2021,74.05,346.342,16.208212,0,15861468.0,515.0072983744109,43.576099256786335,100.0,100.0,100.0,100.025,100.025,100.0,-0.4880859226219627,0.07298829214741187
09779,2018,89.56,159.02533,18.393208,5,17821440.0,460.92054801805193,42.67593741906976,93.1,96.7,94.2,99.3,96.425,101.7,-0.5653961898568127,0.13204300929548696
09779,2019,94.07,238.54533,17.455559,4,17165898.0,460.92054801805193,42.67593741906976,102.7,95.4,96.925,99.125,98.025,109.125,0.26269909085505105,0.04849787327906485
09779,2020,91.56,229.26668,17.56348,3,16859630.0,460.92054801805193,42.67593741906976,101.9,90.0,102.65,99.1,100.5,110.55,0.7040125244774913,0.10858260202342906
09779,2021,83.52,279.43396,16.375677,0,15465785.0,460.92054801805193,42.67593741906976,100.0,100.0,100.0,100.025,100.025,100.0,-0.44579596962205414,0.02746171155587329
12062,2018,69.87,103.10773,20.06206,18,17038026.0,102.26153647522072,36.17198747447048,93.1,96.7,94.2,99.3,96.425,101.7,-0.7830759747435536,0.03575546613505254
12062,2019,67.12,154.39865,18.789448,8,15910353.0,102.26153647522072,36.17198747447048,102.7,95.4,96.925,99.125,98.025,109.125,0.5002821729636366,0.03219574750315868
12063,2018,43.18,81.40652,19.623201,14,17105138.0,34.27972390292592,35.81629520224732,93.1,96.7,94.2,99.3,96.425,101.7,-0.8529856715215374,0.11289995477162473
12063,2019,61.82,175.49434,18.464497,8,15230685.0,34.27972390292592,35.81629520224732,102.7,95.4,96.925,99.125,98.025,109.125,0.605100232962684,-0.20719982195320374
12063,2020,78.13,180.84521,18.425081,5,15142778.0,34.27972390292592,35.81629520224732,101.9,90.0,102.65,99.1,100.5,110.55,1.0347875314394628,0.10666627236152904
12063,2021,68.86,220.58653,17.873669,0,13804186.0,34.27972390292592,35.81629520224732,100.0,100.0,100.0,100.025,100.025,100.0,-0.34381891091493344,-0.07507684591281216
12064,2018,61.8,132.03188,19.274399,11,16743385.0,47.27500580551489,36.64059745746665,93.1,96.7,94.2,99.3,96.425,101.7,-0.8448859070101093,0.1105961862961613
12064,2019,56.83,177.69283,18.484636,8,15302735.0,47.27500580551489,36.64059745746665,102.7,95.4,96.925,99.125,98.025,109.125,0.49397754490883017,-0.142880363464569
12064,2020,42.86,181.88031,18.54989,7,15312525.0,47.27500580551489,36.64059745746665,101.9,90.0,102.65,99.1,100.5,110.55,1.173232201646556,0.0851669279535201
12069,2019,50.02,171.66513,18.677217,9,15483382.0,70.97111090237965,39.06239026621852,102.7,95.4,96.925,99.125,98.025,109.125,0.6006188986639813,-0.17424498021253065
12070,2018,51.99,82.20313,18.965809,10,16830494.0,52.93772890964092,36.17088665928267,93.1,96.7,94.2,99.3,96.425,101.7,-0.8821073002568482,0.13737956716485455
12070,2019,73.23,189.20686,17.68402,4,14627882.0,52.93772890964092,36.17088665928267,102.7,95.4,96.925,99.125,98.025,109.125,0.6086674024177796,-0.24340638258616265
12070,2020,74.04,179.7503,17.67404,3,14797101.0,52.93772890964092,36.17088665928267,101.9,90.0,102.65,99.1,100.5,110.55,0.9634944197737809,0.16390751565428152
12070,2021,81.77,200.0922,17.509872,0,13674670.0,52.93772890964092,36.17088665928267,100.0,100.0,100.0,100.025,100.025,100.0,-0.17793690658430705,-0.07970772729606723
12073,2018,47.88,119.862686,18.790222,5,16630652.0,54.7569700705869,35.820799452742165,93.1,96.7,94.2,99.3,96.425,101.7,-0.8580107429889949,0.182281830891609
12073,2019,65.31,187.30707,17.91132,3,14996964.0,54.7569700705869,35.820799452742165,102.7,95.4,96.925,99.125,98.025,109.125,0.5737349695350531,-0.12744128291017653
12073,2020,67.05,191.17,17.661335,4,15104993.0,54.7569700705869,35.820799452742165,101.9,90.0,102.65,99.1,100.5,110.55,1.1986737282368836,0.061411997779322824
12073,2021,70.94,254.83951,17.589417,0,13920391.0,54.7569700705869,35.820799452742165,100.0,100.0,100.0,100.025,100.025,100.0,-0.25036494007287047,-0.07981315622525909
13071,2018,56.56,92.75636,18.622282,6,16567289.0,62.05753027410464,38.64812536384011,93.1,96.7,94.2,99.3,96.425,101.7,-0.9353489820834398,0.22153868145752154
13071,2019,67.96,190.87985,17.44167,3,14778440.0,62.05753027410464,38.64812536384011,102.7,95.4,96.925,99.125,98.025,109.125,0.6305821039570105,-0.1549830049800056
13071,2020,73.35,194.34743,17.27036,2,14941039.0,62.05753027410464,38.64812536384011,101.9,90.0,102.65,99.1,100.5,110.55,1.1220625138515743,0.1361833143663269
13071,2021,70.82,226.50703,17.457794,0,13927505.0,62.05753027410464,38.64812536384011,100.0,100.0,100.0,100.025,100.025,100.0,-0.16793157063978015,-0.05492078963394276
13072,2018,68.44,101.83306,18.349758,5,16622244.0,36.06949016828116,38.63362555388887,93.1,96.7,94.2,99.3,96.425,101.7,-0.9960342627830983,0.2629588828835141
13072,2019,77.78,198.47816,17.107586,0,14886357.0,36.06949016828116,38.63362555388887,102.7,95.4,96.925,99.125,98.025,109.125,0.6383954403786447,-0.12819268124356387
13072,2020,80.78,178.75163,16.999552,0,15250381.0,36.06949016828116,38.63362555388887,101.9,90.0,102.65,99.1,100.5,110.55,1.0213756804255922,0.17809922455141858
13072,2021,74.57,205.0206,17.290936,0,14243210.0,36.06949016828116,38.63362555388887,100.0,100.0,100.0,100.025,100.025,100.0,-0.16309303326028157,-0.01903496355474721
13073,2018,69.9,103.707085,18.493977,3,16542492.0,14.737300532102989,43.14493181361785,93.1,96.7,94.2,99.3,96.425,101.7,-0.8948097327474329,0.2748267087833285
13073,2019,81.19,205.66513,17.181618,0,15079917.0,14.737300532102989,43.14493181361785,102.7,95.4,96.925,99.125,98.025,109.125,0.6323890294891612,-0.08811568054554686
13073,2020,82.62,215.22878,17.0333,0,15220959.0,14.737300532102989,43.14493181361785,101.9,90.0,102.65,99.1,100.5,110.55,1.0318777646617718,0.182239986368129
13073,2021,90.37,234.46683,17.39337,0,14339462.0,14.737300532102989,43.14493181361785,100.0,100.0,100.0,100.025,100.025,100.0,-0.10286891643028184,-0.05240891137509285
13074,2018,56.48,107.66999,18.249323,6,16638829.0,41.47393948165326,43.10618084867727,93.1,96.7,94.2,99.3,96.425,101.7,-1.0459720400016863,0.16585498929892561
13074,2019,78.22,195.16765,17.054314,1,14682791.0,41.47393948165326,43.10618084867727,102.7,95.4,96.925,99.125,98.025,109.125,0.6654182238788167,-0.1861374394558012
13074,2020,79.01,167.73235,17.045868,0,15184429.0,41.47393948165326,43.10618084867727,101.9,90.0,102.65,99.1,100.5,110.55,0.9981568450182294,0.22868397091276105
13074,2021,63.41,208.08102,17.120214,0,14068138.0,41.47393948165326,43.10618084867727,100.0,100.0,100.0,100.025,100.025,100.0,-0.19047149688236686,-0.011709803073761238
13075,2018,57.17,114.63788,18.832716,4,16468246.0,17.711266955122902,41.0799393666064,93.1,96.7,94.2,99.3,96.425,101.7,-0.9172250035681486,0.2348721386461583
13075,2019,70.15,185.56442,17.673056,3,14967939.0,17.711266955122902,41.0799393666064,102.7,95.4,96.925,99.125,98.025,109.125,0.6330130788243196,-0.09651799485901569
13075,2020,70.87,210.596,17.424284,2,15022696.0,17.711266955122902,41.0799393666064,101.9,90.0,102.65,99.1,100.5,110.55,1.1651805824915868,0.10074451388614847
13075,2021,71.76,259.16498,17.651054,0,14029327.0,17.711266955122902,41.0799393666064,100.0,100.0,100.0,100.025,100.025,100.0,-0.15987182507404896,-0.021647358533211536
13076,2018,61.26,93.37452,18.543846,9,16589055.0,44.7086480808374,41.34521384306508,93.1,96.7,94.2,99.3,96.425,101.7,-0.9325664261703537,0.140940809064787
13076,2019,70.64,194.36613,17.269714,2,14485286.0,44.7086480808374,41.34521384306508,102.7,95.4,96.925,99.125,98.025,109.125,0.632234731530275,-0.2404083908821859
13076,2020,77.22,170.61293,17.278173,2,14841263.0,44.7086480808374,41.34521384306508,101.9,90.0,102.65,99.1,100.5,110.55,0.9356203905413167,0.23466664459299724
13076,2021,50.36,195.89081,17.310667,0,13730874.0,44.7086480808374,41.34521384306508,100.0,100.0,100.0,100.025,100.025,100.0,-0.23024508221413953,-0.047991677308075076
14522,2018,69.54,98.079994,18.75052,8,17129464.0,354.76248611154307,54.89524089500766,93.1,96.7,94.2,99.3,96.425,101.7,-0.8026062199265311,0.032167906942416336
14522,2019,81.15,197.91612,17.40299,2,16153658.0,354.76248611154307,54.89524089500766,102.7,95.4,96.925,99.125,98.025,109.125,0.3801005006170044,0.16033444878754088
