district_no,year,kreisYield,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,Crop,Field_ha,Harvested_t,Yield_dt/ha,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,kreisField_ha,winter_temp_anomaly,winter_precip_anomaly
06634,2019,78.98,166.11611938476562,16.90859603881836,4.0,16063343.0,302.2606762770996,50.86215178289449,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1748.1273293358279,0.399569459815325,-0.1537513004083021
06634,2020,79.7,160.26612854003906,17.219018936157227,3.0,15667339.0,302.2606762770996,50.86215178289449,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1759.499596254349,0.6407295333540901,0.18798583647785638
06634,2021,81.63,256.1111145019531,16.12262535095215,0.0,14167345.0,302.2606762770996,50.86215178289449,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1599.2659015705583,-0.4223945033901373,0.0563743645541801
06636,2017,77.01,326.9739685058594,15.749277114868164,0.0,14261372.0,329.5856077347513,57.24082814403981,Sugar beet,17600.0,1556400.0,883.0,254.0,24.5,-229.5,1534.967155679539,-2.2529295446066726,-0.5828584241667941
06636,2019,74.28,166.12600708007812,16.633533477783203,3.0,15713475.0,329.5856077347513,57.24082814403981,Sugar beet,17800.0,1434500.0,804.2,258.5,15.0,-243.5,1644.0984809200465,0.44583882020918963,-0.10614132679846011
06636,2020,68.96,186.22532653808597,16.914581298828125,3.0,15486968.0,329.5856077347513,57.24082814403981,Sugar beet,16500.0,1233600.0,747.4,269.5,191.75,-77.75,1522.3976431329975,0.7142197398683265,0.13963655527941166
06636,2021,77.11,244.5800018310547,15.996940612792969,0.0,13928499.0,329.5856077347513,57.24082814403981,Sugar beet,16600.0,1407200.0,847.3,257.8,22.0,-235.8,1510.7116705880896,-0.3682202575192832,0.008448824831245538
07131,2017,87.47,295.6155700683594,15.84316635131836,0.0,14790187.0,347.5748997180113,61.81875079042029,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,2175.0006220479813,-1.856712780719647,-0.5780490722537655
07133,2019,84.04,171.92092895507812,18.04244804382324,6.0,17705350.0,296.724437063036,51.07921936344532,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1882.2906568054334,0.30858501061374,-0.1998724840123539
07137,2017,86.51,249.0799865722656,16.5571231842041,0.0,14944552.0,275.56174301379946,52.56413776581187,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,2151.129573720943,-1.8623621269169917,-0.5809115748949245
07137,2019,76.15,195.01751708984372,17.511032104492188,5.0,16970672.0,275.56174301379946,52.56413776581187,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1705.5739352181552,0.2685329763255595,-0.14634105903272665
07137,2020,59.96,146.09832763671875,17.930208206176758,8.0,15907233.0,275.56174301379946,52.56413776581187,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1679.409265524683,0.5119372634617321,0.23691890186596187
07137,2021,82.65,280.32916259765625,16.499561309814453,0.0,14733254.0,275.56174301379946,52.56413776581187,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1581.1133536346088,-0.14569727716155967,0.07284022371611987
07331,2017,77.98,226.24713134765625,17.950634002685547,4.0,15675481.0,184.74102991462405,48.12279545184597,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,1939.0253630650693,-1.9257721352318526,-0.6342284739584589
07331,2019,78.18,164.855712890625,19.406177520751957,12.0,17704498.0,184.74102991462405,48.12279545184597,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1751.0409751195714,0.40418104932825827,-0.25234776162191375
07331,2020,62.62,97.04286193847656,19.92459297180176,17.0,16902370.0,184.74102991462405,48.12279545184597,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1753.9127452827825,0.5575561880808095,0.20105094694887238
07331,2021,82.23,219.5900115966797,17.827299118041992,0.0,15154291.0,184.74102991462405,48.12279545184597,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1573.0786578266652,-0.355721640099091,0.08789170074307795
07332,2017,74.55,286.99664306640625,17.750560760498047,4.0,15794371.0,265.18497040983937,54.88075242723909,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,1853.7360966465876,-2.1063474428274276,-0.6347351507659171
07332,2019,71.52,177.8300018310547,19.13032913208008,9.0,17740564.0,265.18497040983937,54.88075242723909,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1601.8732481523627,0.4144397297329192,-0.26196921196687206
07332,2020,26.24,111.538330078125,19.753318786621094,12.0,17072884.0,265.18497040983937,54.88075242723909,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,734.9516198693742,0.6094388587994217,0.2087685583018053
07332,2021,70.16,259.8283386230469,17.600278854370117,0.0,15341519.0,265.18497040983937,54.88075242723909,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1342.1768044888584,-0.31097361806007484,0.0835639619927413
07333,2017,89.69,262.7912292480469,17.140689849853516,2.0,15668737.0,306.886938037734,50.4921750699735,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,2230.2024213042578,-1.9696441907041162,-0.6235279045586877
07333,2019,77.35,179.58377075195312,18.334922790527344,7.0,17710560.0,306.886938037734,50.4921750699735,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1732.4510031401744,0.38202588249328073,-0.24917221325106853
07333,2020,68.67,112.58250427246094,18.9301872253418,10.0,16940944.0,306.886938037734,50.4921750699735,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1923.3661484919944,0.5379678282340024,0.21911326032099043
07333,2021,87.99,261.9512634277344,16.876256942749023,0.0,15204455.0,306.886938037734,50.4921750699735,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1683.2687717641766,-0.26053122635278214,0.07241441742709376
07334,2017,77.96,242.28598022460935,18.657041549682617,8.0,15857519.0,120.12467382252188,47.66931692198731,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,1938.5280495582556,-2.153284188667101,-0.5913833889314277
07334,2019,67.24,136.58001708984375,20.02142143249512,15.0,17780738.0,120.12467382252188,47.66931692198731,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1506.01170589716,0.35611495219757217,-0.17982385137306367
07334,2020,54.7,104.33399963378906,20.338747024536133,15.0,17232500.0,120.12467382252188,47.66931692198731,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1532.0828356270874,0.6354380350098836,0.17434042237423064
07334,2021,86.37,217.87998962402344,18.375438690185547,1.0,15507694.0,120.12467382252188,47.66931692198731,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1652.2778022192517,-0.3178299820808661,0.0418139023448898
07337,2017,84.46,299.3614501953125,17.923080444335938,5.0,15847059.0,251.85473949706744,56.42069397953205,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,2100.154939272579,-2.157366752670896,-0.6137461313732037
07337,2019,82.84,158.2285614013672,19.196992874145508,10.0,17789312.0,251.85473949706744,56.42069397953205,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1855.4135888834137,0.4047603435253109,-0.22774592452847142
07337,2020,68.11,120.87857818603516,19.66623878479004,14.0,17209764.0,251.85473949706744,56.42069397953205,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1907.681205385026,0.6083180174325662,0.20372786892340033
07337,2021,87.58,263.432861328125,17.660676956176758,0.0,15492033.0,251.85473949706744,56.42069397953205,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1675.4253782373748,-0.2743274009100105,0.04996359603430034
07338,2017,39.21,243.885009765625,18.57971572875977,7.0,15900463.0,100.9821622520557,41.94914260173256,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,974.9831301074809,-2.0288844838551086,-0.6108834638030763
07339,2017,84.91,235.1457061767578,17.820375442504883,4.0,15505224.0,190.07160074730552,48.84544684417733,Sugar beet,19900.0,1594400.0,800.3,254.0,24.5,-229.5,2111.344493175878,-1.9137198965393054,-0.6307934290648958
07339,2019,78.31,168.59715270996094,19.1885929107666,12.0,17565492.0,190.07160074730552,48.84544684417733,Sugar beet,17600.0,1380600.0,785.8,258.5,15.0,-243.5,1753.9526574777901,0.3953865394385616,-0.24026935203119215
07339,2020,53.48,106.4528579711914,19.71449279785156,15.0,16717326.0,190.07160074730552,48.84544684417733,Sugar beet,16500.0,970600.0,589.1,269.5,191.75,-77.75,1497.9120667154775,0.5416467696360314,0.20177193214965405
07339,2021,87.17,234.0471343994141,17.6923885345459,0.0,14989319.0,190.07160074730552,48.84544684417733,Sugar beet,16100.0,1359100.0,841.6,257.8,22.0,-235.8,1667.581984710573,-0.32876040707560605,0.0855220576259994
08111,2017,84.09,264.1500244140625,17.345699310302734,1.0,15713016.0,354.9420980627743,47.02420308255134,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,1969.1417506318726,-2.182247116419319,-0.6143428111459219
08111,2019,82.92,197.10333251953125,18.156179428100582,5.0,17464420.0,354.9420980627743,47.02420308255134,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,2024.193306041892,0.17437467911275917,-0.01617771915477062
08111,2020,65.46,179.8100128173828,18.652374267578125,9.0,16985448.0,354.9420980627743,47.02420308255134,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1769.1891866321878,0.7084804172351369,0.18731778185738612
08111,2021,83.05,254.81332397460935,16.986984252929688,0.0,15257593.0,354.9420980627743,47.02420308255134,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1926.7995218003573,-0.3582815923625162,0.0532003992757446
08115,2017,89.88,269.86376953125,16.851354598999023,1.0,15873869.0,470.1272866448536,48.94521501984948,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2104.726608952226,-2.27592309047634,-0.6149394200195731
08115,2019,86.58,222.15626525878903,17.594158172607422,4.0,17593196.0,470.1272866448536,48.94521501984948,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,2113.5390308382416,0.1774791546130814,-0.0016760534370608982
08118,2017,86.64,271.1750183105469,17.764381408691406,3.0,15701686.0,282.4640191800873,46.63304415170457,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2028.8552892703701,-2.147563017290622,-0.6143570968239054
08118,2019,78.26,192.3249969482422,18.60962677001953,6.0,17531050.0,282.4640191800873,46.63304415170457,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1910.4361810279602,0.20907543383202665,-0.03328769296672729
08118,2020,64.59,172.52499389648438,19.0567684173584,11.0,17002638.0,282.4640191800873,46.63304415170457,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1745.6756731526586,0.6920518105223437,0.20920261001989027
08118,2021,81.88,247.2000274658203,17.430505752563477,0.0,15193535.0,282.4640191800873,46.63304415170457,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1899.6549650212314,-0.3367744157770858,0.038767749978751986
08119,2019,81.36,180.302734375,17.924209594726562,4.0,17364214.0,382.740038914057,56.07542370943023,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1986.111521702464,0.19964735101694941,0.009558397297651178
08119,2020,59.07,174.02273559570312,18.36261749267578,8.0,16870838.0,382.740038914057,56.07542370943023,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1596.4864841790918,0.7524238911254884,0.17003544908239432
08125,2017,91.85,262.6806030273437,17.641374588012695,3.0,15674106.0,256.19008124886005,52.63757019254051,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2150.858244684712,-2.0469011429840407,-0.6023610011600482
08125,2019,84.63,161.46124267578125,18.67599868774414,5.0,17554260.0,256.19008124886005,52.63757019254051,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,2065.936800413957,0.26591964251412037,-0.018665901431846876
08125,2020,63.06,143.7893829345703,19.048070907592773,10.0,16965412.0,256.19008124886005,52.63757019254051,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1704.3243218610721,0.6499157540620786,0.21543657038099484
08125,2021,85.1,216.72686767578125,17.456832885742188,0.0,15077734.0,256.19008124886005,52.63757019254051,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1974.360497353527,-0.3643082052890918,-0.002530681451004879
08126,2017,91.55,261.5539855957031,17.02701187133789,1.0,15533542.0,336.4091301756647,55.46941274867426,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2143.833122491948,-2.167286777711695,-0.6004843303603097
08126,2019,82.38,166.60301208496094,17.909404754638672,4.0,17391742.0,336.4091301756647,55.46941274867426,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,2011.0111499243974,0.25837951629648614,-0.002143372185410386
08126,2020,67.41,154.61203002929688,18.39375877380371,9.0,16852902.0,336.4091301756647,55.46941274867426,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1821.8918892587196,0.7033249912564088,0.189708925392845
08126,2021,86.0,227.04800415039065,16.799314498901367,0.0,14945873.0,336.4091301756647,55.46941274867426,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1995.2409256451626,-0.3591617807455805,0.007139803690360713
08127,2019,77.8,189.0029296875,17.415029525756836,4.0,17273462.0,438.4217083344317,55.9660877410672,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1899.2069369278722,0.2923838110049246,0.04211702804298989
08128,2017,86.88,279.7831420898437,16.916887283325195,1.0,15532850.0,333.40966965901134,51.929721011856586,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2034.4753870245816,-2.0889737557423587,-0.6220924121801463
08128,2019,77.75,173.98251342773438,17.808971405029297,4.0,17320770.0,333.40966965901134,51.929721011856586,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1897.9863669169933,0.31030457301244496,-0.042447766794875386
08128,2020,73.21,148.91749572753906,18.443191528320312,9.0,16807838.0,333.40966965901134,51.929721011856586,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1978.6486457889164,0.6772412552357423,0.18547842588337726
08128,2021,89.38,247.70562744140625,16.866456985473633,0.0,14932395.0,333.40966965901134,51.929721011856586,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,2073.658534118193,-0.42790941992439,0.0037641611890377735
08215,2017,77.35,259.52716064453125,18.339231491088867,5.0,15936903.0,177.52681894776447,50.89967809672198,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,1811.310672034431,-2.1060052292166915,-0.5718124317562694
08215,2019,76.19,157.1364288330078,19.555673599243164,11.0,17816402.0,177.52681894776447,50.89967809672198,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1859.9045825775654,0.3181914030496955,-0.10116654995751928
08215,2020,56.37,125.87142944335938,19.90579605102539,13.0,17247784.0,177.52681894776447,50.89967809672198,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1523.5135113115862,0.6701549366667336,0.16405228627024138
08215,2021,86.4,222.7514495849609,18.15177345275879,0.0,15481831.0,177.52681894776447,50.89967809672198,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,2004.5211159970006,-0.3541191434044322,0.006372888093825413
08225,2017,94.44,310.6014099121094,16.838998794555664,1.0,15605383.0,355.92770085814504,55.70083988664711,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2211.5084662822455,-2.144731865605081,-0.6245794278888053
08225,2019,77.41,197.77569580078125,17.932849884033203,4.0,17475156.0,355.92770085814504,55.70083988664711,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1889.6864908430155,0.3305814003410319,-0.023586661930468655
08225,2020,71.49,154.82284545898438,18.440448760986328,9.0,16877668.0,355.92770085814504,55.70083988664711,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,1932.1621593696166,0.6823739979558923,0.19289096458728117
08225,2021,73.95,252.2057037353516,16.786911010742188,0.0,15003567.0,355.92770085814504,55.70083988664711,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1715.6751912960437,-0.3596518000776996,-0.013066251089322578
08226,2017,85.45,273.77880859375,17.803373336791992,3.0,15702781.0,209.0248696311348,54.230921024529486,Sugar beet,20600.0,1814000.0,879.7,254.0,24.5,-229.5,2000.9889712390711,-2.025481640083626,-0.5807836785357983
08226,2019,79.42,164.8931427001953,19.035568237304688,7.0,17613600.0,209.0248696311348,54.230921024529486,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1938.7534052803553,0.3471639353030582,-0.10154688927742195
08226,2020,76.94,123.0418701171875,19.53351593017578,10.0,16984628.0,209.0248696311348,54.230921024529486,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,2079.459456454026,0.6415401996669061,0.16631378130039742
08226,2021,89.34,213.88250732421875,17.72602653503418,0.0,15147313.0,209.0248696311348,54.230921024529486,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,2072.73051508301,-0.3539546890949623,-0.006488839295223703
08425,2019,74.15,268.02166748046875,16.977527618408203,3.0,17179628.0,606.9436369425779,51.33948169282452,Sugar beet,19700.0,1592700.0,807.0,258.5,15.0,-243.5,1810.1053261336988,0.1064596298339211,0.0336427774040553
08425,2020,80.46,282.63055419921875,17.25360679626465,2.0,16994614.0,606.9436369425779,51.33948169282452,Sugar beet,18700.0,1294500.0,691.9,269.5,191.75,-77.75,2174.5945914516624,0.7400687604313134,0.11513115785482264
08425,2021,76.39,346.60552978515625,15.951275825500488,0.0,15626688.0,606.9436369425779,51.33948169282452,Sugar beet,19500.0,1641600.0,840.5,257.8,22.0,-235.8,1772.2843524422556,-0.47850513342427803,0.07159435738698416
09174,2019,81.09,313.0950012207031,17.583209991455078,5.0,16688213.0,497.4195387326888,42.40783205362409,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,6633.209091682952,0.2458172965432368,0.14189421625566756
09176,2017,90.92,278.3700256347656,16.776697158813477,2.0,15652952.0,467.7335862393804,44.97050160649565,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6998.389079789554,-2.435196979619093,-0.5703721221042164
09176,2019,81.94,233.0453338623047,17.641023635864258,6.0,16813346.0,467.7335862393804,44.97050160649565,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,6702.739585306463,0.3550109730488771,0.09392179316172267
09176,2020,84.97,229.6626892089844,17.744403839111328,3.0,16596840.0,467.7335862393804,44.97050160649565,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,6456.377879075771,0.7776940317208982,0.051741147674132515
09176,2021,86.33,298.09136962890625,16.555883407592773,0.0,15292767.0,467.7335862393804,44.97050160649565,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,6053.011920574058,-0.5983768006096852,0.00828610211997649
09177,2020,91.04,316.0081787109375,17.744054794311523,3.0,16682063.0,486.1818432301588,45.0013349006324,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,6917.60200201316,0.7258685727132956,0.04817411396380433
09177,2021,93.44,408.8808898925781,16.774341583251953,0.0,15808178.0,486.1818432301588,45.0013349006324,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,6551.52825041631,-0.6292681120314683,-0.031051650604641767
09178,2017,85.34,303.4710693359375,17.056859970092773,3.0,15910674.0,467.8151530219496,43.12180830083252,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6568.879499221739,-2.3952898073839606,-0.545781173046159
09179,2017,88.42,333.78497314453125,16.817968368530273,1.0,16105646.0,543.671344847516,44.93198598146209,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6805.956472008274,-2.388424120811692,-0.5341098445674077
09181,2017,89.77,360.22222900390625,16.34674072265625,1.0,16156167.0,627.7717723774085,49.032628629115536,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6909.870080210165,-2.3224801687085233,-0.5304096023396866
09181,2019,91.9,371.7889099121094,16.991952896118164,3.0,16645625.0,627.7717723774085,49.032628629115536,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,7517.473369412545,0.10430072139337199,0.1416131185745637
09181,2020,88.73,358.5655517578125,17.102855682373047,1.0,16750029.0,627.7717723774085,49.032628629115536,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,6742.0784890007435,0.8014429278048851,0.06622827121781016
09181,2021,77.68,453.7688598632813,16.18536949157715,0.0,15714294.0,627.7717723774085,49.032628629115536,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,5446.518776673149,-0.4571430313467886,0.027469944748824693
09185,2017,89.45,277.29888916015625,17.046558380126953,2.0,15905887.0,417.10512027480473,39.96029541523365,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6885.238706414162,-2.308074323532992,-0.5778445343626318
09185,2019,87.85,265.59112548828125,17.839672088623047,6.0,16969184.0,417.10512027480473,39.96029541523365,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,7186.181017441698,0.31374028507980256,0.10713671092504229
09185,2020,85.92,239.7177734375,17.893301010131836,4.0,16761299.0,417.10512027480473,39.96029541523365,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,6528.5628736046865,0.6959556589982867,0.0698208930080293
09185,2021,81.05,311.4022216796875,16.824525833129883,0.0,15579446.0,417.10512027480473,39.96029541523365,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,5682.80570094437,-0.553384823963313,0.03677800428408062
09186,2017,87.0,275.38299560546875,17.146793365478516,3.0,15834862.0,438.441564024743,40.93424648046478,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6696.654750788508,-2.419844944916747,-0.5683448317427299
09186,2019,79.04,262.0149841308594,17.931324005126953,6.0,16693453.0,438.441564024743,40.93424648046478,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,6465.517901179191,0.32865111666984603,0.11961998595150414
09186,2021,81.76,337.6039733886719,16.8913631439209,0.0,15495791.0,438.441564024743,40.93424648046478,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,5732.587219114272,-0.6440099489396971,0.0267691581969427
09271,2017,94.02,271.7718200683594,17.15935707092285,1.0,16297628.0,407.29489499139714,50.91396782333208,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,7237.005513438339,-2.5090353493959583,-0.5510466788478572
09271,2019,93.35,269.04364013671875,17.953943252563477,5.0,16665606.0,407.29489499139714,50.91396782333208,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,7636.084211476181,0.5181875524633028,0.20276085552712808
09271,2020,94.24,314.2117919921875,17.868623733520508,2.0,16894362.0,407.29489499139714,50.91396782333208,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,7160.751457268456,0.7912006560179634,-0.0029942616142570877
09271,2021,99.67,322.30181884765625,17.004615783691406,0.0,15922987.0,407.29489499139714,50.91396782333208,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,6988.343543653614,-0.3847291060180851,-0.11340374083637395
09273,2017,96.85,270.7416687011719,17.09740447998047,3.0,15753749.0,428.1411560808996,43.42475805830125,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,7454.839225446747,-2.5009549284574177,-0.5512253576874417
09273,2019,94.25,228.75498962402344,17.975109100341797,7.0,16717891.0,428.1411560808996,43.42475805830125,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,7709.704734136369,0.3644209730748571,0.1117341062617756
09273,2020,96.03,231.739990234375,18.051149368286133,4.0,16605814.0,428.1411560808996,43.42475805830125,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,7296.763183801886,0.7949565082306549,0.0231142856116191
09273,2021,96.25,313.4183349609375,16.829195022583008,0.0,15406983.0,428.1411560808996,43.42475805830125,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,6748.550878666201,-0.6083043671564496,-0.0018311438504454713
09274,2017,90.19,292.2283935546875,17.139995574951172,4.0,15970214.0,461.1059024770922,44.336303727716256,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6942.19875831742,-2.352956442949619,-0.5380724794929407
09274,2019,83.89,268.0958251953125,17.8873348236084,4.0,16587690.0,461.1059024770922,44.336303727716256,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,6862.25071773687,0.31980931397254153,0.17149722631027187
09274,2020,93.61,288.02996826171875,17.920499801635742,3.0,16637192.0,461.1059024770922,44.336303727716256,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,7112.88140826507,0.7383793859228831,0.029607046660485192
09274,2021,101.95,356.48687744140625,16.85499382019043,0.0,15699331.0,461.1059024770922,44.336303727716256,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,7148.2053203118885,-0.6051583323180125,-0.01959201765155294
09277,2017,80.46,309.6537475585937,17.32221221923828,2.0,16250232.0,439.094696242417,47.97796350824268,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,6193.2510488326825,-2.3905039098058296,-0.5382690357320772
09277,2019,66.3,271.7762145996094,18.119983673095703,6.0,16594189.0,439.094696242417,47.97796350824268,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,5423.378502633859,0.38394724338184005,0.179642981801456
09277,2020,74.61,378.3287963867188,18.00625228881836,5.0,16814578.0,439.094696242417,47.97796350824268,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,5669.181517686751,0.6424383654677399,-0.004730954717743985
09277,2021,83.61,349.8362731933594,17.122262954711914,0.0,16041756.0,439.094696242417,47.97796350824268,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,5862.29962561331,-0.6115982701533085,-0.06782660704154864
09278,2017,97.76,265.82000732421875,17.100383758544922,2.0,16084141.0,427.0374629890868,45.09221306462092,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,7524.884694679134,-2.687386014979097,-0.5414291513681093
09278,2019,96.33,232.0992431640625,17.959415435791016,5.0,16742065.0,427.0374629890868,45.09221306462092,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,7879.849942062137,0.549345264481758,0.14879667152295095
09278,2020,97.8,274.06768798828125,17.958282470703125,3.0,16806054.0,427.0374629890868,45.09221306462092,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,7431.255226239972,0.7553312809979502,-0.0015813032678908545
09278,2021,96.71,291.9653625488281,16.914941787719727,0.0,15673564.0,427.0374629890868,45.09221306462092,Sugar beet,62900.0,5646400.0,897.1,257.8,22.0,-235.8,6780.803693255151,-0.43939599556438225,-0.050636260069764294
09279,2017,92.5,259.0644836425781,17.366729736328125,4.0,16127418.0,406.1664700824181,44.82995494398418,Sugar beet,71100.0,6567700.0,923.7,254.0,24.5,-229.5,7120.006487907322,-2.418618855085697,-0.537766100540194
09279,2019,84.48,227.8533477783203,18.18581199645996,7.0,16624068.0,406.1664700824181,44.82995494398418,Sugar beet,67600.0,5589600.0,826.4,258.5,15.0,-243.5,6910.513060369661,0.49419312917876823,0.16128156460142784
09279,2020,90.73,286.20001220703125,18.17030143737793,4.0,16781576.0,406.1664700824181,44.82995494398418,Sugar beet,63500.0,5308100.0,835.7,269.5,191.75,-77.75,6894.046898535304,0.6715363031509582,-0.010730846405770156
