year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
2003,09181,6,1,-0.129521579518588,0.6087759787798408
2004,09181,12,1,-0.1265798717623259,0.1453509995480305
2005,09181,7,0,-0.013513439869608498,13.611271
2006,09181,2,0,-0.3173160515828988,10.000216
2007,09181,28,5,0.4352840575155007,0.07712285805062309
2008,09181,15,3,-0.1127919703695446,0.06825862272038308
2009,09181,1,0,-0.2275424521173363,1.1643626080325367
2010,09181,6,2,-0.1362282057410521,0.12185180303669338
2011,09181,14,2,-0.0962818850875827,0.10042711410232441
2012,09181,14,1,0.09973598795055881,0.1448137653775026
2013,09181,7,1,-0.14940404388868758,0.11275481000229795
2014,09181,9,2,0.12687509363085409,0.08210758899220438
2015,09181,4,1,-0.0834447191191793,0.09898703006721334
2016,09181,20,4,0.2681146165219424,0.06163976670560213
2017,09181,6,1,0.09260561503124429,0.13361182991443596
2018,09181,17,2,0.23208325948252762,0.0859213551555931
2019,09181,4,0,0.0305107153279464,0.113682650998231
2020,09181,19,8,0.266358428271518,0.11361586943258084
2021,09181,13,2,0.1184370987940267,0.0913476724528565
2022,09181,13,4,0.1326876129661368,0.10887542063772208
2023,09181,20,2,0.2683411895963005,0.07622803332281838
1981,09183,3,0,,
1982,09183,1,0,,
1983,09183,12,2,,
1984,09183,2,0,,
1985,09183,3,0,,
1986,09183,2,0,,
1987,09183,4,0,,
1988,09183,6,1,,
1989,09183,10,2,,0.12219141597063098
1990,09183,7,1,,0.3003853966612498
1991,09183,3,1,,33.67637
1992,09183,5,1,,0.27756143604234734
1993,09183,10,4,,0.14399971344652193
1994,09183,16,1,,0.19151238638003173
1995,09183,16,6,,0.13073948388517992
1996,09183,1,0,,0.6057559180244027
1997,09183,10,3,,0.2944005575245082
1998,09183,21,2,,0.11657364391807892
1999,09183,7,1,,0.19279549696480827
2000,09183,13,3,,0.09495618615209989
2001,09183,9,0,-0.02438656802489869,0.16333913430913244
2002,09183,19,5,-0.0068703760657311055,0.11580851507291638
2003,09183,4,2,-0.17285674845960047,0.20897485200955446
2004,09183,14,2,-0.0976818690183123,0.19983341722161996
2005,09183,10,1,0.1621713873808545,0.16953255210937135
2006,09183,3,0,-0.3781359400178888,21.217243
2007,09183,33,6,0.5054939796592969,0.11935746941430586
2008,09183,15,4,-0.05682217458651519,0.11290894750452547
2009,09183,2,1,-0.1399577731462334,0.22027423594132028
2010,09183,6,1,-0.1487882118144046,0.2571246842516683
2011,09183,7,2,-0.127973603089885,0.20012036464417418
2012,09183,16,1,0.09710618179793629,0.19998099478194262
2013,09183,9,2,-0.2249469606500523,0.1208975803492413
2014,09183,15,3,0.2057750439730782,0.16319453431108238
2015,09183,4,3,-0.03156933930950512,0.14331287231965084
2016,09183,23,8,0.2823142002368707,0.094196764980502
1981,09184,3,0,,
1982,09184,2,0,,
1983,09184,14,2,,
1984,09184,4,1,,
1985,09184,3,0,,
1986,09184,2,1,,
1987,09184,5,0,,
1988,09184,11,1,,
1989,09184,10,2,,0.08542972278530532
1990,09184,10,2,,0.23331773636561617
1991,09184,4,0,,22.596375
1992,09184,4,1,,0.29097301075818793
1993,09184,12,3,,0.08644861434569932
1994,09184,16,1,,0.17563283994474047
1995,09184,16,7,,0.10853911002107568
1996,09184,0,0,,0.4313685330967957
1997,09184,10,3,,0.27458731547125803
1998,09184,19,1,,0.18988869692948415
1999,09184,7,1,,0.09167026452108487
2000,09184,13,3,,0.08269319812020776
2001,09184,10,0,0.1917034804482829,0.23486742092989363
2002,09184,19,5,-0.0350177481591109,0.12299709560916597
2003,09184,6,1,-0.11015075440739251,0.29755220367060464
2004,09184,11,2,-0.17415827522016372,0.23819879421967463
2005,09184,10,0,0.16416488988721029,0.1715716020470119
2006,09184,4,0,-0.29565457304721887,0.5565740085112469
2007,09184,31,7,0.4498134307197761,0.12331457565701924
2008,09184,13,3,-0.0909190731892584,0.09247424090757424
2009,09184,2,0,-0.2412705758542001,0.19371451517830823
2010,09184,6,0,-0.040942549409147905,0.2355381764412183
2011,09184,12,3,-0.0820948711749192,0.1577045508667213
2012,09184,15,1,0.07604988527739259,0.23589089853519116
2013,09184,8,1,-0.1322025065505228,0.12204178956665404
2014,09184,8,1,0.13212997020583092,0.1391660404138075
2015,09184,3,3,-0.0672939657665754,0.15923314091138835
2016,09184,18,8,0.2331653682502852,0.10643656770389902
1981,09185,4,0,,
1982,09185,5,0,,
1983,09185,13,2,,
1984,09185,5,1,,
1985,09185,3,0,,
1986,09185,6,1,,
1987,09185,4,1,,
1988,09185,17,3,,
1989,09185,13,1,,0.090346415893924
1990,09185,17,2,,0.1947671552682695
1991,09185,12,3,,0.24233873563673303
1992,09185,10,1,,0.3794639733651361
1993,09185,11,5,,0.08696998431143137
1994,09185,23,2,,0.055683206276162224
1995,09185,19,11,,0.1155300551706441
1996,09185,2,0,,0.4048419671064858
1997,09185,11,4,,0.13233059679112313
1998,09185,23,3,,0.1578982375546623
1999,09185,8,1,,0.13307297351391018
2000,09185,15,4,,0.1406484049085506
2001,09185,11,0,0.1735693700324378,0.19281200279294441
2002,09185,24,6,-0.052721848813886404,0.13407244221134137
2003,09185,4,1,-0.1951871047189529,0.10763853635270208
2004,09185,13,3,-0.0742560265323258,0.14606097284052322
2005,09185,10,0,-0.1168324246585001,0.1959039854510886
2006,09185,3,0,-0.185260254866002,0.1914677617653396
2007,09185,33,7,0.34479901843422067,0.12861971036298664
2008,09185,15,3,-0.04495527349326951,0.14748863133325285
2009,09185,3,0,-0.10669480457478031,0.1725159052101873
2010,09185,6,3,-0.134506954676928,0.2867043387334737
2011,09185,11,2,-0.1656893840201335,0.18002676567488068
2012,09185,18,1,0.0657002340269091,0.2508473008586245
2013,09185,9,1,-0.05152846181578169,0.18881130710311617
2014,09185,12,3,0.18126631648820452,0.15652833745235203
2015,09185,5,1,-0.0502856210154001,0.30304567602259386
2016,09185,19,6,0.2060801415163413,0.10210364893195081
2017,09185,8,0,0.005430516475475499,0.20887195323055974
2018,09185,19,2,0.2135080608929587,0.10700367655045075
2019,09185,6,1,0.0779943114400286,0.2139714850938535
2020,09185,23,9,0.2742200145011469,0.22613592133670304
2021,09185,11,1,-0.0749326941626269,0.22485615812055987
2022,09185,18,8,0.1171137408017908,0.2668357460660189
2024,09185,31,9,0.17948606830919198,0.10299597558521699
1981,09186,4,0,,
1982,09186,5,0,,
1983,09186,17,2,,
1984,09186,8,1,,
1985,09186,4,0,,
1986,09186,7,1,,
1987,09186,4,1,,
1988,09186,19,3,,
1989,09186,15,1,,0.0853264292597181
1990,09186,18,2,,0.2128432999835985
1991,09186,13,3,,0.26511908128084927
1992,09186,11,1,,0.34395753487705777
1993,09186,13,5,,0.08237958332240035
1994,09186,25,2,,0.05430852713178295
1995,09186,20,10,,0.13626331271324255
1996,09186,2,0,,0.37725436626174647
1997,09186,13,4,,0.20780080205447393
1998,09186,25,2,,0.141634885580982
1999,09186,9,1,,0.12712326504597704
2000,09186,18,4,,0.1288089176291069
2001,09186,13,0,0.167486784018422,0.1747718799226363
2002,09186,25,6,-0.0638936109740993,0.11017383128905346
2003,09186,5,1,-0.23915771916915599,0.10151120303877745
2004,09186,16,3,-0.1142108298097142,0.119082208570391
2005,09186,12,0,-0.09218580916838981,0.17269032386835165
2006,09186,6,0,-0.21738306879613728,0.19703388254343357
2007,09186,36,8,0.3443560935451115,0.11705737105828277
2008,09186,18,3,-0.06065426063143371,0.14228009666980707
2009,09186,3,0,-0.1734869474551199,0.16820174153024064
2010,09186,6,1,-0.0714099456635584,0.27011962950807716
2011,09186,12,2,-0.150428796273477,0.18791841342089863
2012,09186,18,1,0.08681526894626769,0.23281726785279064
2013,09186,10,1,-0.0944037226900169,0.09143865130345673
2014,09186,17,1,0.1750129156773364,0.1599038050258421
2015,09186,5,1,-0.06310177729236749,0.293516997618461
2016,09186,23,6,0.203776590092418,0.09878462854698418
2017,09186,8,0,0.051898090219999894,0.18400942390782524
2018,09186,23,4,0.2254301301041616,0.10441388994720514
2019,09186,10,1,0.0604774038653179,0.13581067435565494
2021,09186,10,0,-0.027066987748498895,0.1526183693030734
2022,09186,20,6,0.1009004947801074,0.2041302143930976
1981,09187,3,0,,
1982,09187,2,0,,
1985,09187,2,0,,
1986,09187,2,0,,
1987,09187,3,0,,
1988,09187,0,1,,
1989,09187,6,3,,0.19235235155790711
1990,09187,1,4,,0.4450306472813111
1991,09187,1,0,,1.731044220767459
1992,09187,1,1,,0.1833713513191793
1993,09187,4,4,,0.11051129567286941
1994,09187,7,1,,0.23903182495344508
1996,09187,0,0,,0.23656267631721423
1997,09187,5,2,,0.27108325111937465
1998,09187,12,4,,0.09594327016826827
2010,09187,5,0,-0.17713224622443718,0.11647647005325439
2011,09187,8,3,-0.23928954678560782,0.1438872046471634
2012,09187,8,1,0.0852657256551912,0.15453381121788057
2013,09187,8,1,-0.2376961250296085,0.07380658394322856
2014,09187,7,3,0.1979421163652741,0.1183559426061813
2015,09187,3,2,-0.053253522364765604,0.1097120216876785
1981,09188,3,0,,
1982,09188,2,0,,
1983,09188,11,1,,
1984,09188,3,1,,
1985,09188,3,0,,
1986,09188,2,0,,
1987,09188,3,0,,
1988,09188,11,1,,
1989,09188,9,1,,0.07031964507186109
1990,09188,8,2,,0.09251257187257188
1991,09188,5,1,,16.426619000000002
1992,09188,4,0,,0.25483053744562556
1993,09188,11,4,,0.07662642746825524
1994,09188,13,1,,0.07184431240191351
1995,09188,14,8,,0.06886905393926525
1996,09188,0,0,,0.24012063561643834
1997,09188,9,3,,0.08303519034064248
1998,09188,17,1,,0.08588382413721843
1999,09188,7,1,,0.1034303847017679
2000,09188,8,1,,0.07585515105699286
2001,09188,8,0,0.2253890035850449,0.1021005249810361
2002,09188,17,4,-0.0308813678034153,0.09858343450694726
2003,09188,4,1,-0.1067508665213203,0.14536394557823132
2004,09188,10,1,-0.20603206978264021,0.1066915617066464
2005,09188,7,0,0.11430081196996895,0.11159723349872197
2006,09188,3,0,-0.3366482095178814,0.15915952337034714
2007,09188,30,7,0.468756302929464,0.06270618296540478
2008,09188,14,2,-0.0857271463365248,0.06535041322314049
2009,09188,1,0,-0.23688333773468562,0.15743163556459286
2010,09188,6,0,-0.04691012782479401,0.11165051353345061
2011,09188,11,2,-0.10824275136957728,0.10424653780368934
2012,09188,13,1,0.1094234097667131,0.13995646006831775
2013,09188,7,1,-0.1491169703636813,0.041310993912866696
2014,09188,7,1,0.14465116341940262,0.08053224561528506
2015,09188,4,1,-0.12187511853257657,0.11410139168297187
2016,09188,16,8,0.26893471834615457,0.0729981267307379
1981,09189,3,0,,
1982,09189,3,0,,
1983,09189,8,1,,
1984,09189,1,0,,
1985,09189,2,0,,
1986,09189,1,0,,
1987,09189,5,0,,
1988,09189,1,0,,
1989,09189,7,1,,0.0411500660706486
1990,09189,3,2,,0.16158077639197083
1991,09189,3,0,,0.5858597678032726
1992,09189,2,1,,0.09886973373463194
1993,09189,5,0,,0.06206245756958589
1994,09189,10,0,,0.06425808530558035
1995,09189,8,1,,0.0424156589668062
1996,09189,0,0,,0.27669628035659394
1997,09189,5,2,,10.850645
1998,09189,10,3,,16.77932
1999,09189,4,0,,0.07086043088527082
2000,09189,6,3,,0.1397931985004568
2001,09189,8,0,0.097982209253772,0.1269306660190638
2002,09189,14,2,0.0027495719855950007,0.06892085082563672
2003,09189,4,0,-0.134504315032618,0.13880022366981765
2004,09189,7,0,-0.043237420452584996,0.0930301751424351
2005,09189,4,0,0.04962790025533329,0.08813821765033293
2006,09189,1,0,-0.3935589485067517,8.593074999999999
2007,09189,24,2,0.5132667567016551,0.046755147331902135
2008,09189,13,1,-0.07010326255616839,0.044876971986834074
2009,09189,1,0,-0.2314712282889111,0.032768006880240806
2010,09189,4,0,-0.1306589659461615,0.06475893494349749
2011,09189,8,0,-0.2098113458369359,0.06661001731601732
2012,09189,8,0,0.10197654594548289,0.07897706262062702
2013,09189,10,1,-0.197799459209108,0.04967790697155008
2014,09189,15,3,0.2189323025491908,0.04815037438311872
2015,09189,3,2,-0.017235486115077303,0.08028766961398383
2016,09189,14,7,0.3000915722222582,0.04086426840158183
1985,09190,4,0,,
1986,09190,3,0,,
1995,09190,10,4,,0.06131607781753131
1981,09263,3,0,,
1982,09263,1,0,,
1983,09263,10,1,,
1984,09263,1,1,,
1985,09263,2,0,,
1986,09263,3,0,,
1987,09263,4,0,,
1988,09263,13,2,,
1989,09263,8,2,,0.06976244027336952
1990,09263,10,1,,27.026817
1991,09263,8,0,,0.273741062997437
1992,09263,6,1,,0.2636247441543797
1993,09263,9,4,,0.0986956238015711
1994,09263,18,1,,0.12359735846328118
1995,09263,16,3,,0.11757630534545425
1996,09263,1,0,,0.4187464530382855
1997,09263,6,3,,0.19552062343508866
1998,09263,19,1,,0.18188905703598102
1999,09263,2,0,,0.27200539324098866
2000,09263,10,2,,0.16992521603736863
2001,09263,7,1,0.150317806718933,0.21947055244195357
2002,09263,19,8,-0.1819778837505324,0.1374882549522933
2003,09263,3,1,-0.2162845842501093,0.2541994848287838
2004,09263,11,2,-0.0543909181375753,0.22417043678539114
2005,09263,6,0,-0.0883065127731721,0.510960245430142
2006,09263,2,0,-0.18381693885185751,0.5236212069682198
2007,09263,30,10,0.32179435253591826,0.1394782571791241
2008,09263,13,5,-0.0967603267768242,0.11273396505957158
2009,09263,2,0,-0.046399000099471094,0.30573118534848226
2010,09263,2,1,-0.1677085137870848,0.23868475717962787
2011,09263,4,0,-0.0992368936971722,0.2742444284110951
2012,09263,15,0,0.004862265807461803,0.19250133201776026
2013,09263,10,1,-0.049082982914327014,0.1616478359908884
2014,09263,12,0,0.1584191494883943,0.24065068609823034
2015,09263,3,1,0.12169874963285629,0.20092412234319304
2016,09263,17,4,0.1224937627770015,0.09493437144974068
1981,09271,2,0,,
1982,09271,2,0,,
1983,09271,9,2,,
1984,09271,2,0,,
1985,09271,2,0,,
1986,09271,2,0,,
1987,09271,5,0,,
1988,09271,8,1,,
1989,09271,8,2,,0.07984783778276865
1990,09271,12,2,,0.12477319071412593
1991,09271,3,0,,0.10296489742657497
1992,09271,7,1,,0.1762661587603416
1993,09271,9,3,,0.06649582391214064
1994,09271,17,1,,0.09161786366987902
1995,09271,14,1,,0.07477299001434255
1996,09271,0,0,,0.2147458761612094
1997,09271,5,3,,0.10871220031185658
1998,09271,19,2,,0.11351347855193367
1999,09271,3,0,,0.0988455013054422
2000,09271,7,0,,0.08393840323289851
2001,09271,6,0,0.1112231521625925,0.20785514970767138
2002,09271,17,5,-0.1341505023946074,0.07783982916664846
2003,09271,1,1,-0.2325234093045454,0.21743203048019444
2004,09271,11,1,-0.0627336251857528,0.12342379365297813
2005,09271,4,0,0.03833421396468151,0.2170954548170574
2006,09271,3,0,-0.2176407519432153,0.5916655130168454
2007,09271,27,6,0.36742132289170826,0.0964825134297751
2008,09271,14,3,-0.04834355863205699,0.08815696518049972
2009,09271,2,0,-0.1160384680300306,0.18741923662885746
2010,09271,5,0,-0.20026524267225568,0.14265976796110622
2011,09271,5,0,-0.10572895030608391,0.19332566215495567
2012,09271,10,0,0.010563130690257803,0.10558053137196037
2013,09271,10,1,-0.10696832710873641,0.1032115007058669
2014,09271,13,0,0.1555998813382287,0.12525308487832457
2015,09271,3,1,0.2062251404742035,0.135542131203711
2016,09271,15,4,0.14129947653561709,0.08125080216802169
2017,09271,4,1,0.027061134569354002,0.16919449115595417
2018,09271,8,0,0.1401226766641966,0.07208497283545176
2019,09271,4,0,0.004052851982475403,0.09010471069533113
2020,09271,17,7,0.24236961077268598,0.16243367803695163
2021,09271,12,0,0.0012342246430199072,0.13507195574515313
2022,09271,9,3,0.0677709378711593,0.11106728625552227
2023,09271,19,3,0.2157750104335599,0.14289970803473248
2024,09271,29,5,0.2097035705835436,0.06018913528460727
1981,09272,2,0,,
1982,09272,4,0,,
1983,09272,11,0,,
1984,09272,4,0,,
1985,09272,2,0,,
1986,09272,1,0,,
1987,09272,6,0,,
1988,09272,9,0,,
1989,09272,8,0,,0.004799823366500112
1990,09272,18,1,,1.0
1991,09272,9,0,,0.1961486640926641
1992,09272,7,1,,0.11568587854625294
1993,09272,12,3,,0.03987362953270287
1994,09272,17,0,,0.007341658774383487
1981,09273,3,0,,
1982,09273,5,0,,
1983,09273,15,3,,
1984,09273,3,1,,
1985,09273,4,0,,
1986,09273,6,1,,
1987,09273,4,0,,
1988,09273,19,2,,
1989,09273,13,1,,0.08332652523527985
1990,09273,18,3,,0.0880593373464872
1991,09273,12,2,,0.233056648439826
1992,09273,11,1,,0.34923865548912436
1993,09273,11,5,,0.09239289193752451
1994,09273,22,2,,0.05080785334664257
1995,09273,19,8,,0.1304701619509736
1996,09273,2,0,,0.44007074642529187
1997,09273,12,3,,0.1365167964584475
1998,09273,23,3,,0.1568129213483146
1999,09273,7,1,,0.12536822428602817
2000,09273,18,3,,0.11851059820609992
2001,09273,15,1,0.1830908410589262,0.1520783324696263
2002,09273,24,8,-0.0800891605070762,0.1356126616398936
2003,09273,4,1,-0.20352656482451728,0.18985363461937746
2004,09273,13,2,-0.1060548249523649,0.13308399664698592
2005,09273,10,0,-0.1509378122215475,0.12607705526551577
2006,09273,3,0,-0.2320130573876305,0.24257239043216305
2007,09273,37,7,0.3898414190875264,0.09679521224913726
2008,09273,18,3,-0.03909177440622591,0.129221982328083
2009,09273,3,0,-0.1175272813533441,0.18194324488064947
2010,09273,5,1,-0.17023878166194528,0.24213797701690395
2011,09273,10,1,-0.18141628137757743,0.1670429174633916
2012,09273,18,0,0.057063564771969305,0.224931581893794
2013,09273,9,1,-0.1054891953188796,0.153530474354298
2014,09273,17,2,0.1992327136508397,0.15695828550438498
2015,09273,4,1,-0.013707813806655283,0.24095487637113494
2016,09273,20,4,0.1905747653507833,0.09435853101289032
2017,09273,8,1,0.06907738460620849,0.17509090865859023
2018,09273,20,2,0.1799771193600301,0.10353139638555922
2019,09273,7,0,0.0950413674115652,0.18930323454164158
2020,09273,24,8,0.2980847696505664,0.23160991267173853
2021,09273,12,0,-0.051937541911440004,0.22892482792492047
2022,09273,16,4,0.062112929884970094,0.2322095699598267
2023,09273,22,2,0.2052332597398805,0.26281670013613423
2024,09273,33,7,0.23166295515593788,0.09349577106729154
1981,09274,3,0,,
1982,09274,3,0,,
1983,09274,11,1,,
1984,09274,3,1,,
1985,09274,4,0,,
1986,09274,3,1,,
1987,09274,4,0,,
1988,09274,12,3,,
1989,09274,12,2,,0.11299186198530897
1990,09274,12,2,,0.2572464906067658
1991,09274,11,2,,0.20651621395348838
1992,09274,7,1,,0.2612108629390896
1993,09274,11,4,,0.25298398177266074
1994,09274,21,2,,0.21907266780845114
1995,09274,18,9,,0.1342926170681447
1996,09274,1,0,,2.9161987123875623
1997,09274,11,3,,0.24099835840864134
1998,09274,22,3,,0.1984660258055177
1999,09274,4,1,,0.28519863205866075
2000,09274,15,3,,0.14400254715610797
2001,09274,9,0,0.0635741973994398,0.206217817214979
2002,09274,23,5,-0.0626687993181731,0.1380470749045573
2003,09274,3,1,-0.2242603156391191,0.26204411359955965
2004,09274,12,1,-0.1997307244115156,0.23251403245100147
2005,09274,8,0,0.0713654912449105,0.32183918552325025
2006,09274,4,0,-0.2950117524052993,0.5416407333391259
2007,09274,35,8,0.4029448738753208,0.1336344591518717
2008,09274,14,3,-0.0663543952729864,0.17368944384557033
2009,09274,2,0,-0.1229597866148465,0.36401619963262594
2010,09274,4,0,-0.1401738409859799,0.262334718172724
2011,09274,7,2,-0.1513667217518449,0.20768698509673242
2012,09274,16,0,0.0496695629235244,0.22168355481452812
2013,09274,8,1,-0.18422523433735993,0.16087214444221226
2014,09274,12,1,0.1933878092520157,0.23473901137313075
2015,09274,4,1,-0.019513347928199698,0.250200258354013
2016,09274,18,5,0.2222347360541882,0.09592122061431103
2017,09274,8,1,0.0388645950409894,0.3009441798847077
2018,09274,15,2,0.24408808704912652,0.10511246576027818
2019,09274,4,0,0.0617681218713562,0.21021408455957777
2020,09274,21,8,0.3012523863761976,0.25615109712810585
2021,09274,11,0,-0.0034014773088374,0.20963942430904947
2022,09274,13,5,0.08212669631038791,0.21552487955363434
2023,09274,20,1,0.22980869736379458,0.24649856486028887
2024,09274,33,8,0.2289711412129104,0.10828253565890975
1981,09275,3,0,,
1982,09275,3,0,,
1983,09275,10,1,,
1984,09275,3,0,,
1985,09275,3,0,,
1986,09275,5,0,,
1987,09275,7,0,,
1988,09275,11,1,,
1989,09275,8,2,,0.04863223430209148
1990,09275,15,1,,0.07711535428557532
1991,09275,7,0,,0.09753647190571495
1992,09275,10,1,,0.16641480358681934
1993,09275,11,4,,0.06520622261477979
1994,09275,24,1,,0.05415157741960125
1995,09275,15,5,,0.09009807745568685
1996,09275,1,0,,0.13330514097780513
1997,09275,8,3,,0.13799010139480347
1998,09275,22,0,,0.14210191331988506
1999,09275,9,0,,0.12543575076608784
2000,09275,9,1,,0.11946814050601817
2001,09275,10,0,-0.003849727713292797,0.2044258219507924
2002,09275,22,7,-0.1034411661968441,0.09906425954524013
2003,09275,2,1,-0.2527697253897865,0.18000727602238156
2004,09275,11,1,-0.0640634599531328,0.1005691459793939
2005,09275,7,0,0.0252049542307428,0.1161800590168654
2006,09275,3,0,-0.2439597547659767,0.2193073473747422
2007,09275,31,8,0.4116804258458718,0.11742572758060518
2008,09275,20,3,-0.030169693972895192,0.10186363498835134
2009,09275,2,0,-0.1356358187994905,0.15366304618699464
2010,09275,6,0,-0.24597149872442528,0.2850752945345026
2011,09275,12,0,-0.0909846942177016,0.16755481030825212
2012,09275,15,0,0.0509695467612581,0.14510484737353035
2013,09275,9,1,-0.1560208900722709,0.12109339684791973
2014,09275,18,0,0.1835315566563103,0.1553531181321544
2015,09275,4,1,0.1764870249176995,0.16100673359451523
2016,09275,16,6,0.17006056442833561,0.09238635102550138
1981,09276,1,0,,
1982,09276,1,0,,
1983,09276,8,0,,
1984,09276,1,0,,
1985,09276,1,0,,
1986,09276,0,0,,
1987,09276,2,0,,
1988,09276,6,0,,
1989,09276,4,0,,0.0102138786182665
1990,09276,4,1,,1.0
1991,09276,3,0,,0.05742670916243145
1992,09276,3,0,,0.03256443656189444
1993,09276,8,1,,0.006355864874312772
1994,09276,8,0,,1.0
2003,09276,1,0,-0.2294224146775363,0.05783972777038024
2004,09276,7,0,-0.13112042849820682,0.015651569030930488
2005,09276,0,0,0.083687427958181,1.0
2006,09276,0,0,-0.2186804083558578,1.0
1981,09277,3,0,,
1982,09277,1,0,,
1983,09277,11,2,,
1984,09277,3,0,,
1985,09277,3,0,,
1986,09277,2,0,,
1987,09277,3,0,,
1988,09277,9,1,,
1989,09277,9,2,,0.07766692414388823
1990,09277,13,1,,30.106451
1991,09277,5,1,,0.5382266576527273
1992,09277,7,1,,0.14973935742518898
1993,09277,12,4,,0.06143967309771986
1994,09277,19,1,,0.5514672916124178
1995,09277,16,5,,0.10527639757271395
1996,09277,2,0,,0.4364647523016221
1997,09277,9,3,,0.11594275529125904
1998,09277,21,1,,0.11076590901192088
1999,09277,6,0,,0.12459930111148534
2000,09277,14,3,,0.0879496566651739
2001,09277,9,0,0.05379350045551781,0.221822422752809
2002,09277,21,4,-0.042264523507618,0.10642308115369703
2003,09277,4,2,-0.24388096020376732,0.2597707397486091
2004,09277,14,0,-0.0688085283757349,0.23278544290202186
2005,09277,11,0,0.0847778126931766,0.19349475303095523
2006,09277,2,0,-0.351863884580865,1.2741595748500842
2007,09277,37,7,0.5174425756002934,0.11605020776681228
2008,09277,15,4,-0.05116854649739909,0.13025864426810738
2009,09277,2,0,-0.1174835582689858,0.18142478850371302
2010,09277,3,0,-0.16714796815980493,0.1957208248757097
2011,09277,7,2,-0.152105121335368,0.17378722535463376
2012,09277,16,0,0.0647251349120051,0.12481677830351215
2013,09277,11,1,-0.20835150121580678,0.155107767266925
2014,09277,10,1,0.2269298394928561,0.13245297621635724
2015,09277,4,2,0.06214747773830179,0.15365764990486025
2016,09277,18,5,0.2761021965659795,0.08002002057993193
2017,09277,6,2,0.010745414524103603,0.22957060652293781
2018,09277,13,1,0.1710418037713786,0.07742743638302967
2019,09277,4,0,0.026983532875655206,0.12122067932299281
2020,09277,21,7,0.24895618450444548,0.15354470800533515
2021,09277,9,2,-0.035997889266627,0.19581715653754073
1981,09278,3,0,,
1982,09278,1,0,,
1983,09278,10,1,,
1984,09278,1,1,,
1985,09278,2,0,,
1986,09278,3,0,,
1987,09278,4,0,,
1988,09278,13,2,,
1989,09278,8,2,,0.06749251256634838
1990,09278,10,1,,26.391867
1991,09278,8,0,,0.2727613266269681
1992,09278,6,1,,0.25546521563370994
1993,09278,9,4,,0.09871144306302962
1994,09278,18,1,,0.12528576317755657
1995,09278,16,3,,0.11624167402352605
1996,09278,1,0,,0.4086350248184764
1997,09278,6,3,,0.19509780962152237
1998,09278,19,1,,0.17931362844366464
1999,09278,2,0,,0.26723851834607276
2000,09278,10,2,,0.16307814713896457
2001,09278,7,1,0.1421648310052826,0.21621423218574862
2002,09278,19,8,-0.1427801007495812,0.12467619434374894
2003,09278,3,1,-0.2322922285738336,0.24856361047789127
2004,09278,11,2,-0.0693856419151051,0.21997689322275982
2005,09278,6,0,-0.07394745323658101,0.498913375090545
2006,09278,2,0,-0.2213024594113559,0.5191499829951253
2007,09278,30,10,0.35230535769809757,0.13936381173583753
2008,09278,13,5,-0.0824833488022437,0.11767940613618123
2009,09278,2,0,-0.0770162535982345,0.30115434966932336
2010,09278,2,1,-0.2103639762160198,0.23033785418520744
2011,09278,4,0,-0.1226200374135134,0.27213163379830047
2012,09278,15,0,-0.0008074761424228978,0.19381191415885546
2013,09278,10,1,-0.062427929656049916,0.16242805549803274
2014,09278,12,0,0.1862121575228065,0.23844179047979558
2015,09278,3,1,0.1190181044328977,0.20161725523980534
2016,09278,17,4,0.138881564077291,0.0951306248456409
2017,09278,6,1,0.0057957342530503,0.24095494852279706
2018,09278,10,1,0.20792888317457062,0.10275275515093435
2019,09278,2,0,0.07748092939845919,0.1821850843992596
2020,09278,19,7,0.2709727315091783,0.2577524334401658
2021,09278,12,0,0.0325012509237603,0.20640832599377607
2022,09278,12,3,0.0753379636318499,0.20125566059294564
2023,09278,18,3,0.2085045345646984,0.20647061974227293
2024,09278,32,6,0.19871286352299838,0.09029863646297547
1981,09279,3,0,,
1982,09279,3,0,,
1983,09279,12,2,,
1984,09279,3,1,,
1985,09279,2,0,,
1986,09279,5,1,,
1987,09279,4,0,,
1988,09279,13,3,,
1989,09279,11,2,,0.09540831168949418
1990,09279,11,1,,19.077923
1991,09279,10,3,,0.13619986392556357
1992,09279,9,1,,0.20772252381028863
1993,09279,12,4,,0.2015321011256795
1994,09279,21,1,,0.6568671685211288
1995,09279,19,6,,0.11137411197198452
1996,09279,2,0,,0.39966620654880086
1997,09279,8,3,,0.1852145946603778
1998,09279,20,3,,0.14946776893010105
1999,09279,6,0,,0.18693320244939932
2000,09279,15,2,,0.14833993020855518
2001,09279,11,0,0.07678298002313849,0.2516926378316399
2002,09279,23,6,-0.1183799804525639,0.13605640787230747
2003,09279,3,1,-0.2595681976769941,0.21121692074500567
2004,09279,14,0,-0.120954378236364,0.20578436578253098
2005,09279,9,0,0.123882254548801,0.2344626303605506
2006,09279,2,0,-0.2665829455244524,0.6626677743694614
2007,09279,36,7,0.37760566346757307,0.13146249781964067
2008,09279,14,5,-0.0710520645485648,0.12847251899652526
2009,09279,2,0,-0.0888344242947826,0.2774266118596331
2010,09279,6,1,-0.2006960805207633,0.19406627648796052
2011,09279,7,2,-0.1510417484060046,0.23685242969946804
2012,09279,17,0,0.025943848765583102,0.1917697830007563
2013,09279,10,1,-0.15664345844941052,0.1529265462138469
2014,09279,14,0,0.19670063367595558,0.20687360873682528
