year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
2015,09279,3,1,0.1165634198402112,0.19724751878108138
2016,09279,21,5,0.1832521482133776,0.09986692236438371
2017,09279,8,1,0.002556984462945104,0.3016547553513792
2018,09279,14,2,0.20407807544442672,0.12323031988772824
2019,09279,4,0,0.1005425887862999,0.21045679283232765
2020,09279,24,7,0.26063869717199717,0.26618638387172355
2021,09279,11,1,-0.009678783646046504,0.21554707579213964
2022,09279,15,7,0.0876281425376975,0.21613851576640947
2023,09279,18,3,0.1878428599497756,0.23379935815727856
2024,09279,33,6,0.21980376486816477,0.0882409527443872
1983,09361,14,1,,
1984,09361,4,0,,
1985,09361,3,0,,
1986,09361,5,0,,
1981,09363,3,0,,
1982,09363,5,0,,
1981,09371,3,0,,
1982,09371,4,0,,
1983,09371,14,1,,
1984,09371,4,0,,
1985,09371,3,0,,
1986,09371,5,0,,
1987,09371,3,0,,
1988,09371,16,2,,
1989,09371,11,1,,0.08220119203372582
1990,09371,18,3,,0.1077643959384081
1991,09371,11,1,,0.22907047593387347
1992,09371,10,1,,0.4756758868573215
1993,09371,10,4,,0.22405514067279522
1994,09371,20,1,,0.11873419558508257
1995,09371,16,1,,0.13388242224197028
1996,09371,1,0,,2.5271060891977717
1997,09371,9,1,,23.941164
1998,09371,22,1,,0.14536244463970321
1999,09371,6,0,,0.424348229926264
2000,09371,13,0,,20.98581
2001,09371,13,1,0.2088974713962071,0.1633255146002872
2002,09371,27,3,-0.0876485959856799,0.13895829132769089
2003,09371,3,1,-0.1506558218582369,0.2530032014266304
2004,09371,11,1,-0.0544773002940434,0.14754155710702088
2005,09371,11,0,-0.06522306606541492,0.22244208344130606
2006,09371,3,0,-0.1897271484065558,0.5098227701822917
2007,09371,34,6,0.39694017709545937,0.0863344660464598
2008,09371,18,3,0.016470631289769,0.11062759251183893
2009,09371,2,0,-0.17154743548011192,0.19697223220489232
2010,09371,5,1,-0.2580274597366797,0.2543395042646975
2011,09371,10,0,-0.1433303414471162,0.16691333509118075
2012,09371,17,0,0.10344346696105479,24.494707
2013,09371,9,1,-0.0678970659651309,0.13815607269053404
2014,09371,13,1,0.1331109517776107,0.12426292258901171
2015,09371,5,1,0.0477003148271455,0.6570541740674957
2016,09371,17,2,0.1544491216930628,0.09606254412341483
1981,09372,3,0,,
1982,09372,3,0,,
1983,09372,14,1,,
1984,09372,4,0,,
1985,09372,2,0,,
1986,09372,5,0,,
1987,09372,5,0,,
1988,09372,17,1,,
1989,09372,10,2,,0.06276578301456584
1990,09372,17,1,,0.07723527594091835
1991,09372,10,0,,0.17370602895589685
1992,09372,9,1,,0.13482287074829932
1993,09372,10,3,,0.11646929166558517
1994,09372,22,1,,0.07289614202104015
1995,09372,17,3,,0.07889911224256667
1996,09372,1,0,,0.2932297797191105
1997,09372,9,1,,0.08564691295224773
1998,09372,21,1,,0.09180900240982288
1999,09372,6,0,,0.09349528605198332
2000,09372,15,1,,0.11392545608585145
2001,09372,11,1,0.1249113954503856,0.08235556014313239
2002,09372,25,4,-0.024185317676702497,0.08281362538970768
2003,09372,3,1,-0.26903928744911837,0.19654398851387908
2004,09372,11,1,0.005537826210078299,0.13979714282967534
2005,09372,9,0,-0.11958012271795242,0.11128679631868871
2006,09372,3,0,-0.251452231040925,0.3093769916284094
2007,09372,35,7,0.4184061820593997,0.07031444214934496
2008,09372,19,3,-0.0300303011084552,0.10249025993954894
2009,09372,3,0,-0.18565068627766151,0.17534537081919535
2010,09372,3,1,-0.2669884158740128,0.1294079897859759
2011,09372,10,0,-0.0798116960070333,0.13984288310836984
2012,09372,17,0,-0.09624199584481119,0.06880773765852635
2013,09372,11,1,-0.08854469809808639,0.07273447142969425
2014,09372,15,0,0.2516035304849567,0.13540904473529988
2015,09372,4,1,0.016680247850014096,0.13644955300750597
1981,09373,4,0,,
1982,09373,5,0,,
1983,09373,14,1,,
1984,09373,4,0,,
1985,09373,4,0,,
1986,09373,5,0,,
1987,09373,3,0,,
1988,09373,19,2,,
1989,09373,11,1,,0.0631647974352448
1990,09373,20,3,,0.04518673384683693
1991,09373,12,1,,0.13336876270209602
1992,09373,8,0,,0.3235924649848851
1993,09373,11,4,,0.13143405806617017
1994,09373,25,1,,0.03624549706039551
1995,09373,19,2,,0.09437626057324731
1996,09373,0,0,,0.6715945986272754
1997,09373,11,1,,0.09089412322917373
1998,09373,21,1,,0.10414925581025151
1999,09373,7,1,,0.16021495327102803
2000,09373,15,0,,0.13770905166372324
2001,09373,13,1,0.2364214305891755,0.09053537333193966
2002,09373,25,1,-0.108305546857134,0.09489176568081793
2003,09373,4,0,-0.21824500282472878,0.21909755842343911
2004,09373,12,1,-0.1208943522357283,0.12284758016371713
2005,09373,11,0,-0.1100279549058045,0.24860856657040292
2006,09373,3,0,-0.1956885858290096,0.4309568260392951
2007,09373,36,5,0.38086511451108906,0.07327791197784717
2008,09373,20,2,-0.014119447457678916,0.08484659502557167
2009,09373,2,0,-0.2195193295264451,0.1757312469783183
2010,09373,6,1,-0.209649348864234,0.20433439759384578
2011,09373,11,0,-0.15682747061473862,0.10515731932835269
2012,09373,15,0,0.0224198052215061,0.196300078713595
2013,09373,9,1,-0.005124831527592605,0.11055299749630969
2014,09373,19,1,0.20344837817006262,0.09170428962579862
2015,09373,5,1,-0.053021085180550986,0.19450295101430415
2016,09373,21,2,0.2125611642182297,0.0898517377694303
1981,09374,3,0,,
1982,09374,6,0,,
1983,09374,14,0,,
1984,09374,4,0,,
1985,09374,3,0,,
1986,09374,5,0,,
1987,09374,4,0,,
1988,09374,16,1,,
1989,09374,12,1,,0.06071107121423095
1990,09374,16,2,,0.20076007500360593
1991,09374,12,1,,0.12266166600868536
1992,09374,11,1,,0.14545862619228955
1993,09374,10,2,,0.17440301017892876
1994,09374,20,0,,0.03857196173451195
1995,09374,16,2,,0.08280489197444378
1996,09374,0,0,,0.8795672476159158
1997,09374,10,1,,0.09826212736920366
1998,09374,19,1,,0.10679026984747751
1999,09374,7,0,,0.08665828679787227
2000,09374,13,0,,0.10018093134548131
2001,09374,12,1,-0.01918403178469931,0.12261099925230398
2002,09374,29,4,-0.13803755747226032,0.08681592047863206
2016,09374,18,2,0.07623608921665749,0.08919879271536729
1981,09375,3,0,,
1982,09375,2,0,,
1983,09375,13,1,,
1984,09375,2,1,,
1985,09375,3,0,,
1986,09375,6,1,,
1987,09375,4,0,,
1988,09375,15,2,,
1989,09375,11,1,,0.11249822660733862
1990,09375,13,3,,23.468435
1991,09375,11,1,,0.27895551177870803
1992,09375,9,1,,0.3979777017257617
1993,09375,11,3,,0.18034223648764833
1994,09375,20,2,,0.18129677029708666
1995,09375,17,8,,0.17193644803963382
1996,09375,1,0,,3.1349364960776986
1997,09375,9,3,,0.3303929709356543
1998,09375,20,2,,0.15810041277427764
1999,09375,3,0,,0.27369078144078146
2000,09375,15,2,,0.1504826294137104
2001,09375,10,1,0.1978129053839843,0.19090032839575183
2002,09375,21,6,-0.0937543314152125,0.10715199026560147
2003,09375,3,1,-0.2231754135809694,0.295420639472951
2004,09375,13,0,-0.039222568916418905,0.2628786443264554
2005,09375,8,0,-0.1209235000913113,0.35961407471209367
2006,09375,3,0,-0.2220672144399346,0.776148787486116
2007,09375,34,7,0.3860678603642199,0.16966745825342155
2008,09375,15,3,-0.0414713631581987,0.14163885905517937
2009,09375,2,0,-0.1512533033519216,0.49619124209406107
2010,09375,4,1,-0.2175576905016618,0.219841706129748
2011,09375,7,0,-0.1508115731399235,0.19825786837410342
2012,09375,17,0,0.0079512587684318,0.14878131246739698
2013,09375,8,1,-0.09717002359677242,0.10648657372920435
2014,09375,12,1,0.2045183162195114,0.1874865389661506
2015,09375,4,1,0.07561483911267369,0.18458978167095505
2016,09375,17,3,0.1656957909560175,0.1043549719681322
2017,09375,7,0,0.0318092321526725,0.17310446964643095
2018,09375,15,2,0.16569770370995682,0.13712736425803418
2019,09375,4,0,0.10409418551404309,0.19945588900750816
2020,09375,20,7,0.29147915126299917,0.30402426056836174
2021,09375,10,0,-0.020970587597530496,0.23739928468080432
2022,09375,14,3,0.0677087764629302,0.20582610757930103
2023,09375,20,2,0.2189108966591787,0.250766220158999
2024,09375,30,6,0.1814066532232358,0.10227560562617118
1981,09376,3,0,,
1982,09376,4,0,,
1983,09376,14,1,,
1984,09376,4,0,,
1985,09376,3,0,,
1986,09376,7,0,,
1987,09376,5,0,,
1988,09376,17,0,,
1989,09376,14,2,,0.0654150157025036
1990,09376,19,1,,0.054271389268131236
1991,09376,12,1,,0.1311679371336587
1992,09376,15,1,,0.1540176040960771
1993,09376,12,3,,0.10597899240718142
1994,09376,23,1,,0.090499666795272
1995,09376,17,1,,0.093233502392207
1996,09376,1,0,,0.33192559829858836
1997,09376,10,1,,0.10260291380223668
1998,09376,24,1,,0.11112408977024361
1999,09376,7,0,,0.0969500190686046
2000,09376,14,0,,0.13626098589316848
2001,09376,14,1,0.1725769646388326,0.10773633105365177
2002,09376,28,2,-0.0643030279115694,0.09437146387534624
2003,09376,3,0,-0.2028847131236861,0.15574701406174943
2004,09376,12,1,-0.0086838873312967,0.13509288793356589
2005,09376,12,0,-0.07121121333359369,0.2076134103810809
2006,09376,4,0,-0.2109751714647507,0.5215220722971847
2007,09376,35,6,0.4090124013246036,0.07727451830371157
2008,09376,18,2,0.007162533320974884,0.10163380456349205
2009,09376,3,0,-0.2053574994143508,0.1969189866920849
2010,09376,5,1,-0.251048990707991,0.1871325636215371
2011,09376,11,0,-0.1163023624317431,0.15878195976217802
2012,09376,17,0,-0.034032989705130495,0.13561058284413938
2013,09376,10,1,-0.0776138142587215,0.1002468407990561
2014,09376,15,0,0.17229765707842237,0.1299957778489605
2015,09376,4,1,0.08014937934832479,0.17254317082924348
2016,09376,20,3,0.141943998386666,0.09190453849348491
1981,09377,3,0,,
1982,09377,4,0,,
1983,09377,12,0,,
1984,09377,2,0,,
1985,09377,2,0,,
1986,09377,2,0,,
1987,09377,4,0,,
1988,09377,14,0,,
1989,09377,9,1,,0.014548455543031108
1990,09377,11,1,,2.6628933
1991,09377,7,1,,0.0765742992499013
1992,09377,7,0,,0.15838910974783021
1993,09377,10,1,,0.11698367311428823
1994,09377,15,0,,0.0036571696067262656
1995,09377,14,2,,0.045730637203126416
1996,09377,0,0,,0.45086594322043194
1997,09377,4,0,,0.09897072932261909
1998,09377,18,0,,0.1616926693607961
2003,09377,2,0,-0.0656124602625479,0.12834206517888772
2004,09377,10,0,-0.0548972965094172,0.13355611205287582
2005,09377,8,0,-0.09745382912591459,0.1527012536360594
2006,09377,1,0,-0.1706412319812994,0.6321478250710698
2007,09377,29,2,0.4666396462401989,0.060541065275692384
2008,09377,16,1,0.09603956658302981,0.07244653147765576
2009,09377,2,0,-0.1704165037243162,0.19143000248447206
2010,09377,4,0,-0.1760178355247605,0.1593107380387331
2011,09377,9,0,-0.0502042093007795,0.09133375188692192
2012,09377,12,0,-0.0072008106839581,0.09252810646989063
2013,09377,8,0,-0.0898044268635283,0.09343185801404144
2014,09377,10,0,0.17122933565495949,0.06375408643518338
2015,09377,3,1,0.012430652705032796,0.12839568030469703
2016,09377,13,0,0.022256218300588798,0.05943062132772076
1981,09471,4,0,,
1982,09471,6,0,,
1983,09471,19,2,,
1984,09471,7,0,,
1985,09471,4,0,,
1986,09471,10,0,,
1987,09471,4,0,,
1988,09471,24,2,,
1989,09471,18,2,,0.10208836697404554
1990,09471,27,3,,0.07673955704102293
1991,09471,13,1,,0.15808588478236127
1992,09471,14,1,,0.3529516841092265
1993,09471,13,5,,0.17838463094393975
1994,09471,25,2,,0.04033981907194551
1995,09471,23,7,,0.10766218899661253
1996,09471,2,0,,0.5987486981559763
1997,09471,16,1,,0.16237362387178828
1998,09471,25,1,,0.2013206326689836
1999,09471,15,2,,0.11327262743014037
2000,09471,22,3,,0.1391417666532231
2001,09471,18,1,0.2357287737008426,0.20484712884796685
2002,09471,28,8,-0.019895904292718702,0.07568075117370891
2003,09471,8,1,-0.1553717090349282,0.12566762323259498
2004,09471,18,2,-0.0506298870735039,0.12912406859342296
2005,09471,17,0,0.02038614986020909,0.09320930633656148
2006,09471,6,0,-0.0665053797133405,0.329752858939487
2007,09471,36,9,0.3545006685151668,0.0811050541248579
2008,09471,26,3,-0.020979336304991894,0.14673386256955454
2009,09471,4,0,-0.0671642906877469,0.144523559097781
2010,09471,6,3,-0.18923011111092458,0.12467196455825565
2011,09471,12,3,-0.1994151764548217,0.14458435490512844
2012,09471,22,2,0.1032736784709277,0.10020394442592735
2013,09471,12,1,-0.1730527100593508,0.09390986352216917
2014,09471,27,3,0.057307030174796,0.11891734888379156
2015,09471,9,1,0.1330292909749399,0.2458343576974396
2016,09471,24,4,0.07871422184031239,0.08824482583656797
2017,09471,12,3,0.0654858457938951,0.15329559386185052
2018,09471,20,0,0.2152674468245541,0.13279718255887157
2020,09471,32,9,0.2420626669647881,0.18186369068961392
2021,09471,13,3,-0.09047923717175668,0.17990154136520917
2022,09471,25,5,0.014009213782824399,0.19983410241693045
1981,09472,4,0,,
1982,09472,6,0,,
1983,09472,14,0,,
1984,09472,4,0,,
1985,09472,3,0,,
1986,09472,8,0,,
1987,09472,4,0,,
1988,09472,17,1,,
1989,09472,15,2,,0.06055418071009741
1990,09472,20,5,,0.0572576244787218
1991,09472,11,1,,0.1424309877350516
1992,09472,13,0,,0.16384083987618994
1993,09472,10,3,,0.14672476686482855
1994,09472,23,1,,0.029315607193372395
1995,09472,16,2,,0.06607282803367814
1996,09472,1,0,,2.0981820122081363
1997,09472,11,1,,0.0911118947752754
1998,09472,24,1,,0.06530266562354728
1999,09472,12,0,,0.05785468183739067
2000,09472,18,1,,0.19764407160110828
2001,09472,13,1,0.1544445069283182,0.0920844453711426
2002,09472,29,4,-0.09142803282714071,0.07681257175556208
2003,09472,4,1,-0.09560750845647631,0.1337990258973426
2004,09472,13,1,-0.020030133117688198,0.10345369012707722
2005,09472,14,0,-0.1366902405442848,0.07507367105019448
2006,09472,4,0,-0.2062336435148449,0.30128764975151917
2007,09472,36,5,0.3905382471607215,0.058359982667099984
2008,09472,23,1,0.09103642137878198,0.08267040337830389
2009,09472,3,0,-0.110057450021861,0.13029653461051244
2010,09472,6,2,-0.1989705193150294,0.11932332412754204
2011,09472,11,0,-0.04744324351457879,0.08525585878382874
2012,09472,17,0,0.07669985569505319,0.09021694207547265
2013,09472,10,1,-0.1374691666028053,0.07575049965287275
2014,09472,19,2,0.1579478103908577,0.0725580192940569
2015,09472,8,1,-0.002121646331937302,0.15868480396648443
2016,09472,21,2,0.0252037907664361,0.0685714606980596
1981,09474,4,0,,
1982,09474,6,0,,
1983,09474,16,2,,
1984,09474,4,0,,
1985,09474,4,0,,
1986,09474,9,0,,
1987,09474,5,0,,
1988,09474,18,2,,
1989,09474,13,2,,0.0732266182127815
1990,09474,23,5,,0.04660677759330771
1991,09474,12,1,,0.12047166566316211
1992,09474,14,0,,0.1962678249743253
1993,09474,11,3,,0.09882228578976317
1994,09474,23,2,,0.022495044874728864
1995,09474,20,2,,0.07675893669569737
1996,09474,1,0,,0.502458687125555
1997,09474,14,2,,0.08703341674349181
1998,09474,26,1,,0.10955024746265253
1999,09474,13,0,,0.06273849467962064
2000,09474,19,1,,0.09668952901403233
2001,09474,14,1,0.24331116730973168,0.12304174929205305
2002,09474,29,5,-0.013847875177606897,0.08209217786247783
2003,09474,5,1,-0.1997665242233509,0.10554381348283182
2004,09474,13,1,-0.004797014055316389,0.08068208996427152
2005,09474,15,0,-0.1088131677849412,0.07999821573602993
2006,09474,5,0,-0.1075868006759707,0.21562075015541893
2007,09474,36,5,0.372575245892477,0.06860960459303671
2008,09474,23,4,0.03340408656242799,0.08152835863567487
2009,09474,3,0,-0.07648471858290261,0.08566644016610041
2010,09474,6,2,-0.1934403458759519,0.11868195058905404
2011,09474,11,0,-0.1140198402870044,0.09920780942509053
2012,09474,20,0,0.121147601027499,0.09129449693999418
2013,09474,10,1,-0.1515524338175656,0.05624504305402081
2014,09474,22,2,0.0692229890287342,0.07939310697288146
2015,09474,9,1,0.0747387171001606,0.1596117710217763
2016,09474,21,2,0.0758020819205268,0.05851752382224597
1981,09475,4,0,,
1982,09475,5,0,,
1983,09475,12,0,,
1984,09475,0,0,,
1985,09475,2,0,,
1986,09475,2,0,,
1987,09475,4,0,,
1988,09475,15,0,,
1989,09475,6,0,,0.003658681594087571
1990,09475,14,0,,0.006774149844194553
1991,09475,8,1,,0.023368314314160987
1992,09475,9,0,,0.060404068606857035
1993,09475,9,0,,0.029356449040050137
1994,09475,14,0,,0.006769357824869945
1995,09475,13,1,,0.027892698067820288
1996,09475,0,0,,1.67663574
1997,09475,9,2,,0.025070741013915522
1998,09475,23,0,,0.11586595811628153
1999,09475,6,0,,0.03009740896943378
2000,09475,12,1,,0.1251914555665958
2001,09475,9,0,0.11339578225351281,0.08265863024123828
2002,09475,23,0,-0.2110637889926614,0.014771112997042068
2003,09475,2,0,-0.1675878861322716,0.01827597022215171
2004,09475,8,0,-0.053079741982473505,0.06809562663749173
2005,09475,10,0,-0.1048248721311006,0.05675226145429129
2006,09475,1,0,-0.1644640446359252,0.11154364186242789
2007,09475,30,0,0.5096306913273252,0.0061163516324105145
2008,09475,19,1,0.1075975882295449,0.03716131155662098
2009,09475,2,0,-0.1515039772999477,0.04946146097654748
2010,09475,5,0,-0.1395801216954121,0.007716168459389806
2011,09475,10,0,-0.055644280725001605,0.05393097478085792
2012,09475,10,0,-0.0789613568357901,0.008484313176488272
2013,09475,8,0,-0.07046088120830701,0.0211205961180496
2014,09475,12,0,0.1827901913670072,0.00684568889673862
2015,09475,5,1,-0.007126027479265995,0.06166787654594493
1981,09476,4,0,,
1982,09476,5,0,,
1983,09476,13,0,,
1984,09476,1,0,,
1985,09476,3,0,,
1986,09476,3,0,,
1987,09476,4,0,,
1988,09476,15,0,,
1989,09476,9,1,,0.006843424218941186
1990,09476,20,0,,0.007473699259661373
1991,09476,7,1,,0.05877534629263183
1992,09476,12,0,,0.13031925045626644
1993,09476,9,1,,0.1100369319955407
1994,09476,15,1,,0.006186568341473828
1995,09476,16,2,,0.04683879170089986
1996,09476,0,0,,10.017562
1997,09476,14,2,,0.047017279215055795
1998,09476,23,0,,0.09233408354252627
1999,09476,10,0,,0.0579776594648131
2000,09476,14,1,,0.09905871988999054
2001,09476,12,1,0.0394481863622487,0.07427343312553661
2002,09476,27,0,-0.093330720493506,0.042592339860416495
2003,09476,4,0,-0.1427450605130735,0.06243385749790923
2004,09476,10,1,-0.06906984024861221,0.05857307429967323
2005,09476,10,0,-0.1151002214640632,0.051409051706766615
2006,09476,4,0,-0.1371041301366916,0.1181558516268581
1981,09477,4,0,,
1982,09477,7,0,,
1983,09477,14,2,,
1984,09477,3,0,,
1985,09477,3,0,,
1986,09477,5,0,,
1987,09477,4,0,,
1988,09477,16,1,,
1989,09477,12,2,,0.04994893353538316
1990,09477,20,5,,0.038430921495529256
1991,09477,9,1,,0.09853046416306635
1992,09477,13,0,,0.19122860104150866
1993,09477,10,2,,0.15663089233753644
1994,09477,21,1,,0.04259386157648998
1995,09477,18,2,,0.07200672536243005
1996,09477,0,0,,2.402362601768362
1997,09477,14,2,,0.06462234879584017
1998,09477,23,1,,0.09304529589032023
1999,09477,11,0,,0.058151743017754484
2000,09477,16,1,,0.07468877660000534
2001,09477,11,1,0.05715250027034811,0.09687310385571057
2002,09477,28,4,-0.1195698605332092,0.07523905685707263
2003,09477,4,1,-0.0697581699194151,0.0920377278507842
2004,09477,13,1,-0.043901571095689096,0.09275472877911521
2005,09477,13,0,-0.1262701017252741,0.07017048785806003
2006,09477,4,0,-0.1320830962211011,0.20230717363477382
2007,09477,35,6,0.4004082305613388,0.05807383296438697
2008,09477,22,3,0.09176717399546369,0.07865367095770265
2009,09477,3,0,-0.1221833813335685,0.14245691952389414
2010,09477,5,1,-0.1838359419746867,0.13472230877083657
2011,09477,11,0,-0.05521613686868049,0.0869711718371024
2012,09477,18,0,0.011872061621807,0.09202432378165964
2013,09477,11,1,-0.1074448768636185,0.08798914039589444
2014,09477,17,2,0.17914979731744302,0.06726019355509046
2015,09477,6,1,0.1127936862000284,0.15881334760885082
2016,09477,19,2,-0.0069629242394555,0.06696768928649356
1981,09478,4,0,,
1982,09478,6,0,,
1983,09478,15,3,,
1984,09478,4,0,,
1985,09478,3,0,,
1986,09478,7,0,,
1987,09478,4,0,,
1988,09478,18,2,,
1989,09478,12,2,,0.07406853635269507
1990,09478,23,5,,0.048011391933634684
1991,09478,9,1,,0.11992187718179886
1992,09478,13,0,,0.22820272516495332
1993,09478,10,2,,0.18877749326145551
1994,09478,21,1,,0.07903513652756312
1995,09478,17,2,,0.08996594502964418
1996,09478,1,0,,2.846286579114387
1997,09478,14,2,,0.08862098116890572
1998,09478,23,1,,0.11200876227624156
1999,09478,13,0,,0.07600716739047726
